gene	exgf1.bam
ENSMUSG00000021758	38
ENSMUSG00000021759	694
ENSMUSG00000021760	128
ENSMUSG00000021763	36
ENSMUSG00000021764	2086
ENSMUSG00000021765	67
ENSMUSG00000021767	1806
ENSMUSG00000021768	28
ENSMUSG00000021770	3162
ENSMUSG00000021771	4908
ENSMUSG00000021772	3033
ENSMUSG00000021773	160
ENSMUSG00000021774	1133
ENSMUSG00000021775	2708
ENSMUSG00000021779	1631
ENSMUSG00000021782	782
ENSMUSG00000021785	614
ENSMUSG00000021786	260
ENSMUSG00000021789	0
ENSMUSG00000021790	2
ENSMUSG00000021791	4
ENSMUSG00000021792	2627
ENSMUSG00000021794	6822
ENSMUSG00000021795	0
ENSMUSG00000021796	1526
ENSMUSG00000021797	0
ENSMUSG00000021798	121
ENSMUSG00000021799	3
ENSMUSG00000021803	63
ENSMUSG00000021804	0
ENSMUSG00000021806	100
ENSMUSG00000021807	660
ENSMUSG00000021809	247
ENSMUSG00000021810	1238
ENSMUSG00000021811	719
ENSMUSG00000021814	3028
ENSMUSG00000021815	13
ENSMUSG00000021816	8432
ENSMUSG00000021819	3052
ENSMUSG00000021820	8593
ENSMUSG00000021822	111
ENSMUSG00000021823	507
ENSMUSG00000021824	861
ENSMUSG00000021830	2527
ENSMUSG00000021831	917
ENSMUSG00000021832	2660
ENSMUSG00000021835	98
ENSMUSG00000021838	862
ENSMUSG00000021840	810
ENSMUSG00000021843	3158
ENSMUSG00000021846	453
ENSMUSG00000021848	0
ENSMUSG00000021850	0
ENSMUSG00000021852	473
ENSMUSG00000021866	394
ENSMUSG00000021867	0
ENSMUSG00000021868	680
ENSMUSG00000021870	3450
ENSMUSG00000021871	547
ENSMUSG00000021872	4
ENSMUSG00000021876	382
ENSMUSG00000021877	2316
ENSMUSG00000021879	2
ENSMUSG00000021880	4
ENSMUSG00000021884	103
ENSMUSG00000021886	4
ENSMUSG00000021890	475
ENSMUSG00000021891	537
ENSMUSG00000021892	1686
ENSMUSG00000021893	1339
ENSMUSG00000021895	2931
ENSMUSG00000021898	11
ENSMUSG00000021900	287
ENSMUSG00000021901	4559
ENSMUSG00000021902	137
ENSMUSG00000021903	98
ENSMUSG00000021904	217
ENSMUSG00000021905	952
ENSMUSG00000021906	505
ENSMUSG00000021907	0
ENSMUSG00000021910	10492
ENSMUSG00000021911	1078
ENSMUSG00000021913	2798
ENSMUSG00000021916	656
ENSMUSG00000021917	1595
ENSMUSG00000021918	496
ENSMUSG00000021919	14
ENSMUSG00000021922	0
ENSMUSG00000021928	221
ENSMUSG00000021929	3490
ENSMUSG00000021930	1594
ENSMUSG00000021932	183
ENSMUSG00000021933	2
ENSMUSG00000021936	4087
ENSMUSG00000021938	1204
ENSMUSG00000021939	16086
ENSMUSG00000021940	20
ENSMUSG00000021943	85
ENSMUSG00000021944	0
ENSMUSG00000021945	2970
ENSMUSG00000021947	408
ENSMUSG00000021948	199
ENSMUSG00000021950	11
ENSMUSG00000021951	479
ENSMUSG00000021952	153
ENSMUSG00000021953	2
ENSMUSG00000021957	4267
ENSMUSG00000021958	173
ENSMUSG00000021959	470
ENSMUSG00000021961	0
ENSMUSG00000021962	595
ENSMUSG00000021963	982
ENSMUSG00000021965	21
ENSMUSG00000021966	0
ENSMUSG00000021967	421
ENSMUSG00000021969	1012
ENSMUSG00000021972	1026
ENSMUSG00000021973	495
ENSMUSG00000021974	524
ENSMUSG00000021975	453
ENSMUSG00000021977	0
ENSMUSG00000021978	4905
ENSMUSG00000021981	843
ENSMUSG00000021982	1227
ENSMUSG00000021983	541
ENSMUSG00000021986	390
ENSMUSG00000021987	3667
ENSMUSG00000021990	205
ENSMUSG00000021991	3564
ENSMUSG00000021993	855
ENSMUSG00000021994	258
ENSMUSG00000021996	1058
ENSMUSG00000021997	2
ENSMUSG00000021998	206
ENSMUSG00000021999	2
ENSMUSG00000022000	2531
ENSMUSG00000022002	0
ENSMUSG00000022003	91
ENSMUSG00000022008	1252
ENSMUSG00000022009	383
ENSMUSG00000022010	9784
ENSMUSG00000022012	901
ENSMUSG00000022013	898
ENSMUSG00000022014	14
ENSMUSG00000022015	0
ENSMUSG00000022016	7142
ENSMUSG00000022018	466
ENSMUSG00000022019	774
ENSMUSG00000022020	129
ENSMUSG00000022021	79
ENSMUSG00000022022	164
ENSMUSG00000022023	1547
ENSMUSG00000022024	1574
ENSMUSG00000022025	9
ENSMUSG00000022026	8
ENSMUSG00000022031	2759
ENSMUSG00000022032	11
ENSMUSG00000022033	11
ENSMUSG00000022034	2
ENSMUSG00000022035	1350
ENSMUSG00000022037	19896
ENSMUSG00000022039	0
ENSMUSG00000022040	572
ENSMUSG00000022041	30
ENSMUSG00000022043	3026
ENSMUSG00000022044	8806
ENSMUSG00000022048	5153
ENSMUSG00000022051	2823
ENSMUSG00000022052	2792
ENSMUSG00000022053	43
ENSMUSG00000022054	8223
ENSMUSG00000022055	9880
ENSMUSG00000022056	0
ENSMUSG00000022057	0
ENSMUSG00000022061	45
ENSMUSG00000022064	361
ENSMUSG00000022066	11
ENSMUSG00000022070	69
ENSMUSG00000022074	24
ENSMUSG00000022075	3504
ENSMUSG00000022076	116
ENSMUSG00000022085	7
ENSMUSG00000022089	332
ENSMUSG00000022090	120
ENSMUSG00000022091	500
ENSMUSG00000022092	793
ENSMUSG00000022094	913
ENSMUSG00000022095	1198
ENSMUSG00000022096	1191
ENSMUSG00000022097	32
ENSMUSG00000022098	1041
ENSMUSG00000022099	12567
ENSMUSG00000022100	3144
ENSMUSG00000022101	9
ENSMUSG00000022102	13
ENSMUSG00000022103	2151
ENSMUSG00000022105	1379
ENSMUSG00000022106	580
ENSMUSG00000022108	18824
ENSMUSG00000022109	644
ENSMUSG00000022110	5231
ENSMUSG00000022111	415
ENSMUSG00000022112	1194
ENSMUSG00000022113	0
ENSMUSG00000022114	1502
ENSMUSG00000022119	1436
ENSMUSG00000022120	400
ENSMUSG00000022122	1284
ENSMUSG00000022123	70
ENSMUSG00000022124	1950
ENSMUSG00000022125	336
ENSMUSG00000022126	2
ENSMUSG00000022129	16
ENSMUSG00000022130	128
ENSMUSG00000022131	575
ENSMUSG00000022132	1062
ENSMUSG00000022136	1341
ENSMUSG00000022139	4900
ENSMUSG00000022141	1416
ENSMUSG00000022142	502
ENSMUSG00000022144	5
ENSMUSG00000022146	162
ENSMUSG00000022148	249
ENSMUSG00000022149	0
ENSMUSG00000022150	369
ENSMUSG00000022151	1391
ENSMUSG00000022155	0
ENSMUSG00000022156	0
ENSMUSG00000022157	0
ENSMUSG00000022159	1183
ENSMUSG00000022160	422
ENSMUSG00000022174	1529
ENSMUSG00000022175	608
ENSMUSG00000022176	97
ENSMUSG00000022177	68
ENSMUSG00000022178	57
ENSMUSG00000022179	130
ENSMUSG00000022180	2395
ENSMUSG00000022181	0
ENSMUSG00000022184	123
ENSMUSG00000022185	2447
ENSMUSG00000022186	10928
ENSMUSG00000022191	4036
ENSMUSG00000022193	453
ENSMUSG00000022194	435
ENSMUSG00000022195	1095
ENSMUSG00000022197	1699
ENSMUSG00000022199	11316
ENSMUSG00000022200	2483
ENSMUSG00000022201	12817
ENSMUSG00000022203	123
ENSMUSG00000022204	439
ENSMUSG00000022205	6274
ENSMUSG00000022206	584
ENSMUSG00000022208	9003
ENSMUSG00000022209	1
ENSMUSG00000022210	199
ENSMUSG00000022211	722
ENSMUSG00000022212	3985
ENSMUSG00000022214	2185
ENSMUSG00000022215	1
ENSMUSG00000022216	798
ENSMUSG00000022217	448
ENSMUSG00000022218	5
ENSMUSG00000022219	28
ENSMUSG00000022220	93
ENSMUSG00000022221	11
ENSMUSG00000022223	1613
ENSMUSG00000022225	1
ENSMUSG00000022226	0
ENSMUSG00000022227	0
ENSMUSG00000022228	1781
ENSMUSG00000022229	7
ENSMUSG00000022231	1362
ENSMUSG00000022234	4599
ENSMUSG00000022235	257
ENSMUSG00000022236	11
ENSMUSG00000022237	2878
ENSMUSG00000022240	7579
ENSMUSG00000022241	1038
ENSMUSG00000022243	3
ENSMUSG00000022244	282
ENSMUSG00000022245	3
ENSMUSG00000022246	372
ENSMUSG00000022247	836
ENSMUSG00000022248	187
ENSMUSG00000022249	0
ENSMUSG00000022253	993
ENSMUSG00000022255	1686
ENSMUSG00000022257	2287
ENSMUSG00000022261	1428
ENSMUSG00000022262	131
ENSMUSG00000022263	4668
ENSMUSG00000022265	5801
ENSMUSG00000022269	95
ENSMUSG00000022270	1129
ENSMUSG00000022272	1135
ENSMUSG00000022280	1117
ENSMUSG00000022283	3576
ENSMUSG00000022285	15033
ENSMUSG00000022286	4
ENSMUSG00000022288	0
ENSMUSG00000022292	856
ENSMUSG00000022295	8683
ENSMUSG00000022296	1506
ENSMUSG00000022297	315
ENSMUSG00000022299	241
ENSMUSG00000022300	531
ENSMUSG00000022303	1
ENSMUSG00000022304	5
ENSMUSG00000022305	1725
ENSMUSG00000022306	374
ENSMUSG00000022307	11699
ENSMUSG00000022309	224
ENSMUSG00000022311	622
ENSMUSG00000022312	2722
ENSMUSG00000022313	251
ENSMUSG00000022314	3276
ENSMUSG00000022315	2
ENSMUSG00000022321	2722
ENSMUSG00000022322	30
ENSMUSG00000022323	891
ENSMUSG00000022324	844
ENSMUSG00000022325	131
ENSMUSG00000022329	566
ENSMUSG00000022330	0
ENSMUSG00000022332	6207
ENSMUSG00000022335	146
ENSMUSG00000022336	1315
ENSMUSG00000022337	2176
ENSMUSG00000022338	1520
ENSMUSG00000022339	815
ENSMUSG00000022340	2137
ENSMUSG00000022342	2795
ENSMUSG00000022346	93
ENSMUSG00000022347	0
ENSMUSG00000022350	1416
ENSMUSG00000022351	2054
ENSMUSG00000022353	754
ENSMUSG00000022354	3819
ENSMUSG00000022357	32
ENSMUSG00000022358	516
ENSMUSG00000022359	238
ENSMUSG00000022360	447
ENSMUSG00000022361	2051
ENSMUSG00000022362	2
ENSMUSG00000022364	209
ENSMUSG00000022365	1249
ENSMUSG00000022366	0
ENSMUSG00000022367	19
ENSMUSG00000022369	56
ENSMUSG00000022370	950
ENSMUSG00000022371	70
ENSMUSG00000022372	265
ENSMUSG00000022375	243
ENSMUSG00000022376	726
ENSMUSG00000022377	6146
ENSMUSG00000022378	4969
ENSMUSG00000022382	1025
ENSMUSG00000022383	72
ENSMUSG00000022385	16
ENSMUSG00000022386	337
ENSMUSG00000022387	1413
ENSMUSG00000022388	15
ENSMUSG00000022389	8651
ENSMUSG00000022390	6133
ENSMUSG00000022391	7658
ENSMUSG00000022394	1171
ENSMUSG00000022400	1865
ENSMUSG00000022401	456
ENSMUSG00000022403	4490
ENSMUSG00000022404	427
ENSMUSG00000022407	510
ENSMUSG00000022408	5
ENSMUSG00000022412	721
ENSMUSG00000022414	731
ENSMUSG00000022415	21577
ENSMUSG00000022416	2814
ENSMUSG00000022419	962
ENSMUSG00000022420	912
ENSMUSG00000022421	35912
ENSMUSG00000022422	3
ENSMUSG00000022425	7897
ENSMUSG00000022426	2417
ENSMUSG00000022427	1367
ENSMUSG00000022428	1531
ENSMUSG00000022429	9
ENSMUSG00000022431	4
ENSMUSG00000022432	2
ENSMUSG00000022433	2593
ENSMUSG00000022434	626
ENSMUSG00000022435	7
ENSMUSG00000022436	4909
ENSMUSG00000022437	1676
ENSMUSG00000022438	702
ENSMUSG00000022439	211
ENSMUSG00000022440	79
ENSMUSG00000022441	326
ENSMUSG00000022442	1230
ENSMUSG00000022443	2308
ENSMUSG00000022445	6
ENSMUSG00000022449	217
ENSMUSG00000022450	1809
ENSMUSG00000022451	1204
ENSMUSG00000022452	2225
ENSMUSG00000022453	280
ENSMUSG00000022454	20896
ENSMUSG00000022455	0
ENSMUSG00000022456	18317
ENSMUSG00000022462	3277
ENSMUSG00000022463	5292
ENSMUSG00000022464	54
ENSMUSG00000022466	852
ENSMUSG00000022468	33
ENSMUSG00000022469	762
ENSMUSG00000022471	445
ENSMUSG00000022472	3154
ENSMUSG00000022474	3821
ENSMUSG00000022475	499
ENSMUSG00000022476	1231
ENSMUSG00000022477	13891
ENSMUSG00000022479	17
ENSMUSG00000022483	5
ENSMUSG00000022484	0
ENSMUSG00000022485	0
ENSMUSG00000022487	0
ENSMUSG00000022488	390
ENSMUSG00000022489	3732
ENSMUSG00000022490	2530
ENSMUSG00000022491	2
ENSMUSG00000022494	1914
ENSMUSG00000022496	0
ENSMUSG00000022498	745
ENSMUSG00000022500	170
ENSMUSG00000022501	7
ENSMUSG00000022503	234
ENSMUSG00000022504	14
ENSMUSG00000022505	735
ENSMUSG00000022507	1261
ENSMUSG00000022508	782
ENSMUSG00000022510	15
ENSMUSG00000022512	27
ENSMUSG00000022514	1049
ENSMUSG00000022515	714
ENSMUSG00000022516	930
ENSMUSG00000022517	4690
ENSMUSG00000022518	2
ENSMUSG00000022519	324
ENSMUSG00000022521	1577
ENSMUSG00000022523	6177
ENSMUSG00000022525	1012
ENSMUSG00000022526	1691
ENSMUSG00000022528	337
ENSMUSG00000022529	452
ENSMUSG00000022533	1467
ENSMUSG00000022534	1
ENSMUSG00000022536	7149
ENSMUSG00000022537	1571
ENSMUSG00000022538	434
ENSMUSG00000022540	2943
ENSMUSG00000022542	0
ENSMUSG00000022543	74
ENSMUSG00000022544	61
ENSMUSG00000022545	483
ENSMUSG00000022546	345
ENSMUSG00000022548	3172
ENSMUSG00000022550	283
ENSMUSG00000022551	3617
ENSMUSG00000022552	831
ENSMUSG00000022553	1339
ENSMUSG00000022554	141
ENSMUSG00000022555	373
ENSMUSG00000022556	713
ENSMUSG00000022557	1390
ENSMUSG00000022558	1872
ENSMUSG00000022559	516
ENSMUSG00000022560	286
ENSMUSG00000022561	545
ENSMUSG00000022562	474
ENSMUSG00000022564	9899
ENSMUSG00000022565	3677
ENSMUSG00000022568	699
ENSMUSG00000022570	542
ENSMUSG00000022571	412
ENSMUSG00000022574	80
ENSMUSG00000022575	77
ENSMUSG00000022577	2045
ENSMUSG00000022579	0
ENSMUSG00000022580	153
ENSMUSG00000022582	0
ENSMUSG00000022583	0
ENSMUSG00000022584	2
ENSMUSG00000022586	0
ENSMUSG00000022587	5745
ENSMUSG00000022589	1
ENSMUSG00000022591	0
ENSMUSG00000022594	17547
ENSMUSG00000022595	5
ENSMUSG00000022596	0
ENSMUSG00000022598	0
ENSMUSG00000022601	1348
ENSMUSG00000022602	9150
ENSMUSG00000022603	12
ENSMUSG00000022604	357
ENSMUSG00000022607	4007
ENSMUSG00000022610	123
ENSMUSG00000022613	0
ENSMUSG00000022614	351
ENSMUSG00000022615	39
ENSMUSG00000022617	587
ENSMUSG00000022619	8177
ENSMUSG00000022620	1044
ENSMUSG00000022621	537
ENSMUSG00000022622	22
ENSMUSG00000022623	4455
ENSMUSG00000022629	6650
ENSMUSG00000022634	2649
ENSMUSG00000022635	1651
ENSMUSG00000022636	5110
ENSMUSG00000022637	722
ENSMUSG00000022641	558
ENSMUSG00000022650	0
ENSMUSG00000022651	4
ENSMUSG00000022652	7
ENSMUSG00000022656	1443
ENSMUSG00000022657	6
ENSMUSG00000022658	10323
ENSMUSG00000022659	0
ENSMUSG00000022661	2810
ENSMUSG00000022663	1584
ENSMUSG00000022664	916
ENSMUSG00000022665	361
ENSMUSG00000022667	8
ENSMUSG00000022668	668
ENSMUSG00000022671	355
ENSMUSG00000022672	533
ENSMUSG00000022673	283
ENSMUSG00000022674	716
ENSMUSG00000022676	12
ENSMUSG00000022677	1281
ENSMUSG00000022678	394
ENSMUSG00000022679	1853
ENSMUSG00000022680	2333
ENSMUSG00000022681	855
ENSMUSG00000022682	1870
ENSMUSG00000022683	1
ENSMUSG00000022684	1169
ENSMUSG00000022685	749
ENSMUSG00000022686	7
ENSMUSG00000022687	580
ENSMUSG00000022696	2070
ENSMUSG00000022698	1651
ENSMUSG00000022701	164
ENSMUSG00000022702	432
ENSMUSG00000022704	244
ENSMUSG00000022705	0
ENSMUSG00000022706	761
ENSMUSG00000022707	397
ENSMUSG00000022708	1011
ENSMUSG00000022710	5070
ENSMUSG00000022711	528
ENSMUSG00000022715	62
ENSMUSG00000022718	738
ENSMUSG00000022721	685
ENSMUSG00000022722	887
ENSMUSG00000022723	135
ENSMUSG00000022724	264
ENSMUSG00000022738	2
ENSMUSG00000022742	591
ENSMUSG00000022744	1627
ENSMUSG00000022747	428
ENSMUSG00000022748	215
ENSMUSG00000022749	1202
ENSMUSG00000022750	2428
ENSMUSG00000022751	263
ENSMUSG00000022752	5962
ENSMUSG00000022753	13
ENSMUSG00000022754	31
ENSMUSG00000022755	1
ENSMUSG00000022756	1961
ENSMUSG00000022757	1489
ENSMUSG00000022758	130
ENSMUSG00000022759	36
ENSMUSG00000022760	431
ENSMUSG00000022761	5302
ENSMUSG00000022762	2092
ENSMUSG00000022763	1854
ENSMUSG00000022765	920
ENSMUSG00000022766	101
ENSMUSG00000022768	63
ENSMUSG00000022769	163
ENSMUSG00000022770	5988
ENSMUSG00000022771	1904
ENSMUSG00000022772	822
ENSMUSG00000022773	848
ENSMUSG00000022774	1804
ENSMUSG00000022779	874
ENSMUSG00000022780	36
ENSMUSG00000022781	1332
ENSMUSG00000022783	166
ENSMUSG00000022787	319
ENSMUSG00000022788	558
ENSMUSG00000022789	8452
ENSMUSG00000022790	797
ENSMUSG00000022791	4827
ENSMUSG00000022792	413
ENSMUSG00000022793	607
ENSMUSG00000022797	3092
ENSMUSG00000022798	0
ENSMUSG00000022799	1138
ENSMUSG00000022800	1901
ENSMUSG00000022801	612
ENSMUSG00000022802	367
ENSMUSG00000022803	2
ENSMUSG00000022805	61
ENSMUSG00000022807	481
ENSMUSG00000022808	1320
ENSMUSG00000022809	0
ENSMUSG00000022811	3044
ENSMUSG00000022812	5478
ENSMUSG00000022814	429
ENSMUSG00000022816	847
ENSMUSG00000022817	895
ENSMUSG00000022818	1
ENSMUSG00000022820	108
ENSMUSG00000022821	1
ENSMUSG00000022822	3836
ENSMUSG00000022824	5
ENSMUSG00000022827	230
ENSMUSG00000022828	538
ENSMUSG00000022829	938
ENSMUSG00000022831	142
ENSMUSG00000022832	2
ENSMUSG00000022833	71
ENSMUSG00000022836	394
ENSMUSG00000022837	796
ENSMUSG00000022838	34
ENSMUSG00000022840	3715
ENSMUSG00000022841	3618
ENSMUSG00000022842	459
ENSMUSG00000022843	1575
ENSMUSG00000022844	78
ENSMUSG00000022847	79
ENSMUSG00000022848	1875
ENSMUSG00000022849	152
ENSMUSG00000022853	81
ENSMUSG00000022855	3574
ENSMUSG00000022856	310
ENSMUSG00000022857	2
ENSMUSG00000022858	1008
ENSMUSG00000022860	12
ENSMUSG00000022861	884
ENSMUSG00000022863	7
ENSMUSG00000022864	87
ENSMUSG00000022865	796
ENSMUSG00000022867	1171
ENSMUSG00000022868	0
ENSMUSG00000022871	0
ENSMUSG00000022875	0
ENSMUSG00000022876	38
ENSMUSG00000022877	0
ENSMUSG00000022878	2
ENSMUSG00000022881	76
ENSMUSG00000022883	1173
ENSMUSG00000022884	16068
ENSMUSG00000022885	659
ENSMUSG00000022886	0
ENSMUSG00000022887	264
ENSMUSG00000022889	840
ENSMUSG00000022890	2962
ENSMUSG00000022892	53106
ENSMUSG00000022893	341
ENSMUSG00000022894	55
ENSMUSG00000022895	2026
ENSMUSG00000022897	2269
ENSMUSG00000022898	997
ENSMUSG00000022899	1325
ENSMUSG00000022900	2
ENSMUSG00000022901	32
ENSMUSG00000022902	0
ENSMUSG00000022905	4680
ENSMUSG00000022906	95
ENSMUSG00000022911	187
ENSMUSG00000022912	325
ENSMUSG00000022913	277
ENSMUSG00000022914	2341
ENSMUSG00000022931	0
ENSMUSG00000022935	535
ENSMUSG00000022938	0
ENSMUSG00000022940	261
ENSMUSG00000022941	5
ENSMUSG00000022945	7
ENSMUSG00000022946	2791
ENSMUSG00000022947	281
ENSMUSG00000022948	126
ENSMUSG00000022949	6
ENSMUSG00000022951	1589
ENSMUSG00000022952	23
ENSMUSG00000022956	3877
ENSMUSG00000022957	4213
ENSMUSG00000022960	270
ENSMUSG00000022961	6983
ENSMUSG00000022962	945
ENSMUSG00000022964	3108
ENSMUSG00000022965	1400
ENSMUSG00000022967	1918
ENSMUSG00000022969	216
ENSMUSG00000022971	389
ENSMUSG00000022972	905
ENSMUSG00000022973	11505
ENSMUSG00000022974	897
ENSMUSG00000022978	141
ENSMUSG00000022982	3748
ENSMUSG00000022983	853
ENSMUSG00000022986	2
ENSMUSG00000022987	305
ENSMUSG00000022991	2
ENSMUSG00000022992	306
ENSMUSG00000022993	9
ENSMUSG00000022994	1431
ENSMUSG00000022995	3566
ENSMUSG00000022996	27
ENSMUSG00000022997	17
ENSMUSG00000022999	144
ENSMUSG00000023000	4
ENSMUSG00000023004	4718
ENSMUSG00000023007	1580
ENSMUSG00000023008	331
ENSMUSG00000023009	340
ENSMUSG00000023010	6552
ENSMUSG00000023011	17206
ENSMUSG00000023013	0
ENSMUSG00000023015	527
ENSMUSG00000023017	1790
ENSMUSG00000023018	5369
ENSMUSG00000023019	4021
ENSMUSG00000023020	716
ENSMUSG00000023021	947
ENSMUSG00000023022	431
ENSMUSG00000023025	1019
ENSMUSG00000023026	2209
ENSMUSG00000023027	178
ENSMUSG00000023030	929
ENSMUSG00000023031	77
ENSMUSG00000023032	3889
ENSMUSG00000023033	11461
ENSMUSG00000023034	2998
ENSMUSG00000023036	269
ENSMUSG00000023039	5
ENSMUSG00000023041	0
ENSMUSG00000023043	4
ENSMUSG00000023044	379
ENSMUSG00000023045	1
ENSMUSG00000023046	1268
ENSMUSG00000023047	10
ENSMUSG00000023048	1025
ENSMUSG00000023050	2762
ENSMUSG00000023051	170
ENSMUSG00000023052	9
ENSMUSG00000023055	1987
ENSMUSG00000023057	0
ENSMUSG00000023064	93
ENSMUSG00000023066	82
ENSMUSG00000023067	722
ENSMUSG00000023068	2565
ENSMUSG00000023070	4
ENSMUSG00000023072	276
ENSMUSG00000023073	0
ENSMUSG00000023074	315
ENSMUSG00000023075	1940
ENSMUSG00000023078	0
ENSMUSG00000023079	470
ENSMUSG00000023083	2
ENSMUSG00000023084	4
ENSMUSG00000023087	1517
ENSMUSG00000023088	476
ENSMUSG00000023089	2488
ENSMUSG00000023092	1927
ENSMUSG00000023093	0
ENSMUSG00000023094	612
ENSMUSG00000023104	731
ENSMUSG00000023106	2542
ENSMUSG00000023110	1655
ENSMUSG00000023118	3727
ENSMUSG00000023120	0
ENSMUSG00000023122	0
ENSMUSG00000023132	2
ENSMUSG00000023140	0
ENSMUSG00000023143	242
ENSMUSG00000023147	1381
ENSMUSG00000023150	3675
ENSMUSG00000023151	1
ENSMUSG00000023153	4
ENSMUSG00000023156	974
ENSMUSG00000023159	3
ENSMUSG00000023165	0
ENSMUSG00000023169	5598
ENSMUSG00000023170	433
ENSMUSG00000023175	12671
ENSMUSG00000023176	0
ENSMUSG00000023185	0
ENSMUSG00000023186	364
ENSMUSG00000023191	296
ENSMUSG00000023192	2223
ENSMUSG00000023206	100
ENSMUSG00000023210	0
ENSMUSG00000023216	0
ENSMUSG00000023224	212
ENSMUSG00000023232	115
ENSMUSG00000023235	159
ENSMUSG00000023236	12861
ENSMUSG00000023243	30
ENSMUSG00000023247	0
ENSMUSG00000023249	144
ENSMUSG00000023257	0
ENSMUSG00000023259	217
ENSMUSG00000023262	247
ENSMUSG00000023263	0
ENSMUSG00000023266	345
ENSMUSG00000023267	9
ENSMUSG00000023272	283
ENSMUSG00000023274	36
ENSMUSG00000023277	1258
ENSMUSG00000023279	0
ENSMUSG00000023284	975
ENSMUSG00000023286	375
ENSMUSG00000023289	0
ENSMUSG00000023307	2032
ENSMUSG00000023328	1494
ENSMUSG00000023330	200
ENSMUSG00000023333	0
ENSMUSG00000023336	146
ENSMUSG00000023345	293
ENSMUSG00000023348	90
ENSMUSG00000023349	3
ENSMUSG00000023350	0
ENSMUSG00000023353	6046
ENSMUSG00000023367	475
ENSMUSG00000023387	0
ENSMUSG00000023391	122
ENSMUSG00000023393	4
ENSMUSG00000023403	0
ENSMUSG00000023411	53
ENSMUSG00000023433	0
ENSMUSG00000023439	2
ENSMUSG00000023443	0
ENSMUSG00000023452	1121
ENSMUSG00000023456	21037
ENSMUSG00000023460	3139
ENSMUSG00000023467	9
ENSMUSG00000023473	1482
ENSMUSG00000023484	16
ENSMUSG00000023495	2956
ENSMUSG00000023505	21
ENSMUSG00000023571	214
ENSMUSG00000023572	1251
ENSMUSG00000023577	1
ENSMUSG00000023707	635
ENSMUSG00000023723	1007
ENSMUSG00000023755	158
ENSMUSG00000023764	1454
ENSMUSG00000023781	4
ENSMUSG00000023791	232
ENSMUSG00000023800	2016
ENSMUSG00000023802	0
ENSMUSG00000023805	2679
ENSMUSG00000023806	120
ENSMUSG00000023809	1183
ENSMUSG00000023826	159
ENSMUSG00000023827	1203
ENSMUSG00000023828	64
ENSMUSG00000023829	7
ENSMUSG00000023830	1112
ENSMUSG00000023832	1060
ENSMUSG00000023845	766
ENSMUSG00000023852	1345
ENSMUSG00000023861	250
ENSMUSG00000023868	1408
ENSMUSG00000023873	11
ENSMUSG00000023882	49
ENSMUSG00000023883	1474
ENSMUSG00000023885	308
ENSMUSG00000023886	819
ENSMUSG00000023892	186
ENSMUSG00000023902	2
ENSMUSG00000023903	15
ENSMUSG00000023904	2704
ENSMUSG00000023905	102
ENSMUSG00000023906	1
ENSMUSG00000023908	58
ENSMUSG00000023909	1347
ENSMUSG00000023911	194
ENSMUSG00000023912	765
ENSMUSG00000023913	1699
ENSMUSG00000023914	0
ENSMUSG00000023915	1536
ENSMUSG00000023918	24
ENSMUSG00000023919	138
ENSMUSG00000023921	1027
ENSMUSG00000023923	1199
ENSMUSG00000023926	0
ENSMUSG00000023927	3285
ENSMUSG00000023930	0
ENSMUSG00000023931	4
ENSMUSG00000023932	1088
ENSMUSG00000023935	44
ENSMUSG00000023938	527
ENSMUSG00000023939	299
ENSMUSG00000023940	5
ENSMUSG00000023942	397
ENSMUSG00000023943	0
ENSMUSG00000023944	57539
ENSMUSG00000023945	42
ENSMUSG00000023947	106
ENSMUSG00000023949	74
ENSMUSG00000023951	2179
ENSMUSG00000023952	1382
ENSMUSG00000023953	147
ENSMUSG00000023959	240
ENSMUSG00000023960	9223
ENSMUSG00000023961	454
ENSMUSG00000023963	44
ENSMUSG00000023964	0
ENSMUSG00000023965	1249
ENSMUSG00000023966	224
ENSMUSG00000023967	1278
ENSMUSG00000023968	26
ENSMUSG00000023971	399
ENSMUSG00000023972	179
ENSMUSG00000023973	1780
ENSMUSG00000023977	1908
ENSMUSG00000023978	5
ENSMUSG00000023979	8
ENSMUSG00000023980	431
ENSMUSG00000023982	1
ENSMUSG00000023984	13
ENSMUSG00000023987	0
ENSMUSG00000023988	819
ENSMUSG00000023990	140
ENSMUSG00000023991	1055
ENSMUSG00000023992	267
ENSMUSG00000023993	19
ENSMUSG00000023994	768
ENSMUSG00000023995	0
ENSMUSG00000023999	24
ENSMUSG00000024002	2016
ENSMUSG00000024006	588
ENSMUSG00000024007	472
ENSMUSG00000024008	3224
ENSMUSG00000024011	15
ENSMUSG00000024012	9612
ENSMUSG00000024013	102
ENSMUSG00000024014	63
ENSMUSG00000024018	133
ENSMUSG00000024019	486
ENSMUSG00000024026	1308
ENSMUSG00000024027	1
ENSMUSG00000024028	0
ENSMUSG00000024029	0
ENSMUSG00000024030	1605
ENSMUSG00000024032	0
ENSMUSG00000024033	153
ENSMUSG00000024034	4
ENSMUSG00000024036	156
ENSMUSG00000024037	508
ENSMUSG00000024038	1988
ENSMUSG00000024039	805
ENSMUSG00000024041	0
ENSMUSG00000024042	453
ENSMUSG00000024043	18
ENSMUSG00000024044	6501
ENSMUSG00000024045	1653
ENSMUSG00000024048	1310
ENSMUSG00000024049	42
ENSMUSG00000024050	1254
