gene	exgf3.bam
ENSMUSG00000001228	19
ENSMUSG00000001229	2835
ENSMUSG00000001240	383
ENSMUSG00000001247	288
ENSMUSG00000001248	4084
ENSMUSG00000001249	24
ENSMUSG00000001260	455
ENSMUSG00000001270	20733
ENSMUSG00000001280	705
ENSMUSG00000001281	18
ENSMUSG00000001285	607
ENSMUSG00000001288	276
ENSMUSG00000001289	2605
ENSMUSG00000001300	2050
ENSMUSG00000001305	320
ENSMUSG00000001313	3027
ENSMUSG00000001323	2474
ENSMUSG00000001333	67
ENSMUSG00000001334	2542
ENSMUSG00000001348	7
ENSMUSG00000001349	33
ENSMUSG00000001366	2727
ENSMUSG00000001376	2007
ENSMUSG00000001380	3847
ENSMUSG00000001383	8796
ENSMUSG00000001403	10
ENSMUSG00000001415	3976
ENSMUSG00000001416	3078
ENSMUSG00000001418	1062
ENSMUSG00000001419	9692
ENSMUSG00000001420	23
ENSMUSG00000001424	2331
ENSMUSG00000001435	250
ENSMUSG00000001436	443
ENSMUSG00000001440	6435
ENSMUSG00000001441	5150
ENSMUSG00000001444	6
ENSMUSG00000001445	1456
ENSMUSG00000001467	2200
ENSMUSG00000001472	27794
ENSMUSG00000001473	131
ENSMUSG00000001482	1694
ENSMUSG00000001493	36
ENSMUSG00000001494	0
ENSMUSG00000001496	7
ENSMUSG00000001497	1
ENSMUSG00000001504	0
ENSMUSG00000001506	485
ENSMUSG00000001507	635
ENSMUSG00000001508	10
ENSMUSG00000001510	1
ENSMUSG00000001517	51
ENSMUSG00000001518	518
ENSMUSG00000001520	314
ENSMUSG00000001521	541
ENSMUSG00000001524	329
ENSMUSG00000001525	19152
ENSMUSG00000001542	811
ENSMUSG00000001552	1365
ENSMUSG00000001555	190
ENSMUSG00000001558	14
ENSMUSG00000001566	0
ENSMUSG00000001569	1205
ENSMUSG00000001576	4254
ENSMUSG00000001583	3
ENSMUSG00000001588	8
ENSMUSG00000001604	14
ENSMUSG00000001622	0
ENSMUSG00000001627	1318
ENSMUSG00000001630	690
ENSMUSG00000001632	1295
ENSMUSG00000001642	148
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	148
ENSMUSG00000001665	29
ENSMUSG00000001666	441
ENSMUSG00000001670	0
ENSMUSG00000001672	10
ENSMUSG00000001674	252
ENSMUSG00000001687	3726
ENSMUSG00000001700	498
ENSMUSG00000001707	433
ENSMUSG00000001729	5343
ENSMUSG00000001739	1
ENSMUSG00000001741	60
ENSMUSG00000001750	342
ENSMUSG00000001751	303
ENSMUSG00000001755	898
ENSMUSG00000001761	363
ENSMUSG00000001763	702
ENSMUSG00000001767	646
ENSMUSG00000001768	1000
ENSMUSG00000001773	134
ENSMUSG00000001774	1467
ENSMUSG00000001783	3248
ENSMUSG00000001785	477
ENSMUSG00000001786	1228
ENSMUSG00000001794	4890
ENSMUSG00000001802	3576
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	7
ENSMUSG00000001829	2035
ENSMUSG00000001833	13404
ENSMUSG00000001844	573
ENSMUSG00000001847	7978
ENSMUSG00000001855	1233
ENSMUSG00000001864	158
ENSMUSG00000001865	3
ENSMUSG00000001870	354
ENSMUSG00000001891	1983
ENSMUSG00000001901	126
ENSMUSG00000001909	1847
ENSMUSG00000001910	4834
ENSMUSG00000001911	5981
ENSMUSG00000001918	57
ENSMUSG00000001924	12927
ENSMUSG00000001930	575
ENSMUSG00000001942	885
ENSMUSG00000001943	769
ENSMUSG00000001946	548
ENSMUSG00000001948	82
ENSMUSG00000001962	818
ENSMUSG00000001964	1036
ENSMUSG00000001983	384
ENSMUSG00000001985	3700
ENSMUSG00000001986	9877
ENSMUSG00000001988	514
ENSMUSG00000001995	1940
ENSMUSG00000001998	279
ENSMUSG00000001999	450
ENSMUSG00000002006	4210
ENSMUSG00000002007	198
ENSMUSG00000002010	4507
ENSMUSG00000002012	1481
ENSMUSG00000002014	1031
ENSMUSG00000002015	1697
ENSMUSG00000002017	1750
ENSMUSG00000002020	50
ENSMUSG00000002028	4818
ENSMUSG00000002031	1374
ENSMUSG00000002032	1940
ENSMUSG00000002033	3
ENSMUSG00000002043	145
ENSMUSG00000002052	7214
ENSMUSG00000002055	492
ENSMUSG00000002057	0
ENSMUSG00000002058	990
ENSMUSG00000002059	361
ENSMUSG00000002064	1151
ENSMUSG00000002068	495
ENSMUSG00000002076	8
ENSMUSG00000002083	162
ENSMUSG00000002100	64
ENSMUSG00000002102	5243
ENSMUSG00000002103	2369
ENSMUSG00000002104	10
ENSMUSG00000002105	703
ENSMUSG00000002107	10292
ENSMUSG00000002108	94
ENSMUSG00000002109	265
ENSMUSG00000002111	101
ENSMUSG00000002129	2818
ENSMUSG00000002147	403
ENSMUSG00000002190	446
ENSMUSG00000002204	32
ENSMUSG00000002205	727
ENSMUSG00000002210	1087
ENSMUSG00000002221	1674
ENSMUSG00000002222	3655
ENSMUSG00000002227	245
ENSMUSG00000002228	9
ENSMUSG00000002233	390
ENSMUSG00000002240	0
ENSMUSG00000002249	128
ENSMUSG00000002250	922
ENSMUSG00000002257	90
ENSMUSG00000002265	10097
ENSMUSG00000002266	110
ENSMUSG00000002274	717
ENSMUSG00000002279	529
ENSMUSG00000002280	886
ENSMUSG00000002289	102
ENSMUSG00000002297	56
ENSMUSG00000002307	560
ENSMUSG00000002308	374
ENSMUSG00000002319	2780
ENSMUSG00000002320	688
ENSMUSG00000002324	0
ENSMUSG00000002325	304
ENSMUSG00000002326	618
ENSMUSG00000002329	1489
ENSMUSG00000002332	2014
ENSMUSG00000002341	7669
ENSMUSG00000002342	819
ENSMUSG00000002343	772
ENSMUSG00000002345	653
ENSMUSG00000002346	1074
ENSMUSG00000002365	294
ENSMUSG00000002372	2617
ENSMUSG00000002379	1753
ENSMUSG00000002384	14
ENSMUSG00000002393	258
ENSMUSG00000002395	1367
ENSMUSG00000002396	506
ENSMUSG00000002409	725
ENSMUSG00000002413	4217
ENSMUSG00000002416	1138
ENSMUSG00000002428	571
ENSMUSG00000002455	2038
ENSMUSG00000002458	608
ENSMUSG00000002459	1028
ENSMUSG00000002475	1358
ENSMUSG00000002477	702
ENSMUSG00000002486	352
ENSMUSG00000002489	2348
ENSMUSG00000002496	3404
ENSMUSG00000002500	7
ENSMUSG00000002504	1176
ENSMUSG00000002524	4390
ENSMUSG00000002546	4327
ENSMUSG00000002550	730
ENSMUSG00000002565	1
ENSMUSG00000002578	524
ENSMUSG00000002580	1914
ENSMUSG00000002588	0
ENSMUSG00000002602	1649
ENSMUSG00000002603	159
ENSMUSG00000002608	1781
ENSMUSG00000002617	315
ENSMUSG00000002625	3865
ENSMUSG00000002633	75
ENSMUSG00000002635	315
ENSMUSG00000002658	2750
ENSMUSG00000002660	1158
ENSMUSG00000002661	247
ENSMUSG00000002664	12
ENSMUSG00000002668	46
ENSMUSG00000002679	370
ENSMUSG00000002688	200
ENSMUSG00000002699	130
ENSMUSG00000002718	1861
ENSMUSG00000002728	879
ENSMUSG00000002731	364
ENSMUSG00000002732	49
ENSMUSG00000002733	1031
ENSMUSG00000002741	3263
ENSMUSG00000002748	4086
ENSMUSG00000002763	1723
ENSMUSG00000002767	931
ENSMUSG00000002768	2581
ENSMUSG00000002769	5
ENSMUSG00000002771	800
ENSMUSG00000002778	1629
ENSMUSG00000002781	602
ENSMUSG00000002797	425
ENSMUSG00000002799	1359
ENSMUSG00000002803	1857
ENSMUSG00000002804	176
ENSMUSG00000002808	3691
ENSMUSG00000002812	1837
ENSMUSG00000002814	114
ENSMUSG00000002820	735
ENSMUSG00000002825	287
ENSMUSG00000002831	60
ENSMUSG00000002833	2989
ENSMUSG00000002835	147
ENSMUSG00000002844	2546
ENSMUSG00000002845	172
ENSMUSG00000002846	632
ENSMUSG00000002847	28
ENSMUSG00000002870	145
ENSMUSG00000002871	664
ENSMUSG00000002881	695
ENSMUSG00000002885	339
ENSMUSG00000002897	845
ENSMUSG00000002900	718
ENSMUSG00000002908	768
ENSMUSG00000002910	239
ENSMUSG00000002930	13
ENSMUSG00000002944	5
ENSMUSG00000002948	1928
ENSMUSG00000002949	1739
ENSMUSG00000002957	7297
ENSMUSG00000002963	754
ENSMUSG00000002968	2576
ENSMUSG00000002980	480
ENSMUSG00000002981	5986
ENSMUSG00000002983	187
ENSMUSG00000002984	2335
ENSMUSG00000002985	45594
ENSMUSG00000002992	0
ENSMUSG00000002996	395
ENSMUSG00000002997	1611
ENSMUSG00000003031	938
ENSMUSG00000003032	170
ENSMUSG00000003033	2281
ENSMUSG00000003037	1369
ENSMUSG00000003038	121
ENSMUSG00000003039	3873
ENSMUSG00000003051	1
ENSMUSG00000003053	0
ENSMUSG00000003062	730
ENSMUSG00000003068	2041
ENSMUSG00000003070	192
ENSMUSG00000003072	6555
ENSMUSG00000003099	4967
ENSMUSG00000003119	974
ENSMUSG00000003123	381
ENSMUSG00000003131	5338
ENSMUSG00000003134	773
ENSMUSG00000003135	1017
ENSMUSG00000003153	4839
ENSMUSG00000003154	1224
ENSMUSG00000003161	1461
ENSMUSG00000003166	2709
ENSMUSG00000003184	533
ENSMUSG00000003190	36
ENSMUSG00000003198	89
ENSMUSG00000003199	2185
ENSMUSG00000003200	941
ENSMUSG00000003206	47
ENSMUSG00000003208	225
ENSMUSG00000003226	4504
ENSMUSG00000003227	30
ENSMUSG00000003228	857
ENSMUSG00000003233	1440
ENSMUSG00000003234	2284
ENSMUSG00000003235	2113
ENSMUSG00000003269	2635
ENSMUSG00000003271	365
ENSMUSG00000003273	5732
ENSMUSG00000003279	20797
ENSMUSG00000003282	73
ENSMUSG00000003283	43
ENSMUSG00000003299	1177
ENSMUSG00000003308	2538
ENSMUSG00000003309	12
ENSMUSG00000003316	8148
ENSMUSG00000003341	7
ENSMUSG00000003344	2512
ENSMUSG00000003345	6356
ENSMUSG00000003346	3032
ENSMUSG00000003348	362
ENSMUSG00000003352	12101
ENSMUSG00000003354	415
ENSMUSG00000003355	12
ENSMUSG00000003360	2193
ENSMUSG00000003363	33257
ENSMUSG00000003378	7358
ENSMUSG00000003379	22
ENSMUSG00000003380	1844
ENSMUSG00000003382	962
ENSMUSG00000003402	2305
ENSMUSG00000003410	7939
ENSMUSG00000003411	1502
ENSMUSG00000003418	94
ENSMUSG00000003420	533
ENSMUSG00000003421	1587
ENSMUSG00000003423	684
ENSMUSG00000003429	3519
ENSMUSG00000003435	6430
ENSMUSG00000003436	48
ENSMUSG00000003437	2424
ENSMUSG00000003438	757
ENSMUSG00000003444	193
ENSMUSG00000003452	898
ENSMUSG00000003458	2180
ENSMUSG00000003464	2590
ENSMUSG00000003469	20347
ENSMUSG00000003476	26
ENSMUSG00000003477	11
ENSMUSG00000003484	4
ENSMUSG00000003500	2260
ENSMUSG00000003505	0
ENSMUSG00000003518	8099
ENSMUSG00000003526	744
ENSMUSG00000003527	1007
ENSMUSG00000003528	1041
ENSMUSG00000003531	1493
ENSMUSG00000003534	1847
ENSMUSG00000003541	245
ENSMUSG00000003545	406
ENSMUSG00000003546	715
ENSMUSG00000003549	451
ENSMUSG00000003555	0
ENSMUSG00000003559	377
ENSMUSG00000003573	116
ENSMUSG00000003575	7693
ENSMUSG00000003581	793
ENSMUSG00000003585	1593
ENSMUSG00000003604	271
ENSMUSG00000003617	556
ENSMUSG00000003623	690
ENSMUSG00000003644	456
ENSMUSG00000003657	480
ENSMUSG00000003660	4897
ENSMUSG00000003662	1695
ENSMUSG00000003665	23
ENSMUSG00000003680	503
ENSMUSG00000003721	1244
ENSMUSG00000003731	3941
ENSMUSG00000003746	1059
ENSMUSG00000003752	133
ENSMUSG00000003762	781
ENSMUSG00000003778	1920
ENSMUSG00000003779	73
ENSMUSG00000003808	1085
ENSMUSG00000003809	854
ENSMUSG00000003810	6132
ENSMUSG00000003812	163
ENSMUSG00000003813	1562
ENSMUSG00000003814	15227
ENSMUSG00000003824	39
ENSMUSG00000003847	2795
ENSMUSG00000003848	843
ENSMUSG00000003849	91
ENSMUSG00000003863	7826
ENSMUSG00000003865	670
ENSMUSG00000003868	812
ENSMUSG00000003872	1614
ENSMUSG00000003873	801
ENSMUSG00000003882	30
ENSMUSG00000003923	879
ENSMUSG00000003929	626
ENSMUSG00000003934	1504
ENSMUSG00000003948	6961
ENSMUSG00000003949	5454
ENSMUSG00000003955	634
ENSMUSG00000003970	7037
ENSMUSG00000003974	2586
ENSMUSG00000003992	2390
ENSMUSG00000004018	144
ENSMUSG00000004031	4406
ENSMUSG00000004032	3615
ENSMUSG00000004035	408
ENSMUSG00000004038	2
ENSMUSG00000004040	1769
ENSMUSG00000004043	68
ENSMUSG00000004044	729
ENSMUSG00000004054	593
ENSMUSG00000004056	2700
ENSMUSG00000004069	2410
ENSMUSG00000004070	1761
ENSMUSG00000004071	7065
ENSMUSG00000004085	235
ENSMUSG00000004096	2118
ENSMUSG00000004098	110
ENSMUSG00000004099	2120
ENSMUSG00000004100	529
ENSMUSG00000004105	103
ENSMUSG00000004110	7469
ENSMUSG00000004113	6623
ENSMUSG00000004127	239
ENSMUSG00000004151	998
ENSMUSG00000004187	26183
ENSMUSG00000004207	49693
ENSMUSG00000004221	1158
ENSMUSG00000004231	11
ENSMUSG00000004233	217
ENSMUSG00000004263	364
ENSMUSG00000004264	2186
ENSMUSG00000004266	151
ENSMUSG00000004267	39888
ENSMUSG00000004268	807
ENSMUSG00000004270	623
ENSMUSG00000004285	2971
ENSMUSG00000004296	1
ENSMUSG00000004317	364
ENSMUSG00000004319	6109
ENSMUSG00000004328	123
ENSMUSG00000004341	1
ENSMUSG00000004344	1
ENSMUSG00000004347	171
ENSMUSG00000004356	719
ENSMUSG00000004359	0
ENSMUSG00000004360	1752
ENSMUSG00000004364	4016
ENSMUSG00000004366	8264
ENSMUSG00000004371	5
ENSMUSG00000004383	6657
ENSMUSG00000004393	1023
ENSMUSG00000004394	1606
ENSMUSG00000004415	235
ENSMUSG00000004446	366
ENSMUSG00000004451	562
ENSMUSG00000004455	318
ENSMUSG00000004460	1686
ENSMUSG00000004462	475
ENSMUSG00000004473	214
ENSMUSG00000004500	419
ENSMUSG00000004508	875
ENSMUSG00000004530	2285
ENSMUSG00000004535	5094
ENSMUSG00000004540	3
ENSMUSG00000004542	0
ENSMUSG00000004552	7
ENSMUSG00000004558	19529
ENSMUSG00000004561	698
ENSMUSG00000004562	877
ENSMUSG00000004565	1811
ENSMUSG00000004567	2269
ENSMUSG00000004568	1593
ENSMUSG00000004591	860
ENSMUSG00000004609	228
ENSMUSG00000004610	83
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	722
ENSMUSG00000004630	2
ENSMUSG00000004631	767
ENSMUSG00000004633	1244
ENSMUSG00000004637	801
ENSMUSG00000004642	492
ENSMUSG00000004651	2
ENSMUSG00000004654	0
ENSMUSG00000004655	6
ENSMUSG00000004661	156
ENSMUSG00000004665	288
ENSMUSG00000004667	1842
ENSMUSG00000004668	4
ENSMUSG00000004677	1538
ENSMUSG00000004698	1983
ENSMUSG00000004707	1
ENSMUSG00000004709	0
ENSMUSG00000004730	106
ENSMUSG00000004748	2061
ENSMUSG00000004768	784
ENSMUSG00000004771	1974
ENSMUSG00000004788	1083
ENSMUSG00000004789	4304
ENSMUSG00000004791	86
ENSMUSG00000004798	4067
ENSMUSG00000004814	21
ENSMUSG00000004815	844
ENSMUSG00000004821	0
ENSMUSG00000004837	197
ENSMUSG00000004842	0
ENSMUSG00000004843	1115
ENSMUSG00000004846	865
ENSMUSG00000004849	7078
ENSMUSG00000004864	5
ENSMUSG00000004865	2787
ENSMUSG00000004872	0
ENSMUSG00000004880	258
ENSMUSG00000004885	171
ENSMUSG00000004891	643
ENSMUSG00000004892	8045
ENSMUSG00000004894	156
ENSMUSG00000004895	1546
ENSMUSG00000004896	736
ENSMUSG00000004897	5039
ENSMUSG00000004902	2382
ENSMUSG00000004929	1667
ENSMUSG00000004931	428
ENSMUSG00000004933	5746
ENSMUSG00000004934	519
ENSMUSG00000004936	7860
ENSMUSG00000004937	5233
ENSMUSG00000004939	1
ENSMUSG00000004945	1189
ENSMUSG00000004947	211
ENSMUSG00000004948	0
ENSMUSG00000004951	53
ENSMUSG00000004952	262
ENSMUSG00000004961	7206
ENSMUSG00000004980	11705
ENSMUSG00000004988	9
ENSMUSG00000004994	484
ENSMUSG00000004996	221
ENSMUSG00000005034	18584
ENSMUSG00000005043	94
ENSMUSG00000005045	13891
ENSMUSG00000005054	473
ENSMUSG00000005057	165
ENSMUSG00000005069	1625
ENSMUSG00000005078	1228
ENSMUSG00000005087	118
ENSMUSG00000005089	83227
ENSMUSG00000005102	795
ENSMUSG00000005103	5400
ENSMUSG00000005107	43
ENSMUSG00000005124	151
ENSMUSG00000005125	1836
ENSMUSG00000005131	7
ENSMUSG00000005142	875
ENSMUSG00000005148	232
ENSMUSG00000005150	723
ENSMUSG00000005161	5561
ENSMUSG00000005198	3414
ENSMUSG00000005202	0
ENSMUSG00000005204	1961
ENSMUSG00000005220	7
ENSMUSG00000005225	423
ENSMUSG00000005232	0
ENSMUSG00000005233	7
ENSMUSG00000005237	94
ENSMUSG00000005251	7
ENSMUSG00000005262	1755
ENSMUSG00000005267	446
ENSMUSG00000005268	8
ENSMUSG00000005299	3308
ENSMUSG00000005312	5478
ENSMUSG00000005320	8
ENSMUSG00000005338	18652
ENSMUSG00000005339	0
ENSMUSG00000005354	3973
ENSMUSG00000005355	0
ENSMUSG00000005357	377
ENSMUSG00000005360	22861
ENSMUSG00000005362	1566
ENSMUSG00000005364	0
ENSMUSG00000005370	646
ENSMUSG00000005371	4555
ENSMUSG00000005373	143
ENSMUSG00000005374	876
ENSMUSG00000005378	802
ENSMUSG00000005397	367
ENSMUSG00000005410	219
ENSMUSG00000005413	147
ENSMUSG00000005417	12629
ENSMUSG00000005442	7150
ENSMUSG00000005447	303
ENSMUSG00000005465	18
ENSMUSG00000005469	6512
ENSMUSG00000005470	15
ENSMUSG00000005474	0
ENSMUSG00000005481	523
ENSMUSG00000005483	1670
ENSMUSG00000005493	6
ENSMUSG00000005501	490
ENSMUSG00000005503	0
ENSMUSG00000005505	1117
ENSMUSG00000005506	6333
ENSMUSG00000005510	1451
ENSMUSG00000005514	2744
ENSMUSG00000005533	1818
ENSMUSG00000005534	1558
ENSMUSG00000005540	30
ENSMUSG00000005547	2
ENSMUSG00000005553	33
ENSMUSG00000005566	3897
ENSMUSG00000005575	4608
ENSMUSG00000005580	1605
ENSMUSG00000005583	20823
ENSMUSG00000005609	1844
ENSMUSG00000005610	18480
ENSMUSG00000005611	120
ENSMUSG00000005615	1142
ENSMUSG00000005621	1179
ENSMUSG00000005625	3321
ENSMUSG00000005628	16
ENSMUSG00000005640	27
ENSMUSG00000005649	9
ENSMUSG00000005656	812
ENSMUSG00000005667	122
ENSMUSG00000005672	1307
ENSMUSG00000005674	686
ENSMUSG00000005677	1
ENSMUSG00000005681	0
ENSMUSG00000005682	761
ENSMUSG00000005683	10147
ENSMUSG00000005686	714
ENSMUSG00000005687	1369
ENSMUSG00000005696	0
ENSMUSG00000005698	2156
ENSMUSG00000005699	623
ENSMUSG00000005705	17
ENSMUSG00000005716	1814
ENSMUSG00000005718	43
ENSMUSG00000005732	1730
ENSMUSG00000005763	0
ENSMUSG00000005774	699
ENSMUSG00000005779	2649
ENSMUSG00000005800	2
ENSMUSG00000005802	2153
ENSMUSG00000005803	177
ENSMUSG00000005804	1305
ENSMUSG00000005813	1290
ENSMUSG00000005823	731
ENSMUSG00000005824	0
ENSMUSG00000005836	0
ENSMUSG00000005846	1423
ENSMUSG00000005864	3
ENSMUSG00000005871	20133
ENSMUSG00000005873	9767
ENSMUSG00000005881	3038
ENSMUSG00000005882	1491
ENSMUSG00000005883	13
ENSMUSG00000005886	3258
ENSMUSG00000005891	0
ENSMUSG00000005892	43
ENSMUSG00000005893	2071
ENSMUSG00000005897	290
ENSMUSG00000005899	2274
ENSMUSG00000005907	764
ENSMUSG00000005917	188
ENSMUSG00000005936	2648
ENSMUSG00000005947	5
ENSMUSG00000005949	471
ENSMUSG00000005950	25
ENSMUSG00000005951	103
ENSMUSG00000005952	3
ENSMUSG00000005958	1201
ENSMUSG00000005968	46
ENSMUSG00000005973	609
ENSMUSG00000005980	146
ENSMUSG00000005981	2399
ENSMUSG00000005982	2869
ENSMUSG00000005983	177
ENSMUSG00000005986	2189
ENSMUSG00000005994	15
ENSMUSG00000006005	4747
ENSMUSG00000006007	0
ENSMUSG00000006010	1868
ENSMUSG00000006014	145
ENSMUSG00000006019	321
ENSMUSG00000006021	677
ENSMUSG00000006024	8941
ENSMUSG00000006050	1862
ENSMUSG00000006056	0
ENSMUSG00000006057	953
ENSMUSG00000006058	1237
ENSMUSG00000006095	1901
ENSMUSG00000006127	1389
ENSMUSG00000006134	1104
ENSMUSG00000006143	7
ENSMUSG00000006154	56
ENSMUSG00000006169	1784
ENSMUSG00000006179	59
ENSMUSG00000006191	361
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	4653
ENSMUSG00000006215	1175
ENSMUSG00000006216	3
ENSMUSG00000006218	84
ENSMUSG00000006219	28
ENSMUSG00000006221	15
ENSMUSG00000006235	132
ENSMUSG00000006241	330
ENSMUSG00000006262	569
ENSMUSG00000006269	1
ENSMUSG00000006270	11
ENSMUSG00000006273	21720
ENSMUSG00000006276	2067
ENSMUSG00000006281	267
ENSMUSG00000006288	774
ENSMUSG00000006289	325
