gene	con2.bam
ENSMUSG00000025532	881
ENSMUSG00000025533	461
ENSMUSG00000025534	499
ENSMUSG00000025537	487
ENSMUSG00000025538	551
ENSMUSG00000025544	2985
ENSMUSG00000025545	393
ENSMUSG00000025551	860
ENSMUSG00000025555	1469
ENSMUSG00000025557	4
ENSMUSG00000025558	3240
ENSMUSG00000025571	1949
ENSMUSG00000025572	41
ENSMUSG00000025573	9
ENSMUSG00000025574	23
ENSMUSG00000025575	1285
ENSMUSG00000025576	7166
ENSMUSG00000025577	44
ENSMUSG00000025578	238
ENSMUSG00000025579	7521
ENSMUSG00000025580	953
ENSMUSG00000025582	10959
ENSMUSG00000025583	2018
ENSMUSG00000025584	259
ENSMUSG00000025586	1374
ENSMUSG00000025588	46
ENSMUSG00000025591	250
ENSMUSG00000025592	5
ENSMUSG00000025597	187
ENSMUSG00000025602	90
ENSMUSG00000025607	1739
ENSMUSG00000025608	1240
ENSMUSG00000025609	2153
ENSMUSG00000025610	12
ENSMUSG00000025612	214
ENSMUSG00000025613	4557
ENSMUSG00000025616	696
ENSMUSG00000025626	568
ENSMUSG00000025630	2833
ENSMUSG00000025645	100
ENSMUSG00000025646	7
ENSMUSG00000025647	1833
ENSMUSG00000025648	326
ENSMUSG00000025650	99
ENSMUSG00000025651	6411
ENSMUSG00000025652	2
ENSMUSG00000025656	10800
ENSMUSG00000025658	6138
ENSMUSG00000025665	102
ENSMUSG00000025666	1890
ENSMUSG00000025701	41
ENSMUSG00000025702	1203
ENSMUSG00000025716	1
ENSMUSG00000025722	895
ENSMUSG00000025723	46
ENSMUSG00000025724	638
ENSMUSG00000025726	5
ENSMUSG00000025727	24
ENSMUSG00000025728	2855
ENSMUSG00000025730	1080
ENSMUSG00000025731	656
ENSMUSG00000025732	220
ENSMUSG00000025733	1056
ENSMUSG00000025735	39
ENSMUSG00000025736	862
ENSMUSG00000025737	878
ENSMUSG00000025738	28356
ENSMUSG00000025739	762
ENSMUSG00000025742	720
ENSMUSG00000025743	6922
ENSMUSG00000025745	2078
ENSMUSG00000025746	0
ENSMUSG00000025747	18
ENSMUSG00000025754	5
ENSMUSG00000025757	3828
ENSMUSG00000025758	130
ENSMUSG00000025759	362
ENSMUSG00000025762	439
ENSMUSG00000025764	902
ENSMUSG00000025766	372
ENSMUSG00000025774	0
ENSMUSG00000025776	111
ENSMUSG00000025777	2623
ENSMUSG00000025779	15
ENSMUSG00000025780	970
ENSMUSG00000025781	6184
ENSMUSG00000025782	475
ENSMUSG00000025783	0
ENSMUSG00000025784	93
ENSMUSG00000025785	445
ENSMUSG00000025786	2093
ENSMUSG00000025787	14
ENSMUSG00000025789	148
ENSMUSG00000025790	792
ENSMUSG00000025791	1904
ENSMUSG00000025792	413
ENSMUSG00000025793	2179
ENSMUSG00000025794	1553
ENSMUSG00000025795	1158
ENSMUSG00000025804	24
ENSMUSG00000025808	0
ENSMUSG00000025809	1927
ENSMUSG00000025810	623
ENSMUSG00000025812	351
ENSMUSG00000025813	1376
ENSMUSG00000025815	116
ENSMUSG00000025816	834
ENSMUSG00000025817	458
ENSMUSG00000025821	530
ENSMUSG00000025823	1223
ENSMUSG00000025825	1342
ENSMUSG00000025838	0
ENSMUSG00000025839	0
ENSMUSG00000025854	1188
ENSMUSG00000025855	32810
ENSMUSG00000025856	1096
ENSMUSG00000025857	129
ENSMUSG00000025858	674
ENSMUSG00000025860	1697
ENSMUSG00000025862	1286
ENSMUSG00000025867	40011
ENSMUSG00000025868	2527
ENSMUSG00000025869	759
ENSMUSG00000025870	235
ENSMUSG00000025871	3705
ENSMUSG00000025872	885
ENSMUSG00000025873	1368
ENSMUSG00000025875	1190
ENSMUSG00000025876	2568
ENSMUSG00000025877	52
ENSMUSG00000025878	514
ENSMUSG00000025880	509
ENSMUSG00000025885	1166
ENSMUSG00000025887	36
ENSMUSG00000025888	73
ENSMUSG00000025889	10677
ENSMUSG00000025892	2709
ENSMUSG00000025893	197
ENSMUSG00000025894	430
ENSMUSG00000025898	237
ENSMUSG00000025899	820
ENSMUSG00000025900	0
ENSMUSG00000025902	140
ENSMUSG00000025903	251
ENSMUSG00000025905	114
ENSMUSG00000025907	1960
ENSMUSG00000025909	576
ENSMUSG00000025911	300
ENSMUSG00000025912	77
ENSMUSG00000025915	263
ENSMUSG00000025916	13
ENSMUSG00000025917	1686
ENSMUSG00000025920	4521
ENSMUSG00000025921	180
ENSMUSG00000025925	262
ENSMUSG00000025927	60
ENSMUSG00000025929	0
ENSMUSG00000025930	34
ENSMUSG00000025931	2360
ENSMUSG00000025932	286
ENSMUSG00000025933	845
ENSMUSG00000025934	25
ENSMUSG00000025935	830
ENSMUSG00000025937	270
ENSMUSG00000025938	36
ENSMUSG00000025939	1477
ENSMUSG00000025940	725
ENSMUSG00000025945	0
ENSMUSG00000025946	30
ENSMUSG00000025949	1260
ENSMUSG00000025950	1298
ENSMUSG00000025952	0
ENSMUSG00000025955	5
ENSMUSG00000025956	249
ENSMUSG00000025958	1194
ENSMUSG00000025959	1160
ENSMUSG00000025961	36
ENSMUSG00000025962	551
ENSMUSG00000025963	41
ENSMUSG00000025964	3692
ENSMUSG00000025967	3807
ENSMUSG00000025968	3723
ENSMUSG00000025969	1235
ENSMUSG00000025971	328
ENSMUSG00000025977	0
ENSMUSG00000025978	860
ENSMUSG00000025979	1230
ENSMUSG00000025980	3004
ENSMUSG00000025981	506
ENSMUSG00000025982	6649
ENSMUSG00000025983	2
ENSMUSG00000025986	6836
ENSMUSG00000025991	25
ENSMUSG00000025993	288
ENSMUSG00000025995	767
ENSMUSG00000025997	54
ENSMUSG00000026000	4454
ENSMUSG00000026003	730
ENSMUSG00000026004	183
ENSMUSG00000026005	357
ENSMUSG00000026009	4
ENSMUSG00000026011	3
ENSMUSG00000026012	9
ENSMUSG00000026014	1830
ENSMUSG00000026017	284
ENSMUSG00000026018	1297
ENSMUSG00000026019	733
ENSMUSG00000026020	957
ENSMUSG00000026021	1761
ENSMUSG00000026023	16
ENSMUSG00000026024	1129
ENSMUSG00000026027	870
ENSMUSG00000026028	4748
ENSMUSG00000026029	80
ENSMUSG00000026031	466
ENSMUSG00000026032	2040
ENSMUSG00000026034	2385
ENSMUSG00000026035	473
ENSMUSG00000026036	673
ENSMUSG00000026037	701
ENSMUSG00000026039	4
ENSMUSG00000026042	206
ENSMUSG00000026043	313
ENSMUSG00000026047	268
ENSMUSG00000026048	585
ENSMUSG00000026049	51
ENSMUSG00000026051	16
ENSMUSG00000026058	158
ENSMUSG00000026062	126
ENSMUSG00000026063	0
ENSMUSG00000026064	387
ENSMUSG00000026065	8
ENSMUSG00000026068	2
ENSMUSG00000026069	2
ENSMUSG00000026070	1
ENSMUSG00000026072	85
ENSMUSG00000026073	9
ENSMUSG00000026074	2791
ENSMUSG00000026077	1780
ENSMUSG00000026078	538
ENSMUSG00000026080	2148
ENSMUSG00000026082	393
ENSMUSG00000026083	2956
ENSMUSG00000026085	0
ENSMUSG00000026087	1363
ENSMUSG00000026088	194
ENSMUSG00000026090	7375
ENSMUSG00000026094	237
ENSMUSG00000026095	138
ENSMUSG00000026096	327
ENSMUSG00000026097	160
ENSMUSG00000026098	81
ENSMUSG00000026100	13
ENSMUSG00000026102	855
ENSMUSG00000026103	7479
ENSMUSG00000026104	570
ENSMUSG00000026107	359
ENSMUSG00000026109	2135
ENSMUSG00000026110	1008
ENSMUSG00000026111	729
ENSMUSG00000026112	2425
ENSMUSG00000026113	3444
ENSMUSG00000026114	3
ENSMUSG00000026116	2286
ENSMUSG00000026117	41
ENSMUSG00000026121	411
ENSMUSG00000026123	6182
ENSMUSG00000026124	0
ENSMUSG00000026125	0
ENSMUSG00000026126	36
ENSMUSG00000026127	658
ENSMUSG00000026131	10033
ENSMUSG00000026134	236
ENSMUSG00000026135	702
ENSMUSG00000026141	275
ENSMUSG00000026142	203
ENSMUSG00000026147	23
ENSMUSG00000026149	0
ENSMUSG00000026150	4972
ENSMUSG00000026153	612
ENSMUSG00000026154	394
ENSMUSG00000026155	1279
ENSMUSG00000026156	186
ENSMUSG00000026158	2830
ENSMUSG00000026159	2126
ENSMUSG00000026162	61
ENSMUSG00000026163	5172
ENSMUSG00000026166	0
ENSMUSG00000026167	308
ENSMUSG00000026170	91
ENSMUSG00000026171	1442
ENSMUSG00000026172	603
ENSMUSG00000026173	306
ENSMUSG00000026174	874
ENSMUSG00000026175	30
ENSMUSG00000026176	608
ENSMUSG00000026177	40
ENSMUSG00000026179	4218
ENSMUSG00000026180	0
ENSMUSG00000026181	2041
ENSMUSG00000026182	0
ENSMUSG00000026185	3984
ENSMUSG00000026187	377
ENSMUSG00000026188	496
ENSMUSG00000026189	108
ENSMUSG00000026192	732
ENSMUSG00000026193	2174
ENSMUSG00000026196	36
ENSMUSG00000026197	529
ENSMUSG00000026198	703
ENSMUSG00000026199	565
ENSMUSG00000026200	151
ENSMUSG00000026201	1354
ENSMUSG00000026202	14537
ENSMUSG00000026203	2508
ENSMUSG00000026204	19036
ENSMUSG00000026205	19
ENSMUSG00000026207	3557
ENSMUSG00000026208	86
ENSMUSG00000026209	940
ENSMUSG00000026211	558
ENSMUSG00000026213	1060
ENSMUSG00000026219	4079
ENSMUSG00000026220	151
ENSMUSG00000026222	131
ENSMUSG00000026223	22899
ENSMUSG00000026224	53
ENSMUSG00000026226	2
ENSMUSG00000026227	371
ENSMUSG00000026228	0
ENSMUSG00000026229	3344
ENSMUSG00000026234	6859
ENSMUSG00000026235	4448
ENSMUSG00000026237	1
ENSMUSG00000026238	867
ENSMUSG00000026239	998
ENSMUSG00000026240	657
ENSMUSG00000026241	120
ENSMUSG00000026245	1538
ENSMUSG00000026246	0
ENSMUSG00000026247	246
ENSMUSG00000026248	579
ENSMUSG00000026249	3383
ENSMUSG00000026251	0
ENSMUSG00000026253	0
ENSMUSG00000026254	1639
ENSMUSG00000026255	465
ENSMUSG00000026258	13
ENSMUSG00000026259	9740
ENSMUSG00000026260	4537
ENSMUSG00000026269	906
ENSMUSG00000026270	719
ENSMUSG00000026271	12
ENSMUSG00000026272	0
ENSMUSG00000026273	466
ENSMUSG00000026274	58
ENSMUSG00000026275	3430
ENSMUSG00000026276	25
ENSMUSG00000026277	7232
ENSMUSG00000026278	898
ENSMUSG00000026279	537
ENSMUSG00000026280	1731
ENSMUSG00000026281	513
ENSMUSG00000026283	337
ENSMUSG00000026285	0
ENSMUSG00000026288	446
ENSMUSG00000026289	1813
ENSMUSG00000026295	6
ENSMUSG00000026301	37
ENSMUSG00000026303	60
ENSMUSG00000026304	1
ENSMUSG00000026305	1598
ENSMUSG00000026307	447
ENSMUSG00000026308	14
ENSMUSG00000026309	1402
ENSMUSG00000026311	1182
ENSMUSG00000026312	447
ENSMUSG00000026313	1361
ENSMUSG00000026315	235
ENSMUSG00000026317	674
ENSMUSG00000026319	1365
ENSMUSG00000026321	103
ENSMUSG00000026322	7
ENSMUSG00000026327	0
ENSMUSG00000026331	0
ENSMUSG00000026333	183
ENSMUSG00000026335	6872
ENSMUSG00000026336	0
ENSMUSG00000026339	783
ENSMUSG00000026341	2309
ENSMUSG00000026342	427
ENSMUSG00000026343	0
ENSMUSG00000026344	1261
ENSMUSG00000026347	346
ENSMUSG00000026348	37
ENSMUSG00000026349	1513
ENSMUSG00000026353	1842
ENSMUSG00000026354	36
ENSMUSG00000026355	211
ENSMUSG00000026356	1196
ENSMUSG00000026357	1
ENSMUSG00000026358	0
ENSMUSG00000026360	1443
ENSMUSG00000026361	840
ENSMUSG00000026365	544
ENSMUSG00000026368	0
ENSMUSG00000026374	2022
ENSMUSG00000026377	787
ENSMUSG00000026380	298
ENSMUSG00000026383	166
ENSMUSG00000026384	1699
ENSMUSG00000026385	3398
ENSMUSG00000026387	19
ENSMUSG00000026388	46
ENSMUSG00000026389	268
ENSMUSG00000026390	0
ENSMUSG00000026393	1137
ENSMUSG00000026394	0
ENSMUSG00000026395	56
ENSMUSG00000026398	0
ENSMUSG00000026399	157
ENSMUSG00000026401	0
ENSMUSG00000026404	213
ENSMUSG00000026405	0
ENSMUSG00000026407	48
ENSMUSG00000026409	439
ENSMUSG00000026411	1432
ENSMUSG00000026413	8
ENSMUSG00000026414	239
ENSMUSG00000026415	1
ENSMUSG00000026416	0
ENSMUSG00000026417	0
ENSMUSG00000026418	11
ENSMUSG00000026420	0
ENSMUSG00000026421	4602
ENSMUSG00000026424	5357
ENSMUSG00000026425	2373
ENSMUSG00000026426	5906
ENSMUSG00000026427	1027
ENSMUSG00000026429	23
ENSMUSG00000026430	677
ENSMUSG00000026432	0
ENSMUSG00000026433	124
ENSMUSG00000026434	2421
ENSMUSG00000026435	34
ENSMUSG00000026436	633
ENSMUSG00000026437	1574
ENSMUSG00000026439	1192
ENSMUSG00000026442	5783
ENSMUSG00000026443	3358
ENSMUSG00000026447	277
ENSMUSG00000026450	3
ENSMUSG00000026452	637
ENSMUSG00000026455	997
ENSMUSG00000026456	575
ENSMUSG00000026457	2201
ENSMUSG00000026458	1487
ENSMUSG00000026459	0
ENSMUSG00000026463	9671
ENSMUSG00000026466	584
ENSMUSG00000026468	0
ENSMUSG00000026469	2673
ENSMUSG00000026470	2349
ENSMUSG00000026471	216
ENSMUSG00000026473	30777
ENSMUSG00000026475	232
ENSMUSG00000026478	831
ENSMUSG00000026479	213
ENSMUSG00000026480	42
ENSMUSG00000026482	3959
ENSMUSG00000026483	124
ENSMUSG00000026484	623
ENSMUSG00000026489	977
ENSMUSG00000026490	7649
ENSMUSG00000026491	1126
ENSMUSG00000026492	312
ENSMUSG00000026494	392
ENSMUSG00000026495	341
ENSMUSG00000026496	2226
ENSMUSG00000026497	0
ENSMUSG00000026499	739
ENSMUSG00000026500	8
ENSMUSG00000026502	551
ENSMUSG00000026504	941
ENSMUSG00000026509	2198
ENSMUSG00000026510	588
ENSMUSG00000026511	410
ENSMUSG00000026514	2441
ENSMUSG00000026516	1308
ENSMUSG00000026519	343
ENSMUSG00000026520	548
ENSMUSG00000026523	1
ENSMUSG00000026525	202
ENSMUSG00000026526	1831
ENSMUSG00000026527	2505
ENSMUSG00000026531	0
ENSMUSG00000026532	0
ENSMUSG00000026535	0
ENSMUSG00000026536	0
ENSMUSG00000026542	0
ENSMUSG00000026544	127
ENSMUSG00000026546	182
ENSMUSG00000026547	467
ENSMUSG00000026548	19
ENSMUSG00000026553	6325
ENSMUSG00000026554	4327
ENSMUSG00000026556	350
ENSMUSG00000026558	1036
ENSMUSG00000026560	0
ENSMUSG00000026563	388
ENSMUSG00000026564	14
ENSMUSG00000026565	272
ENSMUSG00000026566	662
ENSMUSG00000026567	34
ENSMUSG00000026568	1563
ENSMUSG00000026571	3748
ENSMUSG00000026572	1
ENSMUSG00000026573	0
ENSMUSG00000026574	11
ENSMUSG00000026575	503
ENSMUSG00000026576	33373
ENSMUSG00000026577	507
ENSMUSG00000026578	980
ENSMUSG00000026579	44
ENSMUSG00000026580	3
ENSMUSG00000026581	1
ENSMUSG00000026582	0
ENSMUSG00000026584	503
ENSMUSG00000026585	9522
ENSMUSG00000026586	201
ENSMUSG00000026587	9317
ENSMUSG00000026589	44
ENSMUSG00000026592	0
ENSMUSG00000026594	1143
ENSMUSG00000026596	1347
ENSMUSG00000026600	515
ENSMUSG00000026601	12
ENSMUSG00000026602	4
ENSMUSG00000026603	2106
ENSMUSG00000026604	123
ENSMUSG00000026605	34
ENSMUSG00000026608	2237
ENSMUSG00000026609	0
ENSMUSG00000026610	482
ENSMUSG00000026611	10
ENSMUSG00000026614	530
ENSMUSG00000026615	2656
ENSMUSG00000026616	7
ENSMUSG00000026617	1172
ENSMUSG00000026618	1373
ENSMUSG00000026620	3377
ENSMUSG00000026621	2
ENSMUSG00000026622	27
ENSMUSG00000026623	6381
ENSMUSG00000026626	2135
ENSMUSG00000026627	258
ENSMUSG00000026628	17
ENSMUSG00000026630	11
ENSMUSG00000026632	225
ENSMUSG00000026634	1322
ENSMUSG00000026637	89
ENSMUSG00000026638	23
ENSMUSG00000026639	120
ENSMUSG00000026640	4382
ENSMUSG00000026641	1738
ENSMUSG00000026643	2922
ENSMUSG00000026644	5
ENSMUSG00000026645	2
ENSMUSG00000026646	120
ENSMUSG00000026648	200
ENSMUSG00000026649	17
ENSMUSG00000026650	32
ENSMUSG00000026655	275
ENSMUSG00000026656	266
ENSMUSG00000026657	1385
ENSMUSG00000026659	297
ENSMUSG00000026662	629
ENSMUSG00000026663	2494
ENSMUSG00000026664	2424
ENSMUSG00000026667	6024
ENSMUSG00000026668	10
ENSMUSG00000026669	25
ENSMUSG00000026670	1457
ENSMUSG00000026672	571
ENSMUSG00000026674	236
ENSMUSG00000026675	406
ENSMUSG00000026676	692
ENSMUSG00000026678	3064
ENSMUSG00000026679	111
ENSMUSG00000026683	20
ENSMUSG00000026686	0
ENSMUSG00000026687	679
ENSMUSG00000026688	2424
ENSMUSG00000026691	0
ENSMUSG00000026692	7
ENSMUSG00000026694	408
ENSMUSG00000026696	1798
ENSMUSG00000026697	99
ENSMUSG00000026698	328
ENSMUSG00000026700	0
ENSMUSG00000026701	5149
ENSMUSG00000026705	510
ENSMUSG00000026707	164
ENSMUSG00000026708	47
ENSMUSG00000026709	463
ENSMUSG00000026712	204
ENSMUSG00000026715	2
ENSMUSG00000026718	1352
ENSMUSG00000026721	2719
ENSMUSG00000026723	114
ENSMUSG00000026725	8
ENSMUSG00000026726	14
ENSMUSG00000026727	712
ENSMUSG00000026728	1248
ENSMUSG00000026730	3604
ENSMUSG00000026734	3
ENSMUSG00000026735	0
ENSMUSG00000026736	38
ENSMUSG00000026737	2411
ENSMUSG00000026739	699
ENSMUSG00000026740	493
ENSMUSG00000026743	509
ENSMUSG00000026748	1042
ENSMUSG00000026749	727
ENSMUSG00000026750	2194
ENSMUSG00000026751	0
ENSMUSG00000026753	1565
ENSMUSG00000026754	813
ENSMUSG00000026755	2798
ENSMUSG00000026761	825
ENSMUSG00000026764	29032
ENSMUSG00000026765	298
ENSMUSG00000026766	754
ENSMUSG00000026767	914
ENSMUSG00000026768	181
ENSMUSG00000026770	3
ENSMUSG00000026771	721
ENSMUSG00000026773	865
ENSMUSG00000026774	5
ENSMUSG00000026775	1719
ENSMUSG00000026778	276
ENSMUSG00000026779	29
ENSMUSG00000026781	1651
ENSMUSG00000026782	4739
ENSMUSG00000026784	223
ENSMUSG00000026785	47
ENSMUSG00000026786	139
ENSMUSG00000026787	4159
ENSMUSG00000026788	696
ENSMUSG00000026790	1927
ENSMUSG00000026791	566
ENSMUSG00000026792	969
ENSMUSG00000026796	1186
ENSMUSG00000026797	25434
ENSMUSG00000026798	726
ENSMUSG00000026799	606
ENSMUSG00000026803	220
ENSMUSG00000026805	0
ENSMUSG00000026806	199
ENSMUSG00000026807	35
ENSMUSG00000026809	1
ENSMUSG00000026810	1330
ENSMUSG00000026811	4160
ENSMUSG00000026812	1807
ENSMUSG00000026814	1212
ENSMUSG00000026815	0
ENSMUSG00000026816	573
ENSMUSG00000026817	3364
ENSMUSG00000026818	0
ENSMUSG00000026819	1665
ENSMUSG00000026820	1281
ENSMUSG00000026821	2484
ENSMUSG00000026822	16
ENSMUSG00000026824	3693
ENSMUSG00000026825	38031
ENSMUSG00000026826	281
ENSMUSG00000026827	3621
ENSMUSG00000026828	0
ENSMUSG00000026829	18
ENSMUSG00000026830	528
ENSMUSG00000026831	81
ENSMUSG00000026832	0
ENSMUSG00000026833	36771
ENSMUSG00000026834	496
ENSMUSG00000026835	0
ENSMUSG00000026836	805
ENSMUSG00000026837	396
ENSMUSG00000026839	652
ENSMUSG00000026840	259
ENSMUSG00000026841	106
ENSMUSG00000026842	1246
ENSMUSG00000026843	691
ENSMUSG00000026848	896
ENSMUSG00000026849	963
ENSMUSG00000026851	2016
ENSMUSG00000026853	2044
ENSMUSG00000026854	2289
ENSMUSG00000026856	562
ENSMUSG00000026857	658
ENSMUSG00000026858	2252
ENSMUSG00000026860	6871
ENSMUSG00000026864	8511
ENSMUSG00000026866	1
ENSMUSG00000026867	2453
ENSMUSG00000026869	1179
ENSMUSG00000026870	30
ENSMUSG00000026872	3413
ENSMUSG00000026873	11
ENSMUSG00000026874	4
ENSMUSG00000026875	23
ENSMUSG00000026878	5021
ENSMUSG00000026879	1825
ENSMUSG00000026880	295
ENSMUSG00000026882	0
ENSMUSG00000026883	4192
ENSMUSG00000026885	1120
ENSMUSG00000026887	579
ENSMUSG00000026888	661
ENSMUSG00000026889	1079
ENSMUSG00000026890	485
ENSMUSG00000026893	213
ENSMUSG00000026894	11
ENSMUSG00000026895	3255
ENSMUSG00000026896	149
ENSMUSG00000026904	4752
ENSMUSG00000026914	2048
ENSMUSG00000026915	4307
ENSMUSG00000026917	902
ENSMUSG00000026918	1173
ENSMUSG00000026919	0
ENSMUSG00000026921	1162
ENSMUSG00000026922	33
ENSMUSG00000026923	854
ENSMUSG00000026924	1519
ENSMUSG00000026925	566
ENSMUSG00000026926	1974
ENSMUSG00000026927	2841
ENSMUSG00000026928	74
ENSMUSG00000026930	1264
ENSMUSG00000026931	0
ENSMUSG00000026932	2796
ENSMUSG00000026933	3049
ENSMUSG00000026934	0
ENSMUSG00000026936	0
ENSMUSG00000026937	0
ENSMUSG00000026938	1
ENSMUSG00000026939	610
ENSMUSG00000026940	112
ENSMUSG00000026941	28
ENSMUSG00000026942	262
ENSMUSG00000026943	0
ENSMUSG00000026944	6419
ENSMUSG00000026946	85
ENSMUSG00000026950	59
ENSMUSG00000026955	52
ENSMUSG00000026956	391
ENSMUSG00000026958	589
ENSMUSG00000026959	14648
ENSMUSG00000026960	133
ENSMUSG00000026961	28
ENSMUSG00000026963	18
ENSMUSG00000026965	2473
ENSMUSG00000026966	1055
ENSMUSG00000026969	11
ENSMUSG00000026970	335
ENSMUSG00000026971	0
ENSMUSG00000026972	175
ENSMUSG00000026974	756
ENSMUSG00000026975	605
ENSMUSG00000026976	0
ENSMUSG00000026977	1014
ENSMUSG00000026979	30
ENSMUSG00000026980	46
ENSMUSG00000026981	0
ENSMUSG00000026983	0
ENSMUSG00000026984	0
ENSMUSG00000026985	0
ENSMUSG00000026986	378
ENSMUSG00000026987	641
ENSMUSG00000026988	215
ENSMUSG00000026989	19
ENSMUSG00000026991	5831
ENSMUSG00000026994	48
ENSMUSG00000026999	120
ENSMUSG00000027001	207
ENSMUSG00000027002	10894
ENSMUSG00000027004	1111
ENSMUSG00000027006	2079
ENSMUSG00000027007	851
ENSMUSG00000027009	268
ENSMUSG00000027010	4367
ENSMUSG00000027011	1747
ENSMUSG00000027012	3309
ENSMUSG00000027014	278
ENSMUSG00000027015	70
ENSMUSG00000027016	655
ENSMUSG00000027018	344
ENSMUSG00000027022	8
ENSMUSG00000027030	1827
ENSMUSG00000027035	1236
ENSMUSG00000027048	0
ENSMUSG00000027067	3317
ENSMUSG00000027068	0
ENSMUSG00000027070	1
ENSMUSG00000027071	24
ENSMUSG00000027072	0
ENSMUSG00000027073	0
ENSMUSG00000027074	8
ENSMUSG00000027075	4
ENSMUSG00000027076	607
ENSMUSG00000027077	1
ENSMUSG00000027078	184
ENSMUSG00000027079	154
ENSMUSG00000027080	711
ENSMUSG00000027082	164
ENSMUSG00000027086	304
ENSMUSG00000027087	1664
ENSMUSG00000027088	779
ENSMUSG00000027091	2339
ENSMUSG00000027099	971
ENSMUSG00000027102	0
ENSMUSG00000027104	2599
ENSMUSG00000027107	16
ENSMUSG00000027108	2792
ENSMUSG00000027109	987
ENSMUSG00000027111	528
ENSMUSG00000027115	23
ENSMUSG00000027120	0
ENSMUSG00000027122	616
ENSMUSG00000027130	2042
ENSMUSG00000027131	2270
ENSMUSG00000027132	209
ENSMUSG00000027133	1302
ENSMUSG00000027134	3104
ENSMUSG00000027157	0
ENSMUSG00000027160	205
ENSMUSG00000027162	1341
ENSMUSG00000027163	879
ENSMUSG00000027164	375
ENSMUSG00000027165	797
ENSMUSG00000027166	137
ENSMUSG00000027167	296
ENSMUSG00000027168	297
ENSMUSG00000027170	681
ENSMUSG00000027171	3
ENSMUSG00000027173	24
ENSMUSG00000027175	478
ENSMUSG00000027176	680
ENSMUSG00000027177	1989
ENSMUSG00000027180	1913
ENSMUSG00000027184	5584
ENSMUSG00000027185	843
ENSMUSG00000027186	17
ENSMUSG00000027187	1387
ENSMUSG00000027188	929
ENSMUSG00000027189	8253
ENSMUSG00000027193	1928
ENSMUSG00000027194	1172
ENSMUSG00000027195	2047
ENSMUSG00000027198	1055
ENSMUSG00000027199	1343
ENSMUSG00000027200	1444
ENSMUSG00000027201	613
ENSMUSG00000027202	1
ENSMUSG00000027203	603
ENSMUSG00000027204	249
ENSMUSG00000027206	2003
ENSMUSG00000027207	514
ENSMUSG00000027208	9
ENSMUSG00000027209	18
ENSMUSG00000027210	3763
ENSMUSG00000027215	428
ENSMUSG00000027217	96
ENSMUSG00000027219	3
ENSMUSG00000027220	8067
ENSMUSG00000027221	9167
ENSMUSG00000027222	662
ENSMUSG00000027223	11107
ENSMUSG00000027224	0
ENSMUSG00000027225	0
ENSMUSG00000027227	247
ENSMUSG00000027229	0
ENSMUSG00000027230	118
ENSMUSG00000027233	0
ENSMUSG00000027236	141
ENSMUSG00000027238	696
ENSMUSG00000027239	423
ENSMUSG00000027242	142
ENSMUSG00000027243	101
ENSMUSG00000027244	2480
ENSMUSG00000027245	60
ENSMUSG00000027246	16
ENSMUSG00000027247	2445
ENSMUSG00000027248	7157
ENSMUSG00000027249	2
ENSMUSG00000027253	1441
ENSMUSG00000027254	37767
ENSMUSG00000027255	561
ENSMUSG00000027257	934
ENSMUSG00000027259	516
ENSMUSG00000027261	1
ENSMUSG00000027263	398
ENSMUSG00000027270	8249
ENSMUSG00000027272	1298
ENSMUSG00000027273	69470
ENSMUSG00000027274	986
ENSMUSG00000027276	197
ENSMUSG00000027281	288
ENSMUSG00000027282	1820
ENSMUSG00000027284	502
ENSMUSG00000027285	423
ENSMUSG00000027286	815
ENSMUSG00000027287	233
ENSMUSG00000027288	7067
ENSMUSG00000027291	2234
ENSMUSG00000027293	421
ENSMUSG00000027296	4228
ENSMUSG00000027297	555
ENSMUSG00000027298	8249
ENSMUSG00000027300	546
ENSMUSG00000027301	18
ENSMUSG00000027303	5602
ENSMUSG00000027304	2979
ENSMUSG00000027305	529
ENSMUSG00000027306	90
ENSMUSG00000027309	2390
ENSMUSG00000027312	5456
ENSMUSG00000027313	159
ENSMUSG00000027314	73
ENSMUSG00000027315	13
ENSMUSG00000027316	2129
ENSMUSG00000027317	0
ENSMUSG00000027318	139
ENSMUSG00000027322	13
ENSMUSG00000027323	27
ENSMUSG00000027324	120
ENSMUSG00000027326	4
ENSMUSG00000027327	1357
ENSMUSG00000027329	413
ENSMUSG00000027330	364
ENSMUSG00000027331	58
ENSMUSG00000027332	1112
ENSMUSG00000027333	1099
ENSMUSG00000027335	631
ENSMUSG00000027338	0
ENSMUSG00000027339	1733
ENSMUSG00000027340	3814
ENSMUSG00000027341	364
ENSMUSG00000027342	479
ENSMUSG00000027344	3
ENSMUSG00000027346	1787
ENSMUSG00000027347	14065
ENSMUSG00000027349	1037
ENSMUSG00000027350	17885
ENSMUSG00000027351	4235
ENSMUSG00000027353	98
ENSMUSG00000027355	81
ENSMUSG00000027356	7
ENSMUSG00000027357	1072
ENSMUSG00000027358	126
ENSMUSG00000027359	83
ENSMUSG00000027360	30
ENSMUSG00000027361	423
ENSMUSG00000027363	1502
ENSMUSG00000027364	408
ENSMUSG00000027365	851
ENSMUSG00000027366	967
ENSMUSG00000027367	2892
ENSMUSG00000027368	26
ENSMUSG00000027371	571
ENSMUSG00000027374	752
ENSMUSG00000027375	3106
ENSMUSG00000027376	8
ENSMUSG00000027377	8
ENSMUSG00000027378	417
ENSMUSG00000027379	10
