gene	gf3.bam
ENSMUSG00000001508	4
ENSMUSG00000001510	0
ENSMUSG00000001517	22
ENSMUSG00000001518	390
ENSMUSG00000001520	172
ENSMUSG00000001521	260
ENSMUSG00000001524	215
ENSMUSG00000001525	14068
ENSMUSG00000001542	586
ENSMUSG00000001552	1247
ENSMUSG00000001555	110
ENSMUSG00000001558	10
ENSMUSG00000001566	0
ENSMUSG00000001569	779
ENSMUSG00000001576	2648
ENSMUSG00000001583	5
ENSMUSG00000001588	3
ENSMUSG00000001604	4
ENSMUSG00000001622	0
ENSMUSG00000001627	1021
ENSMUSG00000001630	489
ENSMUSG00000001632	809
ENSMUSG00000001642	100
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	113
ENSMUSG00000001665	23
ENSMUSG00000001666	341
ENSMUSG00000001670	0
ENSMUSG00000001672	4
ENSMUSG00000001674	122
ENSMUSG00000001687	2918
ENSMUSG00000001700	388
ENSMUSG00000001707	347
ENSMUSG00000001729	3619
ENSMUSG00000001739	0
ENSMUSG00000001741	26
ENSMUSG00000001750	229
ENSMUSG00000001751	203
ENSMUSG00000001755	592
ENSMUSG00000001761	261
ENSMUSG00000001763	441
ENSMUSG00000001767	401
ENSMUSG00000001768	621
ENSMUSG00000001773	130
ENSMUSG00000001774	1179
ENSMUSG00000001783	2289
ENSMUSG00000001785	365
ENSMUSG00000001786	893
ENSMUSG00000001794	3981
ENSMUSG00000001802	1966
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	7
ENSMUSG00000001829	1404
ENSMUSG00000001833	11533
ENSMUSG00000001844	383
ENSMUSG00000001847	6164
ENSMUSG00000001855	738
ENSMUSG00000001864	147
ENSMUSG00000001865	0
ENSMUSG00000001870	189
ENSMUSG00000001891	1702
ENSMUSG00000001901	76
ENSMUSG00000001909	1094
ENSMUSG00000001910	2938
ENSMUSG00000001911	4073
ENSMUSG00000001918	32
ENSMUSG00000001924	8510
ENSMUSG00000001930	293
ENSMUSG00000001942	551
ENSMUSG00000001943	441
ENSMUSG00000001946	334
ENSMUSG00000001948	70
ENSMUSG00000001962	504
ENSMUSG00000001964	754
ENSMUSG00000001983	230
ENSMUSG00000001985	2411
ENSMUSG00000001986	5976
ENSMUSG00000001988	340
ENSMUSG00000001995	943
ENSMUSG00000001998	163
ENSMUSG00000001999	338
ENSMUSG00000002006	2883
ENSMUSG00000002007	120
ENSMUSG00000002010	3291
ENSMUSG00000002012	861
ENSMUSG00000002014	828
ENSMUSG00000002015	1294
ENSMUSG00000002017	1174
ENSMUSG00000002020	25
ENSMUSG00000002028	2045
ENSMUSG00000002031	1219
ENSMUSG00000002032	1084
ENSMUSG00000002033	0
ENSMUSG00000002043	100
ENSMUSG00000002052	4129
ENSMUSG00000002055	215
ENSMUSG00000002057	1
ENSMUSG00000002058	662
ENSMUSG00000002059	215
ENSMUSG00000002064	864
ENSMUSG00000002068	393
ENSMUSG00000002076	6
ENSMUSG00000002083	93
ENSMUSG00000002100	30
ENSMUSG00000002102	3874
ENSMUSG00000002103	1541
ENSMUSG00000002104	14
ENSMUSG00000002105	434
ENSMUSG00000002107	6016
ENSMUSG00000002108	53
ENSMUSG00000002109	130
ENSMUSG00000002111	64
ENSMUSG00000002129	1711
ENSMUSG00000002147	248
ENSMUSG00000002190	378
ENSMUSG00000002204	26
ENSMUSG00000002205	495
ENSMUSG00000002210	693
ENSMUSG00000002221	1177
ENSMUSG00000002222	2618
ENSMUSG00000002227	135
ENSMUSG00000002228	4
ENSMUSG00000002233	318
ENSMUSG00000002240	0
ENSMUSG00000002249	44
ENSMUSG00000002250	536
ENSMUSG00000002257	64
ENSMUSG00000002265	5241
ENSMUSG00000002266	83
ENSMUSG00000002274	553
ENSMUSG00000002279	350
ENSMUSG00000002280	528
ENSMUSG00000002289	46
ENSMUSG00000002297	42
ENSMUSG00000002307	389
ENSMUSG00000002308	234
ENSMUSG00000002319	1659
ENSMUSG00000002320	447
ENSMUSG00000002324	1
ENSMUSG00000002325	188
ENSMUSG00000002326	439
ENSMUSG00000002329	1032
ENSMUSG00000002332	1365
ENSMUSG00000002341	4924
ENSMUSG00000002342	613
ENSMUSG00000002343	632
ENSMUSG00000002345	451
ENSMUSG00000002346	636
ENSMUSG00000002365	188
ENSMUSG00000002372	1639
ENSMUSG00000002379	1292
ENSMUSG00000002384	6
ENSMUSG00000002393	170
ENSMUSG00000002395	878
ENSMUSG00000002396	379
ENSMUSG00000002409	515
ENSMUSG00000002413	2432
ENSMUSG00000002416	881
ENSMUSG00000002428	451
ENSMUSG00000002455	1411
ENSMUSG00000002458	455
ENSMUSG00000002459	896
ENSMUSG00000002475	1010
ENSMUSG00000002477	526
ENSMUSG00000002486	217
ENSMUSG00000002489	1290
ENSMUSG00000002496	2019
ENSMUSG00000002500	3
ENSMUSG00000002504	836
ENSMUSG00000002524	3019
ENSMUSG00000002546	2666
ENSMUSG00000002550	523
ENSMUSG00000002565	0
ENSMUSG00000002578	277
ENSMUSG00000002580	1326
ENSMUSG00000002588	0
ENSMUSG00000002602	1032
ENSMUSG00000002603	107
ENSMUSG00000002608	1040
ENSMUSG00000002617	312
ENSMUSG00000002625	1983
ENSMUSG00000002633	44
ENSMUSG00000002635	226
ENSMUSG00000002658	2001
ENSMUSG00000002660	913
ENSMUSG00000002661	196
ENSMUSG00000002664	9
ENSMUSG00000002668	18
ENSMUSG00000002679	313
ENSMUSG00000002688	156
ENSMUSG00000002699	65
ENSMUSG00000002718	1458
ENSMUSG00000002728	695
ENSMUSG00000002731	355
ENSMUSG00000002732	76
ENSMUSG00000002733	691
ENSMUSG00000002741	2394
ENSMUSG00000002748	2212
ENSMUSG00000002763	1290
ENSMUSG00000002767	665
ENSMUSG00000002768	1914
ENSMUSG00000002769	9
ENSMUSG00000002771	406
ENSMUSG00000002778	1356
ENSMUSG00000002781	428
ENSMUSG00000002797	333
ENSMUSG00000002799	711
ENSMUSG00000002803	1304
ENSMUSG00000002804	106
ENSMUSG00000002808	2616
ENSMUSG00000002812	1229
ENSMUSG00000002814	74
ENSMUSG00000002820	542
ENSMUSG00000002825	200
ENSMUSG00000002831	21
ENSMUSG00000002833	1877
ENSMUSG00000002835	103
ENSMUSG00000002844	1946
ENSMUSG00000002845	102
ENSMUSG00000002846	464
ENSMUSG00000002847	15
ENSMUSG00000002870	82
ENSMUSG00000002871	386
ENSMUSG00000002881	619
ENSMUSG00000002885	212
ENSMUSG00000002897	602
ENSMUSG00000002900	367
ENSMUSG00000002908	606
ENSMUSG00000002910	143
ENSMUSG00000002930	2
ENSMUSG00000002944	12
ENSMUSG00000002948	1352
ENSMUSG00000002949	1116
ENSMUSG00000002957	5181
ENSMUSG00000002963	429
ENSMUSG00000002968	1499
ENSMUSG00000002980	269
ENSMUSG00000002981	4048
ENSMUSG00000002983	94
ENSMUSG00000002984	1660
ENSMUSG00000002985	29431
ENSMUSG00000002992	0
ENSMUSG00000002996	253
ENSMUSG00000002997	1192
ENSMUSG00000003031	719
ENSMUSG00000003032	322
ENSMUSG00000003033	1624
ENSMUSG00000003037	1014
ENSMUSG00000003038	86
ENSMUSG00000003039	2680
ENSMUSG00000003051	1
ENSMUSG00000003053	0
ENSMUSG00000003062	501
ENSMUSG00000003068	1563
ENSMUSG00000003070	117
ENSMUSG00000003072	4831
ENSMUSG00000003099	3094
ENSMUSG00000003119	524
ENSMUSG00000003123	209
ENSMUSG00000003131	4273
ENSMUSG00000003134	471
ENSMUSG00000003135	698
ENSMUSG00000003153	3125
ENSMUSG00000003154	716
ENSMUSG00000003161	1130
ENSMUSG00000003166	1671
ENSMUSG00000003184	362
ENSMUSG00000003190	35
ENSMUSG00000003198	87
ENSMUSG00000003199	1518
ENSMUSG00000003200	635
ENSMUSG00000003206	46
ENSMUSG00000003208	157
ENSMUSG00000003226	2841
ENSMUSG00000003227	5
ENSMUSG00000003228	466
ENSMUSG00000003233	723
ENSMUSG00000003234	1427
ENSMUSG00000003235	1549
ENSMUSG00000003269	1843
ENSMUSG00000003271	226
ENSMUSG00000003273	3971
ENSMUSG00000003279	12805
ENSMUSG00000003282	59
ENSMUSG00000003283	29
ENSMUSG00000003299	767
ENSMUSG00000003308	1779
ENSMUSG00000003309	10
ENSMUSG00000003316	4762
ENSMUSG00000003341	14
ENSMUSG00000003344	1852
ENSMUSG00000003345	4578
ENSMUSG00000003346	2017
ENSMUSG00000003348	296
ENSMUSG00000003352	7829
ENSMUSG00000003354	263
ENSMUSG00000003355	35
ENSMUSG00000003360	1374
ENSMUSG00000003363	22229
ENSMUSG00000003378	4530
ENSMUSG00000003379	2
ENSMUSG00000003380	1451
ENSMUSG00000003382	501
ENSMUSG00000003402	1473
ENSMUSG00000003410	5533
ENSMUSG00000003411	1193
ENSMUSG00000003418	46
ENSMUSG00000003420	309
ENSMUSG00000003421	1123
ENSMUSG00000003423	513
ENSMUSG00000003429	2699
ENSMUSG00000003435	3648
ENSMUSG00000003436	35
ENSMUSG00000003437	1559
ENSMUSG00000003438	498
ENSMUSG00000003444	138
ENSMUSG00000003452	604
ENSMUSG00000003458	1334
ENSMUSG00000003464	1840
ENSMUSG00000003469	13009
ENSMUSG00000003476	16
ENSMUSG00000003477	8
ENSMUSG00000003484	0
ENSMUSG00000003500	1408
ENSMUSG00000003505	0
ENSMUSG00000003518	6049
ENSMUSG00000003526	451
ENSMUSG00000003527	654
ENSMUSG00000003528	751
ENSMUSG00000003531	1010
ENSMUSG00000003534	1406
ENSMUSG00000003541	214
ENSMUSG00000003545	393
ENSMUSG00000003546	452
ENSMUSG00000003549	309
ENSMUSG00000003555	0
ENSMUSG00000003559	310
ENSMUSG00000003573	86
ENSMUSG00000003575	3872
ENSMUSG00000003581	463
ENSMUSG00000003585	987
ENSMUSG00000003604	233
ENSMUSG00000003617	388
ENSMUSG00000003623	517
ENSMUSG00000003644	380
ENSMUSG00000003657	321
ENSMUSG00000003660	3026
ENSMUSG00000003662	1314
ENSMUSG00000003665	15
ENSMUSG00000003680	368
ENSMUSG00000003721	854
ENSMUSG00000003731	2579
ENSMUSG00000003746	755
ENSMUSG00000003752	114
ENSMUSG00000003762	506
ENSMUSG00000003778	1326
ENSMUSG00000003779	53
ENSMUSG00000003808	737
ENSMUSG00000003809	533
ENSMUSG00000003810	3829
ENSMUSG00000003812	101
ENSMUSG00000003813	866
ENSMUSG00000003814	12819
ENSMUSG00000003824	48
ENSMUSG00000003847	1388
ENSMUSG00000003848	549
ENSMUSG00000003849	73
ENSMUSG00000003863	5080
ENSMUSG00000003865	381
ENSMUSG00000003868	497
ENSMUSG00000003872	987
ENSMUSG00000003873	581
ENSMUSG00000003882	31
ENSMUSG00000003923	674
ENSMUSG00000003929	482
ENSMUSG00000003934	1347
ENSMUSG00000003948	5603
ENSMUSG00000003949	3753
ENSMUSG00000003955	546
ENSMUSG00000003970	5112
ENSMUSG00000003974	1738
ENSMUSG00000003992	1630
ENSMUSG00000004018	102
ENSMUSG00000004031	2557
ENSMUSG00000004032	2815
ENSMUSG00000004035	288
ENSMUSG00000004038	4
ENSMUSG00000004040	985
ENSMUSG00000004043	43
ENSMUSG00000004044	437
ENSMUSG00000004054	416
ENSMUSG00000004056	1845
ENSMUSG00000004069	1661
ENSMUSG00000004070	1320
ENSMUSG00000004071	4534
ENSMUSG00000004085	128
ENSMUSG00000004096	1715
ENSMUSG00000004098	39
ENSMUSG00000004099	1245
ENSMUSG00000004100	361
ENSMUSG00000004105	59
ENSMUSG00000004110	4278
ENSMUSG00000004113	3311
ENSMUSG00000004127	144
ENSMUSG00000004151	888
ENSMUSG00000004187	15659
ENSMUSG00000004207	33419
ENSMUSG00000004221	761
ENSMUSG00000004231	2
ENSMUSG00000004233	120
ENSMUSG00000004263	263
ENSMUSG00000004264	1576
ENSMUSG00000004266	97
ENSMUSG00000004267	27943
ENSMUSG00000004268	536
ENSMUSG00000004270	419
ENSMUSG00000004285	2098
ENSMUSG00000004296	0
ENSMUSG00000004317	263
ENSMUSG00000004319	3952
ENSMUSG00000004328	48
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	129
ENSMUSG00000004356	394
ENSMUSG00000004359	0
ENSMUSG00000004360	1083
ENSMUSG00000004364	3210
ENSMUSG00000004366	6778
ENSMUSG00000004371	2
ENSMUSG00000004383	4457
ENSMUSG00000004393	819
ENSMUSG00000004394	1186
ENSMUSG00000004415	76
ENSMUSG00000004446	173
ENSMUSG00000004451	354
ENSMUSG00000004455	203
ENSMUSG00000004460	1382
ENSMUSG00000004462	330
ENSMUSG00000004473	164
ENSMUSG00000004500	291
ENSMUSG00000004508	615
ENSMUSG00000004530	1864
ENSMUSG00000004535	4076
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	2
ENSMUSG00000004558	15405
ENSMUSG00000004561	416
ENSMUSG00000004562	485
ENSMUSG00000004565	989
ENSMUSG00000004567	1473
ENSMUSG00000004568	975
ENSMUSG00000004591	577
ENSMUSG00000004609	125
ENSMUSG00000004610	52
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	503
ENSMUSG00000004630	0
ENSMUSG00000004631	564
ENSMUSG00000004633	884
ENSMUSG00000004637	472
ENSMUSG00000004642	329
ENSMUSG00000004651	2
ENSMUSG00000004654	2
ENSMUSG00000004655	4
ENSMUSG00000004661	131
ENSMUSG00000004665	202
ENSMUSG00000004667	1430
ENSMUSG00000004668	3
ENSMUSG00000004677	655
ENSMUSG00000004698	1077
ENSMUSG00000004707	2
ENSMUSG00000004709	4
ENSMUSG00000004730	68
ENSMUSG00000004748	1571
ENSMUSG00000004768	605
ENSMUSG00000004771	1739
ENSMUSG00000004788	709
ENSMUSG00000004789	3116
ENSMUSG00000004791	59
ENSMUSG00000004798	2790
ENSMUSG00000004814	21
ENSMUSG00000004815	415
ENSMUSG00000004821	0
ENSMUSG00000004837	76
ENSMUSG00000004842	0
ENSMUSG00000004843	981
ENSMUSG00000004846	524
ENSMUSG00000004849	4992
ENSMUSG00000004864	5
ENSMUSG00000004865	1758
ENSMUSG00000004872	0
ENSMUSG00000004880	168
ENSMUSG00000004885	77
ENSMUSG00000004891	420
ENSMUSG00000004892	4394
ENSMUSG00000004894	196
ENSMUSG00000004895	1168
ENSMUSG00000004896	358
ENSMUSG00000004897	3832
ENSMUSG00000004902	1570
ENSMUSG00000004929	1170
ENSMUSG00000004931	250
ENSMUSG00000004933	3790
ENSMUSG00000004934	396
ENSMUSG00000004936	5161
ENSMUSG00000004937	3657
ENSMUSG00000004939	4
ENSMUSG00000004945	994
ENSMUSG00000004947	144
ENSMUSG00000004948	0
ENSMUSG00000004951	32
ENSMUSG00000004952	67
ENSMUSG00000004961	5350
ENSMUSG00000004980	8079
ENSMUSG00000004988	9
ENSMUSG00000004994	307
ENSMUSG00000004996	117
ENSMUSG00000005034	12243
ENSMUSG00000005043	93
ENSMUSG00000005045	7160
ENSMUSG00000005054	405
ENSMUSG00000005057	95
ENSMUSG00000005069	1081
ENSMUSG00000005078	881
ENSMUSG00000005087	115
ENSMUSG00000005089	52370
ENSMUSG00000005102	530
ENSMUSG00000005103	3811
ENSMUSG00000005107	22
ENSMUSG00000005124	116
ENSMUSG00000005125	1945
ENSMUSG00000005131	2
ENSMUSG00000005142	644
ENSMUSG00000005148	162
ENSMUSG00000005150	404
ENSMUSG00000005161	4282
ENSMUSG00000005198	1812
ENSMUSG00000005202	0
ENSMUSG00000005204	1366
ENSMUSG00000005220	2
ENSMUSG00000005225	308
ENSMUSG00000005232	0
ENSMUSG00000005233	12
ENSMUSG00000005237	44
ENSMUSG00000005251	2
ENSMUSG00000005262	1260
ENSMUSG00000005267	269
ENSMUSG00000005268	1
ENSMUSG00000005299	2335
ENSMUSG00000005312	4388
ENSMUSG00000005320	7
ENSMUSG00000005338	11109
ENSMUSG00000005339	0
ENSMUSG00000005354	3036
ENSMUSG00000005355	0
ENSMUSG00000005357	189
ENSMUSG00000005360	14200
ENSMUSG00000005362	1094
ENSMUSG00000005364	0
ENSMUSG00000005370	482
ENSMUSG00000005371	3487
ENSMUSG00000005373	54
ENSMUSG00000005374	661
ENSMUSG00000005378	512
ENSMUSG00000005397	199
ENSMUSG00000005410	142
ENSMUSG00000005413	127
ENSMUSG00000005417	6725
ENSMUSG00000005442	4030
ENSMUSG00000005447	214
ENSMUSG00000005465	7
ENSMUSG00000005469	5079
ENSMUSG00000005470	6
ENSMUSG00000005474	0
ENSMUSG00000005481	268
ENSMUSG00000005483	1142
ENSMUSG00000005493	1
ENSMUSG00000005501	257
ENSMUSG00000005503	0
ENSMUSG00000005505	805
ENSMUSG00000005506	3813
ENSMUSG00000005510	1013
ENSMUSG00000005514	1785
ENSMUSG00000005533	902
ENSMUSG00000005534	932
ENSMUSG00000005540	18
ENSMUSG00000005547	0
ENSMUSG00000005553	20
ENSMUSG00000005566	2476
ENSMUSG00000005575	3448
ENSMUSG00000005580	968
ENSMUSG00000005583	12592
ENSMUSG00000005609	1271
ENSMUSG00000005610	13382
ENSMUSG00000005611	56
ENSMUSG00000005615	803
ENSMUSG00000005621	701
ENSMUSG00000005625	2299
ENSMUSG00000005628	6
ENSMUSG00000005640	1
ENSMUSG00000005649	11
ENSMUSG00000005656	600
ENSMUSG00000005667	129
ENSMUSG00000005672	690
ENSMUSG00000005674	494
ENSMUSG00000005677	4
ENSMUSG00000005681	0
ENSMUSG00000005682	396
ENSMUSG00000005683	6859
ENSMUSG00000005686	394
ENSMUSG00000005687	1139
ENSMUSG00000005696	1
ENSMUSG00000005698	1465
ENSMUSG00000005699	494
ENSMUSG00000005705	8
ENSMUSG00000005716	1522
ENSMUSG00000005718	60
ENSMUSG00000005732	1491
ENSMUSG00000005763	1
ENSMUSG00000005774	461
ENSMUSG00000005779	1838
ENSMUSG00000005800	0
ENSMUSG00000005802	1867
ENSMUSG00000005803	91
ENSMUSG00000005804	1005
ENSMUSG00000005813	969
ENSMUSG00000005823	531
ENSMUSG00000005824	0
ENSMUSG00000005836	3
ENSMUSG00000005846	1143
ENSMUSG00000005864	6
ENSMUSG00000005871	11750
ENSMUSG00000005873	7748
ENSMUSG00000005881	2248
ENSMUSG00000005882	1131
ENSMUSG00000005883	4
ENSMUSG00000005886	1743
ENSMUSG00000005891	0
ENSMUSG00000005892	35
ENSMUSG00000005893	1022
ENSMUSG00000005897	154
ENSMUSG00000005899	1074
ENSMUSG00000005907	452
ENSMUSG00000005917	191
ENSMUSG00000005936	1706
ENSMUSG00000005947	6
ENSMUSG00000005949	329
ENSMUSG00000005950	24
ENSMUSG00000005951	68
ENSMUSG00000005952	4
ENSMUSG00000005958	837
ENSMUSG00000005968	20
ENSMUSG00000005973	381
ENSMUSG00000005980	115
ENSMUSG00000005981	1652
ENSMUSG00000005982	1910
ENSMUSG00000005983	106
ENSMUSG00000005986	1327
ENSMUSG00000005994	4
ENSMUSG00000006005	2836
ENSMUSG00000006007	1
ENSMUSG00000006010	1435
ENSMUSG00000006014	66
ENSMUSG00000006019	221
ENSMUSG00000006021	538
ENSMUSG00000006024	5872
ENSMUSG00000006050	1187
ENSMUSG00000006056	0
ENSMUSG00000006057	616
ENSMUSG00000006058	846
ENSMUSG00000006095	1427
ENSMUSG00000006127	953
ENSMUSG00000006134	663
ENSMUSG00000006143	2
ENSMUSG00000006154	24
ENSMUSG00000006169	1134
ENSMUSG00000006179	46
ENSMUSG00000006191	279
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	3184
ENSMUSG00000006215	757
ENSMUSG00000006216	0
ENSMUSG00000006218	43
ENSMUSG00000006219	4
ENSMUSG00000006221	9
ENSMUSG00000006235	138
ENSMUSG00000006241	193
ENSMUSG00000006262	466
ENSMUSG00000006269	0
ENSMUSG00000006270	4
ENSMUSG00000006273	14860
ENSMUSG00000006276	1260
ENSMUSG00000006281	169
ENSMUSG00000006288	516
ENSMUSG00000006289	226
ENSMUSG00000006299	2867
ENSMUSG00000006301	700
ENSMUSG00000006304	5139
ENSMUSG00000006307	1044
ENSMUSG00000006310	69
