gene	con4.bam
ENSMUSG00000000544	0
ENSMUSG00000000552	1660
ENSMUSG00000000555	87
ENSMUSG00000000560	4184
ENSMUSG00000000561	1417
ENSMUSG00000000562	22
ENSMUSG00000000563	4415
ENSMUSG00000000567	569
ENSMUSG00000000568	3989
ENSMUSG00000000579	16
ENSMUSG00000000581	633
ENSMUSG00000000594	1943
ENSMUSG00000000600	1424
ENSMUSG00000000605	6021
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	1714
ENSMUSG00000000628	172
ENSMUSG00000000631	7528
ENSMUSG00000000632	6605
ENSMUSG00000000673	5
ENSMUSG00000000682	31
ENSMUSG00000000686	8
ENSMUSG00000000690	0
ENSMUSG00000000693	126
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	437
ENSMUSG00000000711	3832
ENSMUSG00000000724	1
ENSMUSG00000000730	0
ENSMUSG00000000731	3
ENSMUSG00000000732	49
ENSMUSG00000000738	1381
ENSMUSG00000000739	4
ENSMUSG00000000740	197
ENSMUSG00000000743	2558
ENSMUSG00000000751	1161
ENSMUSG00000000753	413
ENSMUSG00000000759	1347
ENSMUSG00000000766	18
ENSMUSG00000000776	637
ENSMUSG00000000782	93
ENSMUSG00000000787	7192
ENSMUSG00000000791	25
ENSMUSG00000000792	238
ENSMUSG00000000794	840
ENSMUSG00000000804	5884
ENSMUSG00000000805	982
ENSMUSG00000000811	191
ENSMUSG00000000817	2
ENSMUSG00000000823	2026
ENSMUSG00000000826	12024
ENSMUSG00000000827	1463
ENSMUSG00000000838	1891
ENSMUSG00000000861	2362
ENSMUSG00000000869	271
ENSMUSG00000000876	562
ENSMUSG00000000881	8343
ENSMUSG00000000884	101
ENSMUSG00000000889	38
ENSMUSG00000000901	36
ENSMUSG00000000902	1511
ENSMUSG00000000903	2
ENSMUSG00000000915	3139
ENSMUSG00000000916	241
ENSMUSG00000000934	416
ENSMUSG00000000938	0
ENSMUSG00000000942	0
ENSMUSG00000000948	175
ENSMUSG00000000957	537
ENSMUSG00000000958	52
ENSMUSG00000000959	1216
ENSMUSG00000000976	433
ENSMUSG00000000982	4
ENSMUSG00000000983	16
ENSMUSG00000001014	79
ENSMUSG00000001016	2036
ENSMUSG00000001017	3024
ENSMUSG00000001018	1297
ENSMUSG00000001020	5
ENSMUSG00000001021	19
ENSMUSG00000001023	0
ENSMUSG00000001025	432
ENSMUSG00000001027	1
ENSMUSG00000001029	74
ENSMUSG00000001034	564
ENSMUSG00000001036	3682
ENSMUSG00000001039	338
ENSMUSG00000001052	1821
ENSMUSG00000001053	473
ENSMUSG00000001054	1362
ENSMUSG00000001056	805
ENSMUSG00000001062	1535
ENSMUSG00000001065	375
ENSMUSG00000001076	0
ENSMUSG00000001082	440
ENSMUSG00000001089	2786
ENSMUSG00000001095	0
ENSMUSG00000001098	888
ENSMUSG00000001100	2930
ENSMUSG00000001103	122
ENSMUSG00000001105	1247
ENSMUSG00000001119	2090
ENSMUSG00000001120	1349
ENSMUSG00000001123	203
ENSMUSG00000001127	3403
ENSMUSG00000001128	189
ENSMUSG00000001131	18
ENSMUSG00000001134	81
ENSMUSG00000001138	815
ENSMUSG00000001143	1399
ENSMUSG00000001150	2136
ENSMUSG00000001151	1429
ENSMUSG00000001155	2
ENSMUSG00000001156	615
ENSMUSG00000001157	705
ENSMUSG00000001158	823
ENSMUSG00000001166	40
ENSMUSG00000001168	0
ENSMUSG00000001173	2674
ENSMUSG00000001175	97024
ENSMUSG00000001211	8922
ENSMUSG00000001225	8
ENSMUSG00000001227	3046
ENSMUSG00000001228	16
ENSMUSG00000001229	2345
ENSMUSG00000001240	370
ENSMUSG00000001247	239
ENSMUSG00000001248	3662
ENSMUSG00000001249	18
ENSMUSG00000001260	543
ENSMUSG00000001270	14800
ENSMUSG00000001280	837
ENSMUSG00000001281	8
ENSMUSG00000001285	612
ENSMUSG00000001288	244
ENSMUSG00000001289	2122
ENSMUSG00000001300	2010
ENSMUSG00000001305	254
ENSMUSG00000001313	2059
ENSMUSG00000001323	2351
ENSMUSG00000001333	22
ENSMUSG00000001334	2194
ENSMUSG00000001348	11
ENSMUSG00000001349	12
ENSMUSG00000001366	2279
ENSMUSG00000001376	1989
ENSMUSG00000001380	3608
ENSMUSG00000001383	7228
ENSMUSG00000001403	10
ENSMUSG00000001415	3895
ENSMUSG00000001416	2990
ENSMUSG00000001418	1058
ENSMUSG00000001419	7628
ENSMUSG00000001420	21
ENSMUSG00000001424	2223
ENSMUSG00000001435	191
ENSMUSG00000001436	388
ENSMUSG00000001440	6695
ENSMUSG00000001441	4847
ENSMUSG00000001444	6
ENSMUSG00000001445	1345
ENSMUSG00000001467	2061
ENSMUSG00000001472	23723
ENSMUSG00000001473	134
ENSMUSG00000001482	1611
ENSMUSG00000001493	11
ENSMUSG00000001494	4
ENSMUSG00000001496	7
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	432
ENSMUSG00000001507	677
ENSMUSG00000001508	3
ENSMUSG00000001510	0
ENSMUSG00000001517	41
ENSMUSG00000001518	539
ENSMUSG00000001520	309
ENSMUSG00000001521	457
ENSMUSG00000001524	362
ENSMUSG00000001525	16013
ENSMUSG00000001542	734
ENSMUSG00000001552	1452
ENSMUSG00000001555	140
ENSMUSG00000001558	18
ENSMUSG00000001566	0
ENSMUSG00000001569	936
ENSMUSG00000001576	3618
ENSMUSG00000001583	5
ENSMUSG00000001588	1
ENSMUSG00000001604	7
ENSMUSG00000001622	0
ENSMUSG00000001627	1208
ENSMUSG00000001630	599
ENSMUSG00000001632	1209
ENSMUSG00000001642	96
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	133
ENSMUSG00000001665	13
ENSMUSG00000001666	336
ENSMUSG00000001670	0
ENSMUSG00000001672	18
ENSMUSG00000001674	176
ENSMUSG00000001687	3186
ENSMUSG00000001700	410
ENSMUSG00000001707	409
ENSMUSG00000001729	4911
ENSMUSG00000001739	5
ENSMUSG00000001741	56
ENSMUSG00000001750	311
ENSMUSG00000001751	224
ENSMUSG00000001755	774
ENSMUSG00000001761	433
ENSMUSG00000001763	569
ENSMUSG00000001767	636
ENSMUSG00000001768	985
ENSMUSG00000001773	175
ENSMUSG00000001774	1644
ENSMUSG00000001783	3235
ENSMUSG00000001785	521
ENSMUSG00000001786	1362
ENSMUSG00000001794	4481
ENSMUSG00000001802	2662
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	2
ENSMUSG00000001829	1949
ENSMUSG00000001833	13969
ENSMUSG00000001844	465
ENSMUSG00000001847	7286
ENSMUSG00000001855	1210
ENSMUSG00000001864	144
ENSMUSG00000001865	0
ENSMUSG00000001870	309
ENSMUSG00000001891	2187
ENSMUSG00000001901	88
ENSMUSG00000001909	1498
ENSMUSG00000001910	4157
ENSMUSG00000001911	4980
ENSMUSG00000001918	83
ENSMUSG00000001924	11822
ENSMUSG00000001930	718
ENSMUSG00000001942	742
ENSMUSG00000001943	443
ENSMUSG00000001946	426
ENSMUSG00000001948	62
ENSMUSG00000001962	637
ENSMUSG00000001964	950
ENSMUSG00000001983	371
ENSMUSG00000001985	4315
ENSMUSG00000001986	9385
ENSMUSG00000001988	377
ENSMUSG00000001995	1559
ENSMUSG00000001998	294
ENSMUSG00000001999	356
ENSMUSG00000002006	4040
ENSMUSG00000002007	114
ENSMUSG00000002010	3907
ENSMUSG00000002012	1567
ENSMUSG00000002014	963
ENSMUSG00000002015	1776
ENSMUSG00000002017	935
ENSMUSG00000002020	20
ENSMUSG00000002028	5535
ENSMUSG00000002031	1364
ENSMUSG00000002032	1510
ENSMUSG00000002033	4
ENSMUSG00000002043	118
ENSMUSG00000002052	7007
ENSMUSG00000002055	375
ENSMUSG00000002057	0
ENSMUSG00000002058	727
ENSMUSG00000002059	291
ENSMUSG00000002064	1102
ENSMUSG00000002068	461
ENSMUSG00000002076	10
ENSMUSG00000002083	129
ENSMUSG00000002100	35
ENSMUSG00000002102	4686
ENSMUSG00000002103	2493
ENSMUSG00000002104	11
ENSMUSG00000002105	589
ENSMUSG00000002107	10193
ENSMUSG00000002108	69
ENSMUSG00000002109	236
ENSMUSG00000002111	79
ENSMUSG00000002129	2211
ENSMUSG00000002147	401
ENSMUSG00000002190	384
ENSMUSG00000002204	24
ENSMUSG00000002205	603
ENSMUSG00000002210	1004
ENSMUSG00000002221	1650
ENSMUSG00000002222	3887
ENSMUSG00000002227	216
ENSMUSG00000002228	5
ENSMUSG00000002233	356
ENSMUSG00000002240	0
ENSMUSG00000002249	76
ENSMUSG00000002250	678
ENSMUSG00000002257	60
ENSMUSG00000002265	9538
ENSMUSG00000002266	112
ENSMUSG00000002274	607
ENSMUSG00000002279	473
ENSMUSG00000002280	694
ENSMUSG00000002289	77
ENSMUSG00000002297	38
ENSMUSG00000002307	639
ENSMUSG00000002308	296
ENSMUSG00000002319	2634
ENSMUSG00000002320	687
ENSMUSG00000002324	0
ENSMUSG00000002325	271
ENSMUSG00000002326	574
ENSMUSG00000002329	1217
ENSMUSG00000002332	1747
ENSMUSG00000002341	7074
ENSMUSG00000002342	747
ENSMUSG00000002343	749
ENSMUSG00000002345	629
ENSMUSG00000002346	974
ENSMUSG00000002365	245
ENSMUSG00000002372	2262
ENSMUSG00000002379	1392
ENSMUSG00000002384	16
ENSMUSG00000002393	223
ENSMUSG00000002395	1055
ENSMUSG00000002396	449
ENSMUSG00000002409	598
ENSMUSG00000002413	4121
ENSMUSG00000002416	880
ENSMUSG00000002428	644
ENSMUSG00000002455	1995
ENSMUSG00000002458	554
ENSMUSG00000002459	909
ENSMUSG00000002475	1251
ENSMUSG00000002477	590
ENSMUSG00000002486	343
ENSMUSG00000002489	2522
ENSMUSG00000002496	3262
ENSMUSG00000002500	6
ENSMUSG00000002504	1034
ENSMUSG00000002524	3969
ENSMUSG00000002546	3994
ENSMUSG00000002550	666
ENSMUSG00000002565	1
ENSMUSG00000002578	494
ENSMUSG00000002580	1565
ENSMUSG00000002588	0
ENSMUSG00000002602	1542
ENSMUSG00000002603	120
ENSMUSG00000002608	1422
ENSMUSG00000002617	387
ENSMUSG00000002625	3091
ENSMUSG00000002633	54
ENSMUSG00000002635	252
ENSMUSG00000002658	2350
ENSMUSG00000002660	1022
ENSMUSG00000002661	170
ENSMUSG00000002664	17
ENSMUSG00000002668	22
ENSMUSG00000002679	375
ENSMUSG00000002688	254
ENSMUSG00000002699	89
ENSMUSG00000002718	2173
ENSMUSG00000002728	833
ENSMUSG00000002731	365
ENSMUSG00000002732	60
ENSMUSG00000002733	1029
ENSMUSG00000002741	3016
ENSMUSG00000002748	3931
ENSMUSG00000002763	1699
ENSMUSG00000002767	764
ENSMUSG00000002768	2109
ENSMUSG00000002769	6
ENSMUSG00000002771	720
ENSMUSG00000002778	1515
ENSMUSG00000002781	574
ENSMUSG00000002797	342
ENSMUSG00000002799	1116
ENSMUSG00000002803	1596
ENSMUSG00000002804	149
ENSMUSG00000002808	3665
ENSMUSG00000002812	1654
ENSMUSG00000002814	116
ENSMUSG00000002820	667
ENSMUSG00000002825	278
ENSMUSG00000002831	54
ENSMUSG00000002833	2249
ENSMUSG00000002835	135
ENSMUSG00000002844	2053
ENSMUSG00000002845	194
ENSMUSG00000002846	567
ENSMUSG00000002847	25
ENSMUSG00000002870	133
ENSMUSG00000002871	545
ENSMUSG00000002881	771
ENSMUSG00000002885	280
ENSMUSG00000002897	700
ENSMUSG00000002900	845
ENSMUSG00000002908	694
ENSMUSG00000002910	230
ENSMUSG00000002930	5
ENSMUSG00000002944	18
ENSMUSG00000002948	1551
ENSMUSG00000002949	1403
ENSMUSG00000002957	7620
ENSMUSG00000002963	645
ENSMUSG00000002968	1958
ENSMUSG00000002980	424
ENSMUSG00000002981	5527
ENSMUSG00000002983	122
ENSMUSG00000002984	1827
ENSMUSG00000002985	38208
ENSMUSG00000002992	0
ENSMUSG00000002996	442
ENSMUSG00000002997	1828
ENSMUSG00000003031	912
ENSMUSG00000003032	134
ENSMUSG00000003033	1869
ENSMUSG00000003037	1182
ENSMUSG00000003038	114
ENSMUSG00000003039	3519
ENSMUSG00000003051	7
ENSMUSG00000003053	0
ENSMUSG00000003062	769
ENSMUSG00000003068	1694
ENSMUSG00000003070	173
ENSMUSG00000003072	5103
ENSMUSG00000003099	4143
ENSMUSG00000003119	960
ENSMUSG00000003123	302
ENSMUSG00000003131	5227
ENSMUSG00000003134	722
ENSMUSG00000003135	942
ENSMUSG00000003153	5329
ENSMUSG00000003154	1219
ENSMUSG00000003161	1395
ENSMUSG00000003166	2557
ENSMUSG00000003184	438
ENSMUSG00000003190	44
ENSMUSG00000003198	140
ENSMUSG00000003199	1779
ENSMUSG00000003200	876
ENSMUSG00000003206	27
ENSMUSG00000003208	181
ENSMUSG00000003226	5104
ENSMUSG00000003227	15
ENSMUSG00000003228	641
ENSMUSG00000003233	1125
ENSMUSG00000003234	2132
ENSMUSG00000003235	1805
ENSMUSG00000003269	2525
ENSMUSG00000003271	317
ENSMUSG00000003273	4650
ENSMUSG00000003279	19560
ENSMUSG00000003282	78
ENSMUSG00000003283	56
ENSMUSG00000003299	973
ENSMUSG00000003308	2188
ENSMUSG00000003309	12
ENSMUSG00000003316	8481
ENSMUSG00000003341	11
ENSMUSG00000003344	2364
ENSMUSG00000003345	5220
ENSMUSG00000003346	2313
ENSMUSG00000003348	339
ENSMUSG00000003352	9764
ENSMUSG00000003354	325
ENSMUSG00000003355	20
ENSMUSG00000003360	2178
ENSMUSG00000003363	26619
ENSMUSG00000003378	6222
ENSMUSG00000003379	11
ENSMUSG00000003380	1415
ENSMUSG00000003382	1118
ENSMUSG00000003402	2035
ENSMUSG00000003410	7016
ENSMUSG00000003411	1411
ENSMUSG00000003418	95
ENSMUSG00000003420	446
ENSMUSG00000003421	1355
ENSMUSG00000003423	620
ENSMUSG00000003429	2814
ENSMUSG00000003435	5424
ENSMUSG00000003436	55
ENSMUSG00000003437	1929
ENSMUSG00000003438	658
ENSMUSG00000003444	161
ENSMUSG00000003452	1099
ENSMUSG00000003458	1895
ENSMUSG00000003464	2336
ENSMUSG00000003469	17350
ENSMUSG00000003476	27
ENSMUSG00000003477	8
ENSMUSG00000003484	1
ENSMUSG00000003500	1894
ENSMUSG00000003505	0
ENSMUSG00000003518	6759
ENSMUSG00000003526	690
ENSMUSG00000003527	812
ENSMUSG00000003528	915
ENSMUSG00000003531	1247
ENSMUSG00000003534	1654
ENSMUSG00000003541	220
ENSMUSG00000003545	486
ENSMUSG00000003546	661
ENSMUSG00000003549	391
ENSMUSG00000003555	1
ENSMUSG00000003559	420
ENSMUSG00000003573	102
ENSMUSG00000003575	6297
ENSMUSG00000003581	666
ENSMUSG00000003585	1285
ENSMUSG00000003604	302
ENSMUSG00000003617	693
ENSMUSG00000003623	579
ENSMUSG00000003644	374
ENSMUSG00000003657	521
ENSMUSG00000003660	5209
ENSMUSG00000003662	1598
ENSMUSG00000003665	20
ENSMUSG00000003680	484
ENSMUSG00000003721	1170
ENSMUSG00000003731	3900
ENSMUSG00000003746	1386
ENSMUSG00000003752	171
ENSMUSG00000003762	819
ENSMUSG00000003778	1760
ENSMUSG00000003779	74
ENSMUSG00000003808	929
ENSMUSG00000003809	815
ENSMUSG00000003810	5504
ENSMUSG00000003812	136
ENSMUSG00000003813	1386
ENSMUSG00000003814	13866
ENSMUSG00000003824	59
ENSMUSG00000003847	2729
ENSMUSG00000003848	710
ENSMUSG00000003849	108
ENSMUSG00000003863	6981
ENSMUSG00000003865	514
ENSMUSG00000003868	725
ENSMUSG00000003872	1184
ENSMUSG00000003873	645
ENSMUSG00000003882	22
ENSMUSG00000003923	813
ENSMUSG00000003929	768
ENSMUSG00000003934	2183
ENSMUSG00000003948	6919
ENSMUSG00000003949	4324
ENSMUSG00000003955	521
ENSMUSG00000003970	5854
ENSMUSG00000003974	2412
ENSMUSG00000003992	2256
ENSMUSG00000004018	179
ENSMUSG00000004031	4041
ENSMUSG00000004032	3222
ENSMUSG00000004035	480
ENSMUSG00000004038	0
ENSMUSG00000004040	1418
ENSMUSG00000004043	81
ENSMUSG00000004044	601
ENSMUSG00000004054	465
ENSMUSG00000004056	2237
ENSMUSG00000004069	2196
ENSMUSG00000004070	1625
ENSMUSG00000004071	6156
ENSMUSG00000004085	219
ENSMUSG00000004096	1865
ENSMUSG00000004098	108
ENSMUSG00000004099	1994
ENSMUSG00000004100	433
ENSMUSG00000004105	108
ENSMUSG00000004110	9569
ENSMUSG00000004113	5664
ENSMUSG00000004127	243
ENSMUSG00000004151	1444
ENSMUSG00000004187	20298
ENSMUSG00000004207	44844
ENSMUSG00000004221	1160
ENSMUSG00000004231	0
ENSMUSG00000004233	235
ENSMUSG00000004263	317
ENSMUSG00000004264	1822
ENSMUSG00000004266	143
ENSMUSG00000004267	35742
ENSMUSG00000004268	622
ENSMUSG00000004270	612
ENSMUSG00000004285	2155
ENSMUSG00000004296	0
ENSMUSG00000004317	417
ENSMUSG00000004319	6110
ENSMUSG00000004328	119
ENSMUSG00000004341	1
ENSMUSG00000004344	0
ENSMUSG00000004347	173
ENSMUSG00000004356	752
ENSMUSG00000004359	0
ENSMUSG00000004360	1839
ENSMUSG00000004364	4389
ENSMUSG00000004366	5496
ENSMUSG00000004371	14
ENSMUSG00000004383	6425
ENSMUSG00000004393	1010
ENSMUSG00000004394	1526
ENSMUSG00000004415	109
ENSMUSG00000004446	337
ENSMUSG00000004451	434
ENSMUSG00000004455	250
ENSMUSG00000004460	1658
ENSMUSG00000004462	436
ENSMUSG00000004473	174
ENSMUSG00000004500	362
ENSMUSG00000004508	821
ENSMUSG00000004530	2503
ENSMUSG00000004535	5037
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	2
ENSMUSG00000004558	18200
ENSMUSG00000004561	571
ENSMUSG00000004562	734
ENSMUSG00000004565	1586
ENSMUSG00000004567	2038
ENSMUSG00000004568	1543
ENSMUSG00000004591	896
ENSMUSG00000004609	191
ENSMUSG00000004610	99
ENSMUSG00000004612	2
ENSMUSG00000004613	0
ENSMUSG00000004626	676
ENSMUSG00000004630	5
ENSMUSG00000004631	700
ENSMUSG00000004633	982
ENSMUSG00000004637	672
ENSMUSG00000004642	450
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	6
ENSMUSG00000004661	177
ENSMUSG00000004665	246
ENSMUSG00000004667	1573
ENSMUSG00000004668	4
ENSMUSG00000004677	1302
ENSMUSG00000004698	1904
ENSMUSG00000004707	6
ENSMUSG00000004709	4
ENSMUSG00000004730	177
ENSMUSG00000004748	1962
ENSMUSG00000004768	817
ENSMUSG00000004771	2187
ENSMUSG00000004788	835
ENSMUSG00000004789	3827
ENSMUSG00000004791	70
ENSMUSG00000004798	4181
ENSMUSG00000004814	20
ENSMUSG00000004815	852
ENSMUSG00000004821	0
ENSMUSG00000004837	114
ENSMUSG00000004842	3
ENSMUSG00000004843	1215
ENSMUSG00000004846	810
ENSMUSG00000004849	5508
ENSMUSG00000004864	9
ENSMUSG00000004865	2515
ENSMUSG00000004872	0
ENSMUSG00000004880	225
ENSMUSG00000004885	110
ENSMUSG00000004891	366
ENSMUSG00000004892	6455
ENSMUSG00000004894	167
ENSMUSG00000004895	1378
ENSMUSG00000004896	628
ENSMUSG00000004897	4707
ENSMUSG00000004902	1827
ENSMUSG00000004929	1451
ENSMUSG00000004931	386
ENSMUSG00000004933	4885
ENSMUSG00000004934	436
ENSMUSG00000004936	7637
ENSMUSG00000004937	4472
ENSMUSG00000004939	6
ENSMUSG00000004945	1083
ENSMUSG00000004947	194
ENSMUSG00000004948	0
ENSMUSG00000004951	39
ENSMUSG00000004952	108
ENSMUSG00000004961	6288
ENSMUSG00000004980	11293
ENSMUSG00000004988	5
ENSMUSG00000004994	360
ENSMUSG00000004996	152
ENSMUSG00000005034	17984
ENSMUSG00000005043	201
ENSMUSG00000005045	14350
ENSMUSG00000005054	403
ENSMUSG00000005057	125
ENSMUSG00000005069	1491
ENSMUSG00000005078	1002
ENSMUSG00000005087	115
ENSMUSG00000005089	85918
ENSMUSG00000005102	778
ENSMUSG00000005103	5474
ENSMUSG00000005107	35
ENSMUSG00000005124	193
ENSMUSG00000005125	1690
ENSMUSG00000005131	7
ENSMUSG00000005142	943
ENSMUSG00000005148	208
ENSMUSG00000005150	631
ENSMUSG00000005161	4886
ENSMUSG00000005198	3443
ENSMUSG00000005202	2
ENSMUSG00000005204	1715
ENSMUSG00000005220	4
ENSMUSG00000005225	416
ENSMUSG00000005232	0
ENSMUSG00000005233	14
ENSMUSG00000005237	127
ENSMUSG00000005251	14
ENSMUSG00000005262	1793
ENSMUSG00000005267	440
ENSMUSG00000005268	12
ENSMUSG00000005299	3081
ENSMUSG00000005312	5617
ENSMUSG00000005320	6
ENSMUSG00000005338	15879
ENSMUSG00000005339	0
ENSMUSG00000005354	3313
ENSMUSG00000005355	0
ENSMUSG00000005357	333
ENSMUSG00000005360	22235
ENSMUSG00000005362	1648
ENSMUSG00000005364	0
ENSMUSG00000005370	635
ENSMUSG00000005371	5046
ENSMUSG00000005373	96
ENSMUSG00000005374	1023
ENSMUSG00000005378	703
ENSMUSG00000005397	466
ENSMUSG00000005410	198
ENSMUSG00000005413	123
ENSMUSG00000005417	11496
ENSMUSG00000005442	6131
ENSMUSG00000005447	206
ENSMUSG00000005465	18
ENSMUSG00000005469	6652
ENSMUSG00000005470	17
ENSMUSG00000005474	0
ENSMUSG00000005481	432
ENSMUSG00000005483	1620
ENSMUSG00000005493	0
ENSMUSG00000005501	389
ENSMUSG00000005503	0
ENSMUSG00000005505	1023
ENSMUSG00000005506	6853
ENSMUSG00000005510	1081
ENSMUSG00000005514	2416
ENSMUSG00000005533	1775
ENSMUSG00000005534	1671
ENSMUSG00000005540	25
ENSMUSG00000005547	0
ENSMUSG00000005553	49
ENSMUSG00000005566	3637
ENSMUSG00000005575	3685
ENSMUSG00000005580	1717
ENSMUSG00000005583	21221
ENSMUSG00000005609	1862
ENSMUSG00000005610	18836
ENSMUSG00000005611	138
ENSMUSG00000005615	1203
ENSMUSG00000005621	1187
ENSMUSG00000005625	2898
ENSMUSG00000005628	20
ENSMUSG00000005640	36
ENSMUSG00000005649	1
ENSMUSG00000005656	924
ENSMUSG00000005667	120
ENSMUSG00000005672	1414
ENSMUSG00000005674	603
ENSMUSG00000005677	4
ENSMUSG00000005681	1
ENSMUSG00000005682	636
ENSMUSG00000005683	9149
ENSMUSG00000005686	696
ENSMUSG00000005687	1346
ENSMUSG00000005696	0
ENSMUSG00000005698	1940
ENSMUSG00000005699	574
ENSMUSG00000005705	9
ENSMUSG00000005716	1019
ENSMUSG00000005718	68
ENSMUSG00000005732	1442
ENSMUSG00000005763	5
ENSMUSG00000005774	663
ENSMUSG00000005779	2273
ENSMUSG00000005800	4
ENSMUSG00000005802	2475
ENSMUSG00000005803	118
ENSMUSG00000005804	1308
ENSMUSG00000005813	1147
ENSMUSG00000005823	676
ENSMUSG00000005824	0
ENSMUSG00000005836	2
ENSMUSG00000005846	1249
ENSMUSG00000005864	5
ENSMUSG00000005871	17824
ENSMUSG00000005873	9615
ENSMUSG00000005881	2650
ENSMUSG00000005882	1205
ENSMUSG00000005883	12
ENSMUSG00000005886	3195
ENSMUSG00000005891	0
ENSMUSG00000005892	41
ENSMUSG00000005893	2130
ENSMUSG00000005897	231
ENSMUSG00000005899	2070
ENSMUSG00000005907	737
ENSMUSG00000005917	188
ENSMUSG00000005936	2553
ENSMUSG00000005947	3
ENSMUSG00000005949	459
ENSMUSG00000005950	24
ENSMUSG00000005951	116
ENSMUSG00000005952	5
ENSMUSG00000005958	1076
ENSMUSG00000005968	36
ENSMUSG00000005973	614
ENSMUSG00000005980	213
ENSMUSG00000005981	2474
ENSMUSG00000005982	2615
ENSMUSG00000005983	127
ENSMUSG00000005986	1674
ENSMUSG00000005994	0
ENSMUSG00000006005	4640
ENSMUSG00000006007	0
ENSMUSG00000006010	1748
ENSMUSG00000006014	193
ENSMUSG00000006019	292
ENSMUSG00000006021	684
ENSMUSG00000006024	7290
ENSMUSG00000006050	1570
ENSMUSG00000006056	0
ENSMUSG00000006057	281
ENSMUSG00000006058	948
ENSMUSG00000006095	1776
ENSMUSG00000006127	1381
ENSMUSG00000006134	1210
ENSMUSG00000006143	3
ENSMUSG00000006154	43
ENSMUSG00000006169	1684
ENSMUSG00000006179	31
ENSMUSG00000006191	356
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	4165
ENSMUSG00000006215	1014
ENSMUSG00000006216	7
ENSMUSG00000006218	47
ENSMUSG00000006219	22
ENSMUSG00000006221	20
ENSMUSG00000006235	125
ENSMUSG00000006241	321
ENSMUSG00000006262	674
ENSMUSG00000006269	2
ENSMUSG00000006270	11
ENSMUSG00000006273	20267
ENSMUSG00000006276	1839
ENSMUSG00000006281	297
ENSMUSG00000006288	691
ENSMUSG00000006289	300
ENSMUSG00000006299	4133
