gene	con1.bam
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	1506
ENSMUSG00000000628	120
ENSMUSG00000000631	6149
ENSMUSG00000000632	6024
ENSMUSG00000000673	2
ENSMUSG00000000682	28
ENSMUSG00000000686	20
ENSMUSG00000000690	0
ENSMUSG00000000693	107
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	387
ENSMUSG00000000711	3727
ENSMUSG00000000724	0
ENSMUSG00000000730	3
ENSMUSG00000000731	7
ENSMUSG00000000732	37
ENSMUSG00000000738	1303
ENSMUSG00000000739	3
ENSMUSG00000000740	206
ENSMUSG00000000743	2429
ENSMUSG00000000751	1112
ENSMUSG00000000753	571
ENSMUSG00000000759	1219
ENSMUSG00000000766	16
ENSMUSG00000000776	698
ENSMUSG00000000782	156
ENSMUSG00000000787	5377
ENSMUSG00000000791	21
ENSMUSG00000000792	310
ENSMUSG00000000794	723
ENSMUSG00000000804	4675
ENSMUSG00000000805	1018
ENSMUSG00000000811	188
ENSMUSG00000000817	3
ENSMUSG00000000823	1484
ENSMUSG00000000826	10038
ENSMUSG00000000827	1539
ENSMUSG00000000838	1546
ENSMUSG00000000861	2433
ENSMUSG00000000869	248
ENSMUSG00000000876	504
ENSMUSG00000000881	7687
ENSMUSG00000000884	99
ENSMUSG00000000889	23
ENSMUSG00000000901	36
ENSMUSG00000000902	1618
ENSMUSG00000000903	6
ENSMUSG00000000915	2895
ENSMUSG00000000916	201
ENSMUSG00000000934	396
ENSMUSG00000000938	0
ENSMUSG00000000942	0
ENSMUSG00000000948	98
ENSMUSG00000000957	560
ENSMUSG00000000958	33
ENSMUSG00000000959	1269
ENSMUSG00000000976	394
ENSMUSG00000000982	6
ENSMUSG00000000983	22
ENSMUSG00000001014	60
ENSMUSG00000001016	2245
ENSMUSG00000001017	2948
ENSMUSG00000001018	1389
ENSMUSG00000001020	5
ENSMUSG00000001021	15
ENSMUSG00000001023	0
ENSMUSG00000001025	567
ENSMUSG00000001027	1
ENSMUSG00000001029	86
ENSMUSG00000001034	527
ENSMUSG00000001036	3490
ENSMUSG00000001039	452
ENSMUSG00000001052	1643
ENSMUSG00000001053	490
ENSMUSG00000001054	1330
ENSMUSG00000001056	1062
ENSMUSG00000001062	1374
ENSMUSG00000001065	294
ENSMUSG00000001076	0
ENSMUSG00000001082	354
ENSMUSG00000001089	2366
ENSMUSG00000001095	1
ENSMUSG00000001098	807
ENSMUSG00000001100	3103
ENSMUSG00000001103	161
ENSMUSG00000001105	1395
ENSMUSG00000001119	1323
ENSMUSG00000001120	1433
ENSMUSG00000001123	230
ENSMUSG00000001127	3473
ENSMUSG00000001128	127
ENSMUSG00000001131	28
ENSMUSG00000001134	67
ENSMUSG00000001138	757
ENSMUSG00000001143	1034
ENSMUSG00000001150	1562
ENSMUSG00000001151	1014
ENSMUSG00000001155	0
ENSMUSG00000001156	668
ENSMUSG00000001157	617
ENSMUSG00000001158	990
ENSMUSG00000001166	37
ENSMUSG00000001168	0
ENSMUSG00000001173	2098
ENSMUSG00000001175	96529
ENSMUSG00000001211	7826
ENSMUSG00000001225	5
ENSMUSG00000001227	2825
ENSMUSG00000001228	18
ENSMUSG00000001229	2379
ENSMUSG00000001240	397
ENSMUSG00000001247	258
ENSMUSG00000001248	2960
ENSMUSG00000001249	11
ENSMUSG00000001260	508
ENSMUSG00000001270	17313
ENSMUSG00000001280	574
ENSMUSG00000001281	15
ENSMUSG00000001285	505
ENSMUSG00000001288	266
ENSMUSG00000001289	3288
ENSMUSG00000001300	1972
ENSMUSG00000001305	282
ENSMUSG00000001313	2680
ENSMUSG00000001323	2041
ENSMUSG00000001333	20
ENSMUSG00000001334	2096
ENSMUSG00000001348	6
ENSMUSG00000001349	24
ENSMUSG00000001366	2255
ENSMUSG00000001376	1840
ENSMUSG00000001380	3541
ENSMUSG00000001383	8368
ENSMUSG00000001403	15
ENSMUSG00000001415	3462
ENSMUSG00000001416	3136
ENSMUSG00000001418	1133
ENSMUSG00000001419	6935
ENSMUSG00000001420	19
ENSMUSG00000001424	2100
ENSMUSG00000001435	164
ENSMUSG00000001436	417
ENSMUSG00000001440	5488
ENSMUSG00000001441	4169
ENSMUSG00000001444	12
ENSMUSG00000001445	1515
ENSMUSG00000001467	2116
ENSMUSG00000001472	22557
ENSMUSG00000001473	140
ENSMUSG00000001482	1472
ENSMUSG00000001493	15
ENSMUSG00000001494	3
ENSMUSG00000001496	5
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	556
ENSMUSG00000001507	613
ENSMUSG00000001508	11
ENSMUSG00000001510	0
ENSMUSG00000001517	43
ENSMUSG00000001518	474
ENSMUSG00000001520	260
ENSMUSG00000001521	430
ENSMUSG00000001524	397
ENSMUSG00000001525	18188
ENSMUSG00000001542	655
ENSMUSG00000001552	1486
ENSMUSG00000001555	179
ENSMUSG00000001558	9
ENSMUSG00000001566	0
ENSMUSG00000001569	915
ENSMUSG00000001576	3327
ENSMUSG00000001583	1
ENSMUSG00000001588	1
ENSMUSG00000001604	13
ENSMUSG00000001622	0
ENSMUSG00000001627	1182
ENSMUSG00000001630	536
ENSMUSG00000001632	995
ENSMUSG00000001642	120
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	154
ENSMUSG00000001665	33
ENSMUSG00000001666	532
ENSMUSG00000001670	0
ENSMUSG00000001672	8
ENSMUSG00000001674	168
ENSMUSG00000001687	3161
ENSMUSG00000001700	512
ENSMUSG00000001707	456
ENSMUSG00000001729	4884
ENSMUSG00000001739	0
ENSMUSG00000001741	68
ENSMUSG00000001750	292
ENSMUSG00000001751	260
ENSMUSG00000001755	757
ENSMUSG00000001761	422
ENSMUSG00000001763	608
ENSMUSG00000001767	568
ENSMUSG00000001768	909
ENSMUSG00000001773	128
ENSMUSG00000001774	1637
ENSMUSG00000001783	2916
ENSMUSG00000001785	596
ENSMUSG00000001786	1185
ENSMUSG00000001794	4874
ENSMUSG00000001802	2734
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	9
ENSMUSG00000001829	1752
ENSMUSG00000001833	13471
ENSMUSG00000001844	492
ENSMUSG00000001847	7535
ENSMUSG00000001855	885
ENSMUSG00000001864	176
ENSMUSG00000001865	0
ENSMUSG00000001870	266
ENSMUSG00000001891	2259
ENSMUSG00000001901	97
ENSMUSG00000001909	1278
ENSMUSG00000001910	3781
ENSMUSG00000001911	4608
ENSMUSG00000001918	91
ENSMUSG00000001924	10651
ENSMUSG00000001930	480
ENSMUSG00000001942	676
ENSMUSG00000001943	435
ENSMUSG00000001946	390
ENSMUSG00000001948	67
ENSMUSG00000001962	560
ENSMUSG00000001964	999
ENSMUSG00000001983	256
ENSMUSG00000001985	3029
ENSMUSG00000001986	7713
ENSMUSG00000001988	412
ENSMUSG00000001995	1380
ENSMUSG00000001998	174
ENSMUSG00000001999	414
ENSMUSG00000002006	4074
ENSMUSG00000002007	98
ENSMUSG00000002010	3899
ENSMUSG00000002012	1537
ENSMUSG00000002014	922
ENSMUSG00000002015	1694
ENSMUSG00000002017	1114
ENSMUSG00000002020	18
ENSMUSG00000002028	3086
ENSMUSG00000002031	1356
ENSMUSG00000002032	1279
ENSMUSG00000002033	3
ENSMUSG00000002043	138
ENSMUSG00000002052	5521
ENSMUSG00000002055	244
ENSMUSG00000002057	0
ENSMUSG00000002058	878
ENSMUSG00000002059	236
ENSMUSG00000002064	1171
ENSMUSG00000002068	477
ENSMUSG00000002076	14
ENSMUSG00000002083	146
ENSMUSG00000002100	43
ENSMUSG00000002102	5113
ENSMUSG00000002103	2104
ENSMUSG00000002104	7
ENSMUSG00000002105	529
ENSMUSG00000002107	7825
ENSMUSG00000002108	89
ENSMUSG00000002109	186
ENSMUSG00000002111	91
ENSMUSG00000002129	2215
ENSMUSG00000002147	371
ENSMUSG00000002190	391
ENSMUSG00000002204	21
ENSMUSG00000002205	706
ENSMUSG00000002210	1009
ENSMUSG00000002221	1292
ENSMUSG00000002222	3211
ENSMUSG00000002227	159
ENSMUSG00000002228	9
ENSMUSG00000002233	532
ENSMUSG00000002240	0
ENSMUSG00000002249	53
ENSMUSG00000002250	727
ENSMUSG00000002257	78
ENSMUSG00000002265	6009
ENSMUSG00000002266	78
ENSMUSG00000002274	768
ENSMUSG00000002279	473
ENSMUSG00000002280	645
ENSMUSG00000002289	117
ENSMUSG00000002297	45
ENSMUSG00000002307	608
ENSMUSG00000002308	306
ENSMUSG00000002319	2122
ENSMUSG00000002320	645
ENSMUSG00000002324	0
ENSMUSG00000002325	210
ENSMUSG00000002326	589
ENSMUSG00000002329	1412
ENSMUSG00000002332	1904
ENSMUSG00000002341	6383
ENSMUSG00000002342	783
ENSMUSG00000002343	758
ENSMUSG00000002345	659
ENSMUSG00000002346	879
ENSMUSG00000002365	240
ENSMUSG00000002372	2141
ENSMUSG00000002379	1976
ENSMUSG00000002384	1
ENSMUSG00000002393	282
ENSMUSG00000002395	1310
ENSMUSG00000002396	488
ENSMUSG00000002409	581
ENSMUSG00000002413	3071
ENSMUSG00000002416	1220
ENSMUSG00000002428	587
ENSMUSG00000002455	1853
ENSMUSG00000002458	627
ENSMUSG00000002459	814
ENSMUSG00000002475	1336
ENSMUSG00000002477	698
ENSMUSG00000002486	353
ENSMUSG00000002489	1857
ENSMUSG00000002496	2522
ENSMUSG00000002500	6
ENSMUSG00000002504	1017
ENSMUSG00000002524	4137
ENSMUSG00000002546	3552
ENSMUSG00000002550	774
ENSMUSG00000002565	1
ENSMUSG00000002578	415
ENSMUSG00000002580	1901
ENSMUSG00000002588	0
ENSMUSG00000002602	1703
ENSMUSG00000002603	158
ENSMUSG00000002608	1404
ENSMUSG00000002617	363
ENSMUSG00000002625	2189
ENSMUSG00000002633	50
ENSMUSG00000002635	317
ENSMUSG00000002658	2618
ENSMUSG00000002660	1196
ENSMUSG00000002661	281
ENSMUSG00000002664	18
ENSMUSG00000002668	26
ENSMUSG00000002679	394
ENSMUSG00000002688	219
ENSMUSG00000002699	73
ENSMUSG00000002718	1837
ENSMUSG00000002728	935
ENSMUSG00000002731	435
ENSMUSG00000002732	64
ENSMUSG00000002733	966
ENSMUSG00000002741	3309
ENSMUSG00000002748	3247
ENSMUSG00000002763	1408
ENSMUSG00000002767	751
ENSMUSG00000002768	2556
ENSMUSG00000002769	0
ENSMUSG00000002771	463
ENSMUSG00000002778	1644
ENSMUSG00000002781	563
ENSMUSG00000002797	344
ENSMUSG00000002799	962
ENSMUSG00000002803	1507
ENSMUSG00000002804	196
ENSMUSG00000002808	3637
ENSMUSG00000002812	1405
ENSMUSG00000002814	101
ENSMUSG00000002820	569
ENSMUSG00000002825	271
ENSMUSG00000002831	45
ENSMUSG00000002833	2306
ENSMUSG00000002835	88
ENSMUSG00000002844	2328
ENSMUSG00000002845	134
ENSMUSG00000002846	533
ENSMUSG00000002847	21
ENSMUSG00000002870	148
ENSMUSG00000002871	484
ENSMUSG00000002881	730
ENSMUSG00000002885	285
ENSMUSG00000002897	644
ENSMUSG00000002900	673
ENSMUSG00000002908	815
ENSMUSG00000002910	224
ENSMUSG00000002930	14
ENSMUSG00000002944	17
ENSMUSG00000002948	1614
ENSMUSG00000002949	1383
ENSMUSG00000002957	6611
ENSMUSG00000002963	539
ENSMUSG00000002968	1919
ENSMUSG00000002980	435
ENSMUSG00000002981	5462
ENSMUSG00000002983	125
ENSMUSG00000002984	2018
ENSMUSG00000002985	48533
ENSMUSG00000002992	0
ENSMUSG00000002996	368
ENSMUSG00000002997	1600
ENSMUSG00000003031	890
ENSMUSG00000003032	169
ENSMUSG00000003033	1981
ENSMUSG00000003037	1466
ENSMUSG00000003038	124
ENSMUSG00000003039	4047
ENSMUSG00000003051	3
ENSMUSG00000003053	0
ENSMUSG00000003062	665
ENSMUSG00000003068	1949
ENSMUSG00000003070	215
ENSMUSG00000003072	6503
ENSMUSG00000003099	4008
ENSMUSG00000003119	681
ENSMUSG00000003123	262
ENSMUSG00000003131	4965
ENSMUSG00000003134	640
ENSMUSG00000003135	976
ENSMUSG00000003153	4693
ENSMUSG00000003154	1058
ENSMUSG00000003161	1537
ENSMUSG00000003166	2318
ENSMUSG00000003184	458
ENSMUSG00000003190	46
ENSMUSG00000003198	110
ENSMUSG00000003199	2049
ENSMUSG00000003200	871
ENSMUSG00000003206	53
ENSMUSG00000003208	178
ENSMUSG00000003226	3434
ENSMUSG00000003227	8
ENSMUSG00000003228	580
ENSMUSG00000003233	1033
ENSMUSG00000003234	2099
ENSMUSG00000003235	1959
ENSMUSG00000003269	2676
ENSMUSG00000003271	326
ENSMUSG00000003273	4930
ENSMUSG00000003279	16349
ENSMUSG00000003282	55
ENSMUSG00000003283	59
ENSMUSG00000003299	999
ENSMUSG00000003308	2266
ENSMUSG00000003309	15
ENSMUSG00000003316	6229
ENSMUSG00000003341	9
ENSMUSG00000003344	2483
ENSMUSG00000003345	5681
ENSMUSG00000003346	2768
ENSMUSG00000003348	348
ENSMUSG00000003352	10177
ENSMUSG00000003354	373
ENSMUSG00000003355	20
ENSMUSG00000003360	1695
ENSMUSG00000003363	26437
ENSMUSG00000003378	5590
ENSMUSG00000003379	13
ENSMUSG00000003380	1962
ENSMUSG00000003382	717
ENSMUSG00000003402	2051
ENSMUSG00000003410	6753
ENSMUSG00000003411	1583
ENSMUSG00000003418	69
ENSMUSG00000003420	567
ENSMUSG00000003421	1506
ENSMUSG00000003423	713
ENSMUSG00000003429	3669
ENSMUSG00000003435	4893
ENSMUSG00000003436	44
ENSMUSG00000003437	1929
ENSMUSG00000003438	766
ENSMUSG00000003444	227
ENSMUSG00000003452	768
ENSMUSG00000003458	1761
ENSMUSG00000003464	2475
ENSMUSG00000003469	16614
ENSMUSG00000003476	27
ENSMUSG00000003477	14
ENSMUSG00000003484	0
ENSMUSG00000003500	1915
ENSMUSG00000003505	0
ENSMUSG00000003518	6683
ENSMUSG00000003526	599
ENSMUSG00000003527	955
ENSMUSG00000003528	918
ENSMUSG00000003531	1460
ENSMUSG00000003534	1609
ENSMUSG00000003541	236
ENSMUSG00000003545	443
ENSMUSG00000003546	619
ENSMUSG00000003549	404
ENSMUSG00000003555	1
ENSMUSG00000003559	394
ENSMUSG00000003573	119
ENSMUSG00000003575	5305
ENSMUSG00000003581	676
ENSMUSG00000003585	1449
ENSMUSG00000003604	269
ENSMUSG00000003617	594
ENSMUSG00000003623	810
ENSMUSG00000003644	422
ENSMUSG00000003657	527
ENSMUSG00000003660	3732
ENSMUSG00000003662	1706
ENSMUSG00000003665	22
ENSMUSG00000003680	437
ENSMUSG00000003721	1163
ENSMUSG00000003731	3189
ENSMUSG00000003746	1066
ENSMUSG00000003752	116
ENSMUSG00000003762	816
ENSMUSG00000003778	1491
ENSMUSG00000003779	41
ENSMUSG00000003808	855
ENSMUSG00000003809	818
ENSMUSG00000003810	4623
ENSMUSG00000003812	161
ENSMUSG00000003813	1338
ENSMUSG00000003814	14554
ENSMUSG00000003824	74
ENSMUSG00000003847	1958
ENSMUSG00000003848	703
ENSMUSG00000003849	88
ENSMUSG00000003863	6498
ENSMUSG00000003865	543
ENSMUSG00000003868	697
ENSMUSG00000003872	1275
ENSMUSG00000003873	788
ENSMUSG00000003882	28
ENSMUSG00000003923	837
ENSMUSG00000003929	532
ENSMUSG00000003934	1884
ENSMUSG00000003948	7067
ENSMUSG00000003949	4343
ENSMUSG00000003955	688
ENSMUSG00000003970	6945
ENSMUSG00000003974	2160
ENSMUSG00000003992	2270
ENSMUSG00000004018	144
ENSMUSG00000004031	4278
ENSMUSG00000004032	3695
ENSMUSG00000004035	426
ENSMUSG00000004038	3
ENSMUSG00000004040	1259
ENSMUSG00000004043	40
ENSMUSG00000004044	769
ENSMUSG00000004054	513
ENSMUSG00000004056	2546
ENSMUSG00000004069	2189
ENSMUSG00000004070	1512
ENSMUSG00000004071	5834
ENSMUSG00000004085	143
ENSMUSG00000004096	2051
ENSMUSG00000004098	40
ENSMUSG00000004099	1819
ENSMUSG00000004100	471
ENSMUSG00000004105	126
ENSMUSG00000004110	5300
ENSMUSG00000004113	4490
ENSMUSG00000004127	204
ENSMUSG00000004151	1064
ENSMUSG00000004187	18289
ENSMUSG00000004207	41927
ENSMUSG00000004221	1005
ENSMUSG00000004231	4
ENSMUSG00000004233	181
ENSMUSG00000004263	345
ENSMUSG00000004264	2022
ENSMUSG00000004266	196
ENSMUSG00000004267	34872
ENSMUSG00000004268	750
ENSMUSG00000004270	520
ENSMUSG00000004285	2882
ENSMUSG00000004296	0
ENSMUSG00000004317	351
ENSMUSG00000004319	5102
ENSMUSG00000004328	86
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	131
ENSMUSG00000004356	506
ENSMUSG00000004359	0
ENSMUSG00000004360	1484
ENSMUSG00000004364	3836
ENSMUSG00000004366	8571
ENSMUSG00000004371	5
ENSMUSG00000004383	5211
ENSMUSG00000004393	1079
ENSMUSG00000004394	1468
ENSMUSG00000004415	115
ENSMUSG00000004446	326
ENSMUSG00000004451	509
ENSMUSG00000004455	268
ENSMUSG00000004460	1689
ENSMUSG00000004462	378
ENSMUSG00000004473	178
ENSMUSG00000004500	266
ENSMUSG00000004508	703
ENSMUSG00000004530	2193
ENSMUSG00000004535	5017
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	2
ENSMUSG00000004558	18588
ENSMUSG00000004561	411
ENSMUSG00000004562	568
ENSMUSG00000004565	1185
ENSMUSG00000004567	1761
ENSMUSG00000004568	1409
ENSMUSG00000004591	678
ENSMUSG00000004609	134
ENSMUSG00000004610	86
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	470
ENSMUSG00000004630	5
ENSMUSG00000004631	722
ENSMUSG00000004633	1015
ENSMUSG00000004637	590
ENSMUSG00000004642	422
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	16
ENSMUSG00000004661	104
ENSMUSG00000004665	307
ENSMUSG00000004667	1987
ENSMUSG00000004668	0
ENSMUSG00000004677	870
ENSMUSG00000004698	1549
ENSMUSG00000004707	8
ENSMUSG00000004709	1
ENSMUSG00000004730	134
ENSMUSG00000004748	2211
ENSMUSG00000004768	792
ENSMUSG00000004771	2361
ENSMUSG00000004788	962
ENSMUSG00000004789	3661
ENSMUSG00000004791	75
ENSMUSG00000004798	3659
ENSMUSG00000004814	38
ENSMUSG00000004815	566
ENSMUSG00000004821	0
ENSMUSG00000004837	154
ENSMUSG00000004842	0
ENSMUSG00000004843	1244
ENSMUSG00000004846	665
ENSMUSG00000004849	6376
ENSMUSG00000004864	8
ENSMUSG00000004865	2139
ENSMUSG00000004872	0
ENSMUSG00000004880	195
ENSMUSG00000004885	231
ENSMUSG00000004891	452
ENSMUSG00000004892	6145
ENSMUSG00000004894	145
ENSMUSG00000004895	1476
ENSMUSG00000004896	430
ENSMUSG00000004897	4684
ENSMUSG00000004902	2379
ENSMUSG00000004929	1424
ENSMUSG00000004931	380
ENSMUSG00000004933	4686
ENSMUSG00000004934	467
ENSMUSG00000004936	7543
ENSMUSG00000004937	4778
ENSMUSG00000004939	3
ENSMUSG00000004945	1249
ENSMUSG00000004947	205
ENSMUSG00000004948	0
ENSMUSG00000004951	60
ENSMUSG00000004952	108
ENSMUSG00000004961	6971
ENSMUSG00000004980	9795
ENSMUSG00000004988	0
ENSMUSG00000004994	347
ENSMUSG00000004996	161
ENSMUSG00000005034	15975
ENSMUSG00000005043	149
ENSMUSG00000005045	10594
ENSMUSG00000005054	581
ENSMUSG00000005057	126
ENSMUSG00000005069	1304
ENSMUSG00000005078	1044
ENSMUSG00000005087	135
ENSMUSG00000005089	67732
ENSMUSG00000005102	642
ENSMUSG00000005103	5301
ENSMUSG00000005107	41
ENSMUSG00000005124	156
ENSMUSG00000005125	1796
ENSMUSG00000005131	9
ENSMUSG00000005142	796
ENSMUSG00000005148	230
ENSMUSG00000005150	647
ENSMUSG00000005161	5938
ENSMUSG00000005198	2485
ENSMUSG00000005202	0
ENSMUSG00000005204	1593
ENSMUSG00000005220	13
ENSMUSG00000005225	368
ENSMUSG00000005232	2
ENSMUSG00000005233	5
ENSMUSG00000005237	100
ENSMUSG00000005251	11
ENSMUSG00000005262	1769
ENSMUSG00000005267	392
ENSMUSG00000005268	5
ENSMUSG00000005299	2964
ENSMUSG00000005312	5241
ENSMUSG00000005320	6
ENSMUSG00000005338	14911
ENSMUSG00000005339	0
ENSMUSG00000005354	3970
ENSMUSG00000005355	0
ENSMUSG00000005357	337
ENSMUSG00000005360	20804
ENSMUSG00000005362	1466
ENSMUSG00000005364	0
ENSMUSG00000005370	643
ENSMUSG00000005371	4107
ENSMUSG00000005373	84
ENSMUSG00000005374	843
ENSMUSG00000005378	747
ENSMUSG00000005397	373
ENSMUSG00000005410	241
ENSMUSG00000005413	194
ENSMUSG00000005417	8937
ENSMUSG00000005442	4767
ENSMUSG00000005447	283
ENSMUSG00000005465	2
ENSMUSG00000005469	6415
ENSMUSG00000005470	7
ENSMUSG00000005474	0
ENSMUSG00000005481	424
ENSMUSG00000005483	2066
ENSMUSG00000005493	3
ENSMUSG00000005501	323
ENSMUSG00000005503	0
ENSMUSG00000005505	1150
ENSMUSG00000005506	5150
ENSMUSG00000005510	1243
ENSMUSG00000005514	2386
ENSMUSG00000005533	1331
ENSMUSG00000005534	1214
ENSMUSG00000005540	20
ENSMUSG00000005547	0
ENSMUSG00000005553	41
ENSMUSG00000005566	3219
ENSMUSG00000005575	4139
ENSMUSG00000005580	1135
ENSMUSG00000005583	17290
ENSMUSG00000005609	1651
ENSMUSG00000005610	16741
ENSMUSG00000005611	106
ENSMUSG00000005615	1009
ENSMUSG00000005621	972
ENSMUSG00000005625	2939
ENSMUSG00000005628	8
ENSMUSG00000005640	24
ENSMUSG00000005649	1
ENSMUSG00000005656	909
ENSMUSG00000005667	135
ENSMUSG00000005672	1112
ENSMUSG00000005674	619
ENSMUSG00000005677	0
ENSMUSG00000005681	0
ENSMUSG00000005682	505
ENSMUSG00000005683	8711
ENSMUSG00000005686	657
ENSMUSG00000005687	1397
ENSMUSG00000005696	0
ENSMUSG00000005698	1791
ENSMUSG00000005699	669
ENSMUSG00000005705	18
ENSMUSG00000005716	1452
ENSMUSG00000005718	77
ENSMUSG00000005732	1665
ENSMUSG00000005763	0
ENSMUSG00000005774	472
ENSMUSG00000005779	2662
ENSMUSG00000005800	0
ENSMUSG00000005802	2235
ENSMUSG00000005803	192
ENSMUSG00000005804	1188
ENSMUSG00000005813	1162
ENSMUSG00000005823	663
ENSMUSG00000005824	0
ENSMUSG00000005836	2
ENSMUSG00000005846	1508
ENSMUSG00000005864	2
ENSMUSG00000005871	14242
ENSMUSG00000005873	10049
ENSMUSG00000005881	3185
ENSMUSG00000005882	1244
ENSMUSG00000005883	16
ENSMUSG00000005886	2243
ENSMUSG00000005891	0
ENSMUSG00000005892	81
ENSMUSG00000005893	1513
ENSMUSG00000005897	195
ENSMUSG00000005899	1321
ENSMUSG00000005907	673
ENSMUSG00000005917	151
ENSMUSG00000005936	2356
ENSMUSG00000005947	10
ENSMUSG00000005949	373
ENSMUSG00000005950	16
ENSMUSG00000005951	91
ENSMUSG00000005952	0
ENSMUSG00000005958	936
ENSMUSG00000005968	28
ENSMUSG00000005973	737
ENSMUSG00000005980	145
ENSMUSG00000005981	2201
ENSMUSG00000005982	2565
ENSMUSG00000005983	126
ENSMUSG00000005986	1602
ENSMUSG00000005994	0
ENSMUSG00000006005	3625
ENSMUSG00000006007	0
ENSMUSG00000006010	1655
ENSMUSG00000006014	167
ENSMUSG00000006019	247
ENSMUSG00000006021	716
ENSMUSG00000006024	7674
ENSMUSG00000006050	1454
ENSMUSG00000006056	1
ENSMUSG00000006057	411
ENSMUSG00000006058	1166
ENSMUSG00000006095	1917
ENSMUSG00000006127	1250
ENSMUSG00000006134	953
ENSMUSG00000006143	7
ENSMUSG00000006154	19
ENSMUSG00000006169	1465
ENSMUSG00000006179	42
ENSMUSG00000006191	335
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	4827
ENSMUSG00000006215	1128
ENSMUSG00000006216	8
ENSMUSG00000006218	49
ENSMUSG00000006219	30
ENSMUSG00000006221	25
ENSMUSG00000006235	123
ENSMUSG00000006241	186
ENSMUSG00000006262	564
ENSMUSG00000006269	0
ENSMUSG00000006270	2
ENSMUSG00000006273	19201
ENSMUSG00000006276	1648
ENSMUSG00000006281	195
ENSMUSG00000006288	721
ENSMUSG00000006289	366
ENSMUSG00000006299	4076
ENSMUSG00000006301	747
