gene	exgf2.bam
ENSMUSG00000000690	0
ENSMUSG00000000693	86
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	353
ENSMUSG00000000711	2943
ENSMUSG00000000724	1
ENSMUSG00000000730	1
ENSMUSG00000000731	2
ENSMUSG00000000732	54
ENSMUSG00000000738	1310
ENSMUSG00000000739	2
ENSMUSG00000000740	195
ENSMUSG00000000743	2160
ENSMUSG00000000751	929
ENSMUSG00000000753	320
ENSMUSG00000000759	1122
ENSMUSG00000000766	25
ENSMUSG00000000776	583
ENSMUSG00000000782	134
ENSMUSG00000000787	5970
ENSMUSG00000000791	17
ENSMUSG00000000792	175
ENSMUSG00000000794	564
ENSMUSG00000000804	5247
ENSMUSG00000000805	1149
ENSMUSG00000000811	208
ENSMUSG00000000817	1
ENSMUSG00000000823	2057
ENSMUSG00000000826	10221
ENSMUSG00000000827	1235
ENSMUSG00000000838	1717
ENSMUSG00000000861	2114
ENSMUSG00000000869	290
ENSMUSG00000000876	410
ENSMUSG00000000881	6862
ENSMUSG00000000884	94
ENSMUSG00000000889	15
ENSMUSG00000000901	31
ENSMUSG00000000902	1401
ENSMUSG00000000903	4
ENSMUSG00000000915	2801
ENSMUSG00000000916	248
ENSMUSG00000000934	314
ENSMUSG00000000938	0
ENSMUSG00000000942	0
ENSMUSG00000000948	136
ENSMUSG00000000957	447
ENSMUSG00000000958	34
ENSMUSG00000000959	1087
ENSMUSG00000000976	506
ENSMUSG00000000982	0
ENSMUSG00000000983	5
ENSMUSG00000001014	51
ENSMUSG00000001016	1645
ENSMUSG00000001017	2733
ENSMUSG00000001018	996
ENSMUSG00000001020	1
ENSMUSG00000001021	11
ENSMUSG00000001023	0
ENSMUSG00000001025	366
ENSMUSG00000001027	0
ENSMUSG00000001029	51
ENSMUSG00000001034	587
ENSMUSG00000001036	3176
ENSMUSG00000001039	364
ENSMUSG00000001052	1695
ENSMUSG00000001053	349
ENSMUSG00000001054	1165
ENSMUSG00000001056	624
ENSMUSG00000001062	1587
ENSMUSG00000001065	375
ENSMUSG00000001076	2
ENSMUSG00000001082	404
ENSMUSG00000001089	2430
ENSMUSG00000001095	0
ENSMUSG00000001098	759
ENSMUSG00000001100	2527
ENSMUSG00000001103	94
ENSMUSG00000001105	1077
ENSMUSG00000001119	2498
ENSMUSG00000001120	1338
ENSMUSG00000001123	153
ENSMUSG00000001127	2759
ENSMUSG00000001128	254
ENSMUSG00000001131	12
ENSMUSG00000001134	63
ENSMUSG00000001138	774
ENSMUSG00000001143	943
ENSMUSG00000001150	1688
ENSMUSG00000001151	1018
ENSMUSG00000001155	2
ENSMUSG00000001156	580
ENSMUSG00000001157	595
ENSMUSG00000001158	777
ENSMUSG00000001166	22
ENSMUSG00000001168	0
ENSMUSG00000001173	2246
ENSMUSG00000001175	84459
ENSMUSG00000001211	7846
ENSMUSG00000001225	0
ENSMUSG00000001227	2743
ENSMUSG00000001228	21
ENSMUSG00000001229	2419
ENSMUSG00000001240	296
ENSMUSG00000001247	217
ENSMUSG00000001248	3506
ENSMUSG00000001249	27
ENSMUSG00000001260	501
ENSMUSG00000001270	16102
ENSMUSG00000001280	790
ENSMUSG00000001281	14
ENSMUSG00000001285	467
ENSMUSG00000001288	265
ENSMUSG00000001289	1471
ENSMUSG00000001300	1487
ENSMUSG00000001305	253
ENSMUSG00000001313	2281
ENSMUSG00000001323	1968
ENSMUSG00000001333	43
ENSMUSG00000001334	1961
ENSMUSG00000001348	6
ENSMUSG00000001349	6
ENSMUSG00000001366	1982
ENSMUSG00000001376	1846
ENSMUSG00000001380	2831
ENSMUSG00000001383	6096
ENSMUSG00000001403	10
ENSMUSG00000001415	3331
ENSMUSG00000001416	2208
ENSMUSG00000001418	806
ENSMUSG00000001419	7579
ENSMUSG00000001420	27
ENSMUSG00000001424	1799
ENSMUSG00000001435	158
ENSMUSG00000001436	375
ENSMUSG00000001440	5351
ENSMUSG00000001441	4168
ENSMUSG00000001444	6
ENSMUSG00000001445	1139
ENSMUSG00000001467	1814
ENSMUSG00000001472	21907
ENSMUSG00000001473	83
ENSMUSG00000001482	1271
ENSMUSG00000001493	30
ENSMUSG00000001494	1
ENSMUSG00000001496	1
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	415
ENSMUSG00000001507	514
ENSMUSG00000001508	5
ENSMUSG00000001510	0
ENSMUSG00000001517	33
ENSMUSG00000001518	440
ENSMUSG00000001520	293
ENSMUSG00000001521	482
ENSMUSG00000001524	269
ENSMUSG00000001525	14335
ENSMUSG00000001542	683
ENSMUSG00000001552	1183
ENSMUSG00000001555	127
ENSMUSG00000001558	11
ENSMUSG00000001566	0
ENSMUSG00000001569	894
ENSMUSG00000001576	3248
ENSMUSG00000001583	2
ENSMUSG00000001588	8
ENSMUSG00000001604	12
ENSMUSG00000001622	0
ENSMUSG00000001627	1081
ENSMUSG00000001630	566
ENSMUSG00000001632	1001
ENSMUSG00000001642	113
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	89
ENSMUSG00000001665	19
ENSMUSG00000001666	310
ENSMUSG00000001670	1
ENSMUSG00000001672	8
ENSMUSG00000001674	174
ENSMUSG00000001687	3097
ENSMUSG00000001700	388
ENSMUSG00000001707	335
ENSMUSG00000001729	4297
ENSMUSG00000001739	2
ENSMUSG00000001741	25
ENSMUSG00000001750	324
ENSMUSG00000001751	226
ENSMUSG00000001755	639
ENSMUSG00000001761	257
ENSMUSG00000001763	523
ENSMUSG00000001767	546
ENSMUSG00000001768	771
ENSMUSG00000001773	97
ENSMUSG00000001774	1433
ENSMUSG00000001783	2497
ENSMUSG00000001785	443
ENSMUSG00000001786	1039
ENSMUSG00000001794	3521
ENSMUSG00000001802	2897
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	7
ENSMUSG00000001829	1680
ENSMUSG00000001833	12198
ENSMUSG00000001844	466
ENSMUSG00000001847	5994
ENSMUSG00000001855	932
ENSMUSG00000001864	130
ENSMUSG00000001865	2
ENSMUSG00000001870	285
ENSMUSG00000001891	1971
ENSMUSG00000001901	88
ENSMUSG00000001909	1626
ENSMUSG00000001910	3765
ENSMUSG00000001911	4859
ENSMUSG00000001918	50
ENSMUSG00000001924	9925
ENSMUSG00000001930	359
ENSMUSG00000001942	698
ENSMUSG00000001943	575
ENSMUSG00000001946	449
ENSMUSG00000001948	53
ENSMUSG00000001962	605
ENSMUSG00000001964	755
ENSMUSG00000001983	239
ENSMUSG00000001985	3549
ENSMUSG00000001986	8684
ENSMUSG00000001988	363
ENSMUSG00000001995	1545
ENSMUSG00000001998	239
ENSMUSG00000001999	332
ENSMUSG00000002006	3300
ENSMUSG00000002007	193
ENSMUSG00000002010	3335
ENSMUSG00000002012	1163
ENSMUSG00000002014	736
ENSMUSG00000002015	1307
ENSMUSG00000002017	1316
ENSMUSG00000002020	19
ENSMUSG00000002028	4142
ENSMUSG00000002031	1113
ENSMUSG00000002032	1550
ENSMUSG00000002033	0
ENSMUSG00000002043	112
ENSMUSG00000002052	5417
ENSMUSG00000002055	507
ENSMUSG00000002057	0
ENSMUSG00000002058	663
ENSMUSG00000002059	274
ENSMUSG00000002064	860
ENSMUSG00000002068	392
ENSMUSG00000002076	8
ENSMUSG00000002083	121
ENSMUSG00000002100	23
ENSMUSG00000002102	3706
ENSMUSG00000002103	1928
ENSMUSG00000002104	14
ENSMUSG00000002105	525
ENSMUSG00000002107	9447
ENSMUSG00000002108	58
ENSMUSG00000002109	197
ENSMUSG00000002111	54
ENSMUSG00000002129	2095
ENSMUSG00000002147	365
ENSMUSG00000002190	415
ENSMUSG00000002204	44
ENSMUSG00000002205	543
ENSMUSG00000002210	904
ENSMUSG00000002221	1324
ENSMUSG00000002222	3439
ENSMUSG00000002227	240
ENSMUSG00000002228	17
ENSMUSG00000002233	318
ENSMUSG00000002240	1
ENSMUSG00000002249	66
ENSMUSG00000002250	741
ENSMUSG00000002257	43
ENSMUSG00000002265	9108
ENSMUSG00000002266	96
ENSMUSG00000002274	564
ENSMUSG00000002279	411
ENSMUSG00000002280	608
ENSMUSG00000002289	57
ENSMUSG00000002297	31
ENSMUSG00000002307	461
ENSMUSG00000002308	262
ENSMUSG00000002319	2230
ENSMUSG00000002320	552
ENSMUSG00000002324	1
ENSMUSG00000002325	322
ENSMUSG00000002326	472
ENSMUSG00000002329	1042
ENSMUSG00000002332	1486
ENSMUSG00000002341	6258
ENSMUSG00000002342	750
ENSMUSG00000002343	694
ENSMUSG00000002345	545
ENSMUSG00000002346	1044
ENSMUSG00000002365	215
ENSMUSG00000002372	2188
ENSMUSG00000002379	1113
ENSMUSG00000002384	6
ENSMUSG00000002393	175
ENSMUSG00000002395	811
ENSMUSG00000002396	373
ENSMUSG00000002409	577
ENSMUSG00000002413	3564
ENSMUSG00000002416	863
ENSMUSG00000002428	605
ENSMUSG00000002455	1590
ENSMUSG00000002458	472
ENSMUSG00000002459	896
ENSMUSG00000002475	1043
ENSMUSG00000002477	502
ENSMUSG00000002486	322
ENSMUSG00000002489	1956
ENSMUSG00000002496	2876
ENSMUSG00000002500	10
ENSMUSG00000002504	954
ENSMUSG00000002524	3319
ENSMUSG00000002546	3492
ENSMUSG00000002550	579
ENSMUSG00000002565	1
ENSMUSG00000002578	464
ENSMUSG00000002580	1344
ENSMUSG00000002588	0
ENSMUSG00000002602	1383
ENSMUSG00000002603	113
ENSMUSG00000002608	1299
ENSMUSG00000002617	375
ENSMUSG00000002625	3659
ENSMUSG00000002633	46
ENSMUSG00000002635	256
ENSMUSG00000002658	1944
ENSMUSG00000002660	997
ENSMUSG00000002661	157
ENSMUSG00000002664	12
ENSMUSG00000002668	47
ENSMUSG00000002679	319
ENSMUSG00000002688	242
ENSMUSG00000002699	81
ENSMUSG00000002718	1878
ENSMUSG00000002728	660
ENSMUSG00000002731	313
ENSMUSG00000002732	42
ENSMUSG00000002733	836
ENSMUSG00000002741	2403
ENSMUSG00000002748	3341
ENSMUSG00000002763	1485
ENSMUSG00000002767	632
ENSMUSG00000002768	1577
ENSMUSG00000002769	16
ENSMUSG00000002771	621
ENSMUSG00000002778	1260
ENSMUSG00000002781	545
ENSMUSG00000002797	291
ENSMUSG00000002799	1159
ENSMUSG00000002803	1451
ENSMUSG00000002804	129
ENSMUSG00000002808	3142
ENSMUSG00000002812	1575
ENSMUSG00000002814	120
ENSMUSG00000002820	603
ENSMUSG00000002825	268
ENSMUSG00000002831	42
ENSMUSG00000002833	2244
ENSMUSG00000002835	96
ENSMUSG00000002844	1876
ENSMUSG00000002845	157
ENSMUSG00000002846	567
ENSMUSG00000002847	29
ENSMUSG00000002870	95
ENSMUSG00000002871	507
ENSMUSG00000002881	689
ENSMUSG00000002885	272
ENSMUSG00000002897	724
ENSMUSG00000002900	571
ENSMUSG00000002908	587
ENSMUSG00000002910	139
ENSMUSG00000002930	2
ENSMUSG00000002944	5
ENSMUSG00000002948	1452
ENSMUSG00000002949	1362
ENSMUSG00000002957	6005
ENSMUSG00000002963	522
ENSMUSG00000002968	2021
ENSMUSG00000002980	360
ENSMUSG00000002981	4829
ENSMUSG00000002983	116
ENSMUSG00000002984	1838
ENSMUSG00000002985	30796
ENSMUSG00000002992	0
ENSMUSG00000002996	317
ENSMUSG00000002997	1544
ENSMUSG00000003031	742
ENSMUSG00000003032	192
ENSMUSG00000003033	1804
ENSMUSG00000003037	1022
ENSMUSG00000003038	119
ENSMUSG00000003039	2641
ENSMUSG00000003051	3
ENSMUSG00000003053	0
ENSMUSG00000003062	578
ENSMUSG00000003068	1668
ENSMUSG00000003070	141
ENSMUSG00000003072	4387
ENSMUSG00000003099	3665
ENSMUSG00000003119	770
ENSMUSG00000003123	290
ENSMUSG00000003131	4439
ENSMUSG00000003134	646
ENSMUSG00000003135	810
ENSMUSG00000003153	4015
ENSMUSG00000003154	1046
ENSMUSG00000003161	1127
ENSMUSG00000003166	2163
ENSMUSG00000003184	528
ENSMUSG00000003190	47
ENSMUSG00000003198	72
ENSMUSG00000003199	1697
ENSMUSG00000003200	774
ENSMUSG00000003206	28
ENSMUSG00000003208	153
ENSMUSG00000003226	4110
ENSMUSG00000003227	11
ENSMUSG00000003228	534
ENSMUSG00000003233	1105
ENSMUSG00000003234	1771
ENSMUSG00000003235	1445
ENSMUSG00000003269	1889
ENSMUSG00000003271	281
ENSMUSG00000003273	4378
ENSMUSG00000003279	16716
ENSMUSG00000003282	64
ENSMUSG00000003283	32
ENSMUSG00000003299	921
ENSMUSG00000003308	1885
ENSMUSG00000003309	13
ENSMUSG00000003316	6589
ENSMUSG00000003341	5
ENSMUSG00000003344	1953
ENSMUSG00000003345	4835
ENSMUSG00000003346	2300
ENSMUSG00000003348	280
ENSMUSG00000003352	9713
ENSMUSG00000003354	262
ENSMUSG00000003355	10
ENSMUSG00000003360	1756
ENSMUSG00000003363	24468
ENSMUSG00000003378	6377
ENSMUSG00000003379	6
ENSMUSG00000003380	1161
ENSMUSG00000003382	829
ENSMUSG00000003402	1855
ENSMUSG00000003410	6749
ENSMUSG00000003411	1103
ENSMUSG00000003418	71
ENSMUSG00000003420	356
ENSMUSG00000003421	1167
ENSMUSG00000003423	447
ENSMUSG00000003429	2372
ENSMUSG00000003435	4956
ENSMUSG00000003436	56
ENSMUSG00000003437	1845
ENSMUSG00000003438	581
ENSMUSG00000003444	115
ENSMUSG00000003452	901
ENSMUSG00000003458	1730
ENSMUSG00000003464	1943
ENSMUSG00000003469	15512
ENSMUSG00000003476	27
ENSMUSG00000003477	5
ENSMUSG00000003484	0
ENSMUSG00000003500	1795
ENSMUSG00000003505	0
ENSMUSG00000003518	6719
ENSMUSG00000003526	588
ENSMUSG00000003527	733
ENSMUSG00000003528	772
ENSMUSG00000003531	1066
ENSMUSG00000003534	1443
ENSMUSG00000003541	242
ENSMUSG00000003545	409
ENSMUSG00000003546	571
ENSMUSG00000003549	362
ENSMUSG00000003555	1
ENSMUSG00000003559	249
ENSMUSG00000003573	103
ENSMUSG00000003575	5917
ENSMUSG00000003581	601
ENSMUSG00000003585	1200
ENSMUSG00000003604	211
ENSMUSG00000003617	481
ENSMUSG00000003623	546
ENSMUSG00000003644	354
ENSMUSG00000003657	290
ENSMUSG00000003660	3802
ENSMUSG00000003662	1257
ENSMUSG00000003665	14
ENSMUSG00000003680	365
ENSMUSG00000003721	1058
ENSMUSG00000003731	3310
ENSMUSG00000003746	1150
ENSMUSG00000003752	130
ENSMUSG00000003762	658
ENSMUSG00000003778	1619
ENSMUSG00000003779	59
ENSMUSG00000003808	863
ENSMUSG00000003809	661
ENSMUSG00000003810	5133
ENSMUSG00000003812	107
ENSMUSG00000003813	1188
ENSMUSG00000003814	10207
ENSMUSG00000003824	44
ENSMUSG00000003847	2795
ENSMUSG00000003848	691
ENSMUSG00000003849	59
ENSMUSG00000003863	6348
ENSMUSG00000003865	578
ENSMUSG00000003868	617
ENSMUSG00000003872	1313
ENSMUSG00000003873	594
ENSMUSG00000003882	26
ENSMUSG00000003923	726
ENSMUSG00000003929	628
ENSMUSG00000003934	1222
ENSMUSG00000003948	6533
ENSMUSG00000003949	4955
ENSMUSG00000003955	380
ENSMUSG00000003970	5209
ENSMUSG00000003974	1978
ENSMUSG00000003992	1852
ENSMUSG00000004018	153
ENSMUSG00000004031	3567
ENSMUSG00000004032	2591
ENSMUSG00000004035	249
ENSMUSG00000004038	3
ENSMUSG00000004040	1310
ENSMUSG00000004043	47
ENSMUSG00000004044	469
ENSMUSG00000004054	436
ENSMUSG00000004056	2073
ENSMUSG00000004069	1824
ENSMUSG00000004070	1282
ENSMUSG00000004071	5400
ENSMUSG00000004085	180
ENSMUSG00000004096	1364
ENSMUSG00000004098	111
ENSMUSG00000004099	1680
ENSMUSG00000004100	462
ENSMUSG00000004105	78
ENSMUSG00000004110	7036
ENSMUSG00000004113	4804
ENSMUSG00000004127	207
ENSMUSG00000004151	1088
ENSMUSG00000004187	19966
ENSMUSG00000004207	40314
ENSMUSG00000004221	1060
ENSMUSG00000004231	1
ENSMUSG00000004233	175
ENSMUSG00000004263	300
ENSMUSG00000004264	1632
ENSMUSG00000004266	85
ENSMUSG00000004267	29897
ENSMUSG00000004268	568
ENSMUSG00000004270	486
ENSMUSG00000004285	1698
ENSMUSG00000004296	0
ENSMUSG00000004317	343
ENSMUSG00000004319	5483
ENSMUSG00000004328	125
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	123
ENSMUSG00000004356	626
ENSMUSG00000004359	1
ENSMUSG00000004360	1857
ENSMUSG00000004364	3906
ENSMUSG00000004366	5091
ENSMUSG00000004371	10
ENSMUSG00000004383	5357
ENSMUSG00000004393	798
ENSMUSG00000004394	1341
ENSMUSG00000004415	115
ENSMUSG00000004446	274
ENSMUSG00000004451	383
ENSMUSG00000004455	273
ENSMUSG00000004460	1365
ENSMUSG00000004462	322
ENSMUSG00000004473	160
ENSMUSG00000004500	331
ENSMUSG00000004508	656
ENSMUSG00000004530	1746
ENSMUSG00000004535	4155
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	2
ENSMUSG00000004558	14959
ENSMUSG00000004561	637
ENSMUSG00000004562	673
ENSMUSG00000004565	1583
ENSMUSG00000004567	1902
ENSMUSG00000004568	1365
ENSMUSG00000004591	782
ENSMUSG00000004609	154
ENSMUSG00000004610	66
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	812
ENSMUSG00000004630	5
ENSMUSG00000004631	550
ENSMUSG00000004633	898
ENSMUSG00000004637	595
ENSMUSG00000004642	383
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	6
ENSMUSG00000004661	196
ENSMUSG00000004665	215
ENSMUSG00000004667	1331
ENSMUSG00000004668	1
ENSMUSG00000004677	1404
ENSMUSG00000004698	1559
ENSMUSG00000004707	4
ENSMUSG00000004709	1
ENSMUSG00000004730	93
ENSMUSG00000004748	1486
ENSMUSG00000004768	669
ENSMUSG00000004771	1907
ENSMUSG00000004788	777
ENSMUSG00000004789	3514
ENSMUSG00000004791	62
ENSMUSG00000004798	3544
ENSMUSG00000004814	12
ENSMUSG00000004815	753
ENSMUSG00000004821	0
ENSMUSG00000004837	153
ENSMUSG00000004842	1
ENSMUSG00000004843	1089
ENSMUSG00000004846	680
ENSMUSG00000004849	5017
ENSMUSG00000004864	5
ENSMUSG00000004865	2223
ENSMUSG00000004872	0
ENSMUSG00000004880	191
ENSMUSG00000004885	69
ENSMUSG00000004891	512
ENSMUSG00000004892	6501
ENSMUSG00000004894	182
ENSMUSG00000004895	1223
ENSMUSG00000004896	652
ENSMUSG00000004897	3896
ENSMUSG00000004902	1698
ENSMUSG00000004929	1232
ENSMUSG00000004931	364
ENSMUSG00000004933	5427
ENSMUSG00000004934	463
ENSMUSG00000004936	6297
ENSMUSG00000004937	4059
ENSMUSG00000004939	1
ENSMUSG00000004945	794
ENSMUSG00000004947	152
ENSMUSG00000004948	0
ENSMUSG00000004951	34
ENSMUSG00000004952	124
ENSMUSG00000004961	5247
ENSMUSG00000004980	9635
ENSMUSG00000004988	9
ENSMUSG00000004994	366
ENSMUSG00000004996	170
ENSMUSG00000005034	14990
ENSMUSG00000005043	134
ENSMUSG00000005045	11126
ENSMUSG00000005054	307
ENSMUSG00000005057	159
ENSMUSG00000005069	1390
ENSMUSG00000005078	869
ENSMUSG00000005087	87
ENSMUSG00000005089	66253
ENSMUSG00000005102	645
ENSMUSG00000005103	4454
ENSMUSG00000005107	29
ENSMUSG00000005124	217
ENSMUSG00000005125	1380
ENSMUSG00000005131	6
ENSMUSG00000005142	708
ENSMUSG00000005148	188
ENSMUSG00000005150	643
ENSMUSG00000005161	3742
ENSMUSG00000005198	2366
ENSMUSG00000005202	0
ENSMUSG00000005204	1523
ENSMUSG00000005220	10
ENSMUSG00000005225	417
ENSMUSG00000005232	0
ENSMUSG00000005233	16
ENSMUSG00000005237	87
ENSMUSG00000005251	3
ENSMUSG00000005262	1388
ENSMUSG00000005267	368
ENSMUSG00000005268	13
ENSMUSG00000005299	2650
ENSMUSG00000005312	4731
ENSMUSG00000005320	4
ENSMUSG00000005338	13690
ENSMUSG00000005339	0
ENSMUSG00000005354	2820
ENSMUSG00000005355	0
ENSMUSG00000005357	263
ENSMUSG00000005360	17747
ENSMUSG00000005362	1219
ENSMUSG00000005364	0
ENSMUSG00000005370	534
ENSMUSG00000005371	4360
ENSMUSG00000005373	93
ENSMUSG00000005374	806
ENSMUSG00000005378	666
ENSMUSG00000005397	278
ENSMUSG00000005410	140
ENSMUSG00000005413	100
ENSMUSG00000005417	9987
ENSMUSG00000005442	5492
ENSMUSG00000005447	207
ENSMUSG00000005465	13
ENSMUSG00000005469	5100
ENSMUSG00000005470	14
ENSMUSG00000005474	0
ENSMUSG00000005481	400
ENSMUSG00000005483	1360
ENSMUSG00000005493	0
ENSMUSG00000005501	438
ENSMUSG00000005503	0
ENSMUSG00000005505	844
ENSMUSG00000005506	5430
ENSMUSG00000005510	1003
ENSMUSG00000005514	2285
ENSMUSG00000005533	1581
ENSMUSG00000005534	1418
ENSMUSG00000005540	27
ENSMUSG00000005547	0
ENSMUSG00000005553	21
ENSMUSG00000005566	2932
ENSMUSG00000005575	3433
ENSMUSG00000005580	1274
ENSMUSG00000005583	18508
ENSMUSG00000005609	1588
ENSMUSG00000005610	16832
ENSMUSG00000005611	84
ENSMUSG00000005615	966
ENSMUSG00000005621	1031
ENSMUSG00000005625	2434
ENSMUSG00000005628	22
ENSMUSG00000005640	18
ENSMUSG00000005649	9
ENSMUSG00000005656	653
ENSMUSG00000005667	109
ENSMUSG00000005672	968
ENSMUSG00000005674	505
ENSMUSG00000005677	2
ENSMUSG00000005681	1
ENSMUSG00000005682	691
ENSMUSG00000005683	8209
ENSMUSG00000005686	667
ENSMUSG00000005687	1100
ENSMUSG00000005696	1
ENSMUSG00000005698	1718
ENSMUSG00000005699	505
ENSMUSG00000005705	24
ENSMUSG00000005716	1094
ENSMUSG00000005718	38
ENSMUSG00000005732	1170
ENSMUSG00000005763	4
ENSMUSG00000005774	651
ENSMUSG00000005779	1765
ENSMUSG00000005800	0
ENSMUSG00000005802	2217
ENSMUSG00000005803	112
ENSMUSG00000005804	1138
ENSMUSG00000005813	1022
ENSMUSG00000005823	625
ENSMUSG00000005824	0
ENSMUSG00000005836	1
ENSMUSG00000005846	1107
ENSMUSG00000005864	4
ENSMUSG00000005871	16478
ENSMUSG00000005873	8241
ENSMUSG00000005881	2059
ENSMUSG00000005882	1060
ENSMUSG00000005883	10
ENSMUSG00000005886	2579
ENSMUSG00000005891	0
ENSMUSG00000005892	43
ENSMUSG00000005893	1599
ENSMUSG00000005897	243
ENSMUSG00000005899	2277
ENSMUSG00000005907	662
ENSMUSG00000005917	177
ENSMUSG00000005936	2002
ENSMUSG00000005947	6
ENSMUSG00000005949	480
ENSMUSG00000005950	19
ENSMUSG00000005951	89
ENSMUSG00000005952	6
ENSMUSG00000005958	958
ENSMUSG00000005968	46
ENSMUSG00000005973	424
ENSMUSG00000005980	165
ENSMUSG00000005981	1874
ENSMUSG00000005982	2269
ENSMUSG00000005983	105
ENSMUSG00000005986	1624
ENSMUSG00000005994	1
ENSMUSG00000006005	3696
ENSMUSG00000006007	0
ENSMUSG00000006010	1583
ENSMUSG00000006014	91
ENSMUSG00000006019	282
ENSMUSG00000006021	634
ENSMUSG00000006024	6524
ENSMUSG00000006050	1549
ENSMUSG00000006056	0
ENSMUSG00000006057	695
ENSMUSG00000006058	869
ENSMUSG00000006095	1382
ENSMUSG00000006127	1122
ENSMUSG00000006134	929
ENSMUSG00000006143	1
ENSMUSG00000006154	52
ENSMUSG00000006169	1297
ENSMUSG00000006179	30
ENSMUSG00000006191	266
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	3586
ENSMUSG00000006215	1059
ENSMUSG00000006216	2
ENSMUSG00000006218	48
ENSMUSG00000006219	15
ENSMUSG00000006221	15
ENSMUSG00000006235	136
ENSMUSG00000006241	323
ENSMUSG00000006262	642
ENSMUSG00000006269	0
ENSMUSG00000006270	4
ENSMUSG00000006273	16951
ENSMUSG00000006276	1727
ENSMUSG00000006281	194
ENSMUSG00000006288	584
ENSMUSG00000006289	229
ENSMUSG00000006299	3169
ENSMUSG00000006301	597
ENSMUSG00000006304	4985
