gene	exgf4.bam
ENSMUSG00000001168	0
ENSMUSG00000001173	2495
ENSMUSG00000001175	101693
ENSMUSG00000001211	9209
ENSMUSG00000001225	2
ENSMUSG00000001227	3032
ENSMUSG00000001228	37
ENSMUSG00000001229	2588
ENSMUSG00000001240	499
ENSMUSG00000001247	363
ENSMUSG00000001248	4027
ENSMUSG00000001249	23
ENSMUSG00000001260	556
ENSMUSG00000001270	21766
ENSMUSG00000001280	714
ENSMUSG00000001281	15
ENSMUSG00000001285	728
ENSMUSG00000001288	328
ENSMUSG00000001289	3398
ENSMUSG00000001300	1854
ENSMUSG00000001305	353
ENSMUSG00000001313	3147
ENSMUSG00000001323	2155
ENSMUSG00000001333	32
ENSMUSG00000001334	2936
ENSMUSG00000001348	6
ENSMUSG00000001349	21
ENSMUSG00000001366	2768
ENSMUSG00000001376	2000
ENSMUSG00000001380	4140
ENSMUSG00000001383	8674
ENSMUSG00000001403	7
ENSMUSG00000001415	4314
ENSMUSG00000001416	3902
ENSMUSG00000001418	1334
ENSMUSG00000001419	9129
ENSMUSG00000001420	12
ENSMUSG00000001424	2601
ENSMUSG00000001435	173
ENSMUSG00000001436	482
ENSMUSG00000001440	6180
ENSMUSG00000001441	5369
ENSMUSG00000001444	7
ENSMUSG00000001445	1744
ENSMUSG00000001467	2342
ENSMUSG00000001472	28134
ENSMUSG00000001473	144
ENSMUSG00000001482	1712
ENSMUSG00000001493	38
ENSMUSG00000001494	1
ENSMUSG00000001496	20
ENSMUSG00000001497	1
ENSMUSG00000001504	1
ENSMUSG00000001506	402
ENSMUSG00000001507	707
ENSMUSG00000001508	4
ENSMUSG00000001510	1
ENSMUSG00000001517	54
ENSMUSG00000001518	740
ENSMUSG00000001520	400
ENSMUSG00000001521	540
ENSMUSG00000001524	403
ENSMUSG00000001525	22980
ENSMUSG00000001542	833
ENSMUSG00000001552	1921
ENSMUSG00000001555	197
ENSMUSG00000001558	9
ENSMUSG00000001566	0
ENSMUSG00000001569	1131
ENSMUSG00000001576	4226
ENSMUSG00000001583	1
ENSMUSG00000001588	1
ENSMUSG00000001604	16
ENSMUSG00000001622	0
ENSMUSG00000001627	1425
ENSMUSG00000001630	746
ENSMUSG00000001632	1225
ENSMUSG00000001642	137
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	160
ENSMUSG00000001665	36
ENSMUSG00000001666	464
ENSMUSG00000001670	0
ENSMUSG00000001672	12
ENSMUSG00000001674	242
ENSMUSG00000001687	4067
ENSMUSG00000001700	589
ENSMUSG00000001707	515
ENSMUSG00000001729	5625
ENSMUSG00000001739	1
ENSMUSG00000001741	63
ENSMUSG00000001750	403
ENSMUSG00000001751	257
ENSMUSG00000001755	963
ENSMUSG00000001761	442
ENSMUSG00000001763	779
ENSMUSG00000001767	699
ENSMUSG00000001768	986
ENSMUSG00000001773	178
ENSMUSG00000001774	1599
ENSMUSG00000001783	4108
ENSMUSG00000001785	642
ENSMUSG00000001786	1432
ENSMUSG00000001794	5962
ENSMUSG00000001802	3037
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	5
ENSMUSG00000001829	2296
ENSMUSG00000001833	14183
ENSMUSG00000001844	605
ENSMUSG00000001847	8454
ENSMUSG00000001855	1106
ENSMUSG00000001864	271
ENSMUSG00000001865	3
ENSMUSG00000001870	403
ENSMUSG00000001891	2410
ENSMUSG00000001901	127
ENSMUSG00000001909	1806
ENSMUSG00000001910	4659
ENSMUSG00000001911	5125
ENSMUSG00000001918	68
ENSMUSG00000001924	14027
ENSMUSG00000001930	507
ENSMUSG00000001942	850
ENSMUSG00000001943	507
ENSMUSG00000001946	553
ENSMUSG00000001948	99
ENSMUSG00000001962	867
ENSMUSG00000001964	1220
ENSMUSG00000001983	335
ENSMUSG00000001985	4040
ENSMUSG00000001986	8379
ENSMUSG00000001988	458
ENSMUSG00000001995	1828
ENSMUSG00000001998	234
ENSMUSG00000001999	511
ENSMUSG00000002006	4619
ENSMUSG00000002007	190
ENSMUSG00000002010	5197
ENSMUSG00000002012	2174
ENSMUSG00000002014	1259
ENSMUSG00000002015	2177
ENSMUSG00000002017	1601
ENSMUSG00000002020	23
ENSMUSG00000002028	4596
ENSMUSG00000002031	1650
ENSMUSG00000002032	1976
ENSMUSG00000002033	0
ENSMUSG00000002043	190
ENSMUSG00000002052	6953
ENSMUSG00000002055	435
ENSMUSG00000002057	0
ENSMUSG00000002058	944
ENSMUSG00000002059	377
ENSMUSG00000002064	1328
ENSMUSG00000002068	563
ENSMUSG00000002076	10
ENSMUSG00000002083	131
ENSMUSG00000002100	52
ENSMUSG00000002102	6045
ENSMUSG00000002103	2452
ENSMUSG00000002104	14
ENSMUSG00000002105	691
ENSMUSG00000002107	9576
ENSMUSG00000002108	117
ENSMUSG00000002109	287
ENSMUSG00000002111	99
ENSMUSG00000002129	2851
ENSMUSG00000002147	458
ENSMUSG00000002190	384
ENSMUSG00000002204	40
ENSMUSG00000002205	903
ENSMUSG00000002210	1344
ENSMUSG00000002221	1651
ENSMUSG00000002222	3737
ENSMUSG00000002227	257
ENSMUSG00000002228	11
ENSMUSG00000002233	499
ENSMUSG00000002240	0
ENSMUSG00000002249	64
ENSMUSG00000002250	976
ENSMUSG00000002257	102
ENSMUSG00000002265	8013
ENSMUSG00000002266	88
ENSMUSG00000002274	752
ENSMUSG00000002279	564
ENSMUSG00000002280	807
ENSMUSG00000002289	95
ENSMUSG00000002297	57
ENSMUSG00000002307	706
ENSMUSG00000002308	405
ENSMUSG00000002319	2828
ENSMUSG00000002320	673
ENSMUSG00000002324	2
ENSMUSG00000002325	361
ENSMUSG00000002326	758
ENSMUSG00000002329	1600
ENSMUSG00000002332	2467
ENSMUSG00000002341	7484
ENSMUSG00000002342	923
ENSMUSG00000002343	923
ENSMUSG00000002345	777
ENSMUSG00000002346	1075
ENSMUSG00000002365	248
ENSMUSG00000002372	2672
ENSMUSG00000002379	2389
ENSMUSG00000002384	5
ENSMUSG00000002393	232
ENSMUSG00000002395	1702
ENSMUSG00000002396	553
ENSMUSG00000002409	707
ENSMUSG00000002413	3763
ENSMUSG00000002416	1220
ENSMUSG00000002428	597
ENSMUSG00000002455	2518
ENSMUSG00000002458	741
ENSMUSG00000002459	1066
ENSMUSG00000002475	1478
ENSMUSG00000002477	561
ENSMUSG00000002486	364
ENSMUSG00000002489	2582
ENSMUSG00000002496	3619
ENSMUSG00000002500	12
ENSMUSG00000002504	1437
ENSMUSG00000002524	4953
ENSMUSG00000002546	4276
ENSMUSG00000002550	856
ENSMUSG00000002565	1
ENSMUSG00000002578	507
ENSMUSG00000002580	2284
ENSMUSG00000002588	0
ENSMUSG00000002602	1498
ENSMUSG00000002603	158
ENSMUSG00000002608	1820
ENSMUSG00000002617	336
ENSMUSG00000002625	3856
ENSMUSG00000002633	57
ENSMUSG00000002635	389
ENSMUSG00000002658	2862
ENSMUSG00000002660	1409
ENSMUSG00000002661	316
ENSMUSG00000002664	7
ENSMUSG00000002668	41
ENSMUSG00000002679	596
ENSMUSG00000002688	238
ENSMUSG00000002699	114
ENSMUSG00000002718	2120
ENSMUSG00000002728	1012
ENSMUSG00000002731	440
ENSMUSG00000002732	88
ENSMUSG00000002733	1210
ENSMUSG00000002741	3633
ENSMUSG00000002748	3723
ENSMUSG00000002763	2032
ENSMUSG00000002767	850
ENSMUSG00000002768	2729
ENSMUSG00000002769	17
ENSMUSG00000002771	751
ENSMUSG00000002778	2032
ENSMUSG00000002781	694
ENSMUSG00000002797	489
ENSMUSG00000002799	1216
ENSMUSG00000002803	2129
ENSMUSG00000002804	215
ENSMUSG00000002808	3959
ENSMUSG00000002812	1937
ENSMUSG00000002814	89
ENSMUSG00000002820	866
ENSMUSG00000002825	318
ENSMUSG00000002831	40
ENSMUSG00000002833	3113
ENSMUSG00000002835	144
ENSMUSG00000002844	2850
ENSMUSG00000002845	234
ENSMUSG00000002846	612
ENSMUSG00000002847	46
ENSMUSG00000002870	154
ENSMUSG00000002871	680
ENSMUSG00000002881	765
ENSMUSG00000002885	385
ENSMUSG00000002897	934
ENSMUSG00000002900	750
ENSMUSG00000002908	862
ENSMUSG00000002910	206
ENSMUSG00000002930	6
ENSMUSG00000002944	13
ENSMUSG00000002948	2092
ENSMUSG00000002949	1861
ENSMUSG00000002957	8103
ENSMUSG00000002963	792
ENSMUSG00000002968	2360
ENSMUSG00000002980	496
ENSMUSG00000002981	6325
ENSMUSG00000002983	196
ENSMUSG00000002984	2633
ENSMUSG00000002985	46326
ENSMUSG00000002992	0
ENSMUSG00000002996	369
ENSMUSG00000002997	1763
ENSMUSG00000003031	901
ENSMUSG00000003032	256
ENSMUSG00000003033	2174
ENSMUSG00000003037	1511
ENSMUSG00000003038	135
ENSMUSG00000003039	3927
ENSMUSG00000003051	4
ENSMUSG00000003053	0
ENSMUSG00000003062	875
ENSMUSG00000003068	2144
ENSMUSG00000003070	222
ENSMUSG00000003072	6917
ENSMUSG00000003099	4679
ENSMUSG00000003119	819
ENSMUSG00000003123	324
ENSMUSG00000003131	5521
ENSMUSG00000003134	970
ENSMUSG00000003135	1202
ENSMUSG00000003153	5628
ENSMUSG00000003154	1251
ENSMUSG00000003161	1573
ENSMUSG00000003166	3015
ENSMUSG00000003184	555
ENSMUSG00000003190	50
ENSMUSG00000003198	97
ENSMUSG00000003199	2435
ENSMUSG00000003200	1183
ENSMUSG00000003206	40
ENSMUSG00000003208	251
ENSMUSG00000003226	4022
ENSMUSG00000003227	11
ENSMUSG00000003228	725
ENSMUSG00000003233	1156
ENSMUSG00000003234	2640
ENSMUSG00000003235	2421
ENSMUSG00000003269	2924
ENSMUSG00000003271	440
ENSMUSG00000003273	6475
ENSMUSG00000003279	13038
ENSMUSG00000003282	42
ENSMUSG00000003283	49
ENSMUSG00000003299	1446
ENSMUSG00000003308	2633
ENSMUSG00000003309	22
ENSMUSG00000003316	7230
ENSMUSG00000003341	8
ENSMUSG00000003344	2937
ENSMUSG00000003345	6273
ENSMUSG00000003346	3057
ENSMUSG00000003348	479
ENSMUSG00000003352	12694
ENSMUSG00000003354	365
ENSMUSG00000003355	17
ENSMUSG00000003360	2091
ENSMUSG00000003363	32336
ENSMUSG00000003378	7308
ENSMUSG00000003379	16
ENSMUSG00000003380	2068
ENSMUSG00000003382	981
ENSMUSG00000003402	2690
ENSMUSG00000003410	8207
ENSMUSG00000003411	1974
ENSMUSG00000003418	94
ENSMUSG00000003420	622
ENSMUSG00000003421	1673
ENSMUSG00000003423	779
ENSMUSG00000003429	4508
ENSMUSG00000003435	6206
ENSMUSG00000003436	55
ENSMUSG00000003437	2344
ENSMUSG00000003438	902
ENSMUSG00000003444	188
ENSMUSG00000003452	799
ENSMUSG00000003458	2213
ENSMUSG00000003464	2692
ENSMUSG00000003469	21301
ENSMUSG00000003476	31
ENSMUSG00000003477	14
ENSMUSG00000003484	0
ENSMUSG00000003500	2442
ENSMUSG00000003505	0
ENSMUSG00000003518	8106
ENSMUSG00000003526	827
ENSMUSG00000003527	1143
ENSMUSG00000003528	1161
ENSMUSG00000003531	1679
ENSMUSG00000003534	2101
ENSMUSG00000003541	359
ENSMUSG00000003545	671
ENSMUSG00000003546	747
ENSMUSG00000003549	449
ENSMUSG00000003555	2
ENSMUSG00000003559	533
ENSMUSG00000003573	118
ENSMUSG00000003575	6690
ENSMUSG00000003581	898
ENSMUSG00000003585	1777
ENSMUSG00000003604	328
ENSMUSG00000003617	536
ENSMUSG00000003623	700
ENSMUSG00000003644	507
ENSMUSG00000003657	658
ENSMUSG00000003660	4718
ENSMUSG00000003662	2034
ENSMUSG00000003665	8
ENSMUSG00000003680	513
ENSMUSG00000003721	1413
ENSMUSG00000003731	3975
ENSMUSG00000003746	1036
ENSMUSG00000003752	211
ENSMUSG00000003762	846
ENSMUSG00000003778	2077
ENSMUSG00000003779	92
ENSMUSG00000003808	1258
ENSMUSG00000003809	938
ENSMUSG00000003810	5968
ENSMUSG00000003812	147
ENSMUSG00000003813	1605
ENSMUSG00000003814	16688
ENSMUSG00000003824	56
ENSMUSG00000003847	2222
ENSMUSG00000003848	939
ENSMUSG00000003849	104
ENSMUSG00000003863	7469
ENSMUSG00000003865	613
ENSMUSG00000003868	906
ENSMUSG00000003872	1742
ENSMUSG00000003873	916
ENSMUSG00000003882	20
ENSMUSG00000003923	1018
ENSMUSG00000003929	616
ENSMUSG00000003934	2466
ENSMUSG00000003948	6879
ENSMUSG00000003949	4783
ENSMUSG00000003955	797
ENSMUSG00000003970	8432
ENSMUSG00000003974	2320
ENSMUSG00000003992	2413
ENSMUSG00000004018	178
ENSMUSG00000004031	4610
ENSMUSG00000004032	4744
ENSMUSG00000004035	560
ENSMUSG00000004038	1
ENSMUSG00000004040	1719
ENSMUSG00000004043	44
ENSMUSG00000004044	595
ENSMUSG00000004054	758
ENSMUSG00000004056	2545
ENSMUSG00000004069	2498
ENSMUSG00000004070	1959
ENSMUSG00000004071	8087
ENSMUSG00000004085	227
ENSMUSG00000004096	2390
ENSMUSG00000004098	105
ENSMUSG00000004099	2083
ENSMUSG00000004100	576
ENSMUSG00000004105	108
ENSMUSG00000004110	7110
ENSMUSG00000004113	4989
ENSMUSG00000004127	243
ENSMUSG00000004151	1206
ENSMUSG00000004187	25088
ENSMUSG00000004207	56129
ENSMUSG00000004221	1114
ENSMUSG00000004231	5
ENSMUSG00000004233	209
ENSMUSG00000004263	419
ENSMUSG00000004264	2277
ENSMUSG00000004266	164
ENSMUSG00000004267	46585
ENSMUSG00000004268	825
ENSMUSG00000004270	646
ENSMUSG00000004285	3203
ENSMUSG00000004296	5
ENSMUSG00000004317	338
ENSMUSG00000004319	5276
ENSMUSG00000004328	92
ENSMUSG00000004341	1
ENSMUSG00000004344	0
ENSMUSG00000004347	203
ENSMUSG00000004356	725
ENSMUSG00000004359	5
ENSMUSG00000004360	1972
ENSMUSG00000004364	4251
ENSMUSG00000004366	9060
ENSMUSG00000004371	9
ENSMUSG00000004383	6342
ENSMUSG00000004393	1359
ENSMUSG00000004394	1718
ENSMUSG00000004415	135
ENSMUSG00000004446	322
ENSMUSG00000004451	565
ENSMUSG00000004455	342
ENSMUSG00000004460	1958
ENSMUSG00000004462	450
ENSMUSG00000004473	179
ENSMUSG00000004500	408
ENSMUSG00000004508	845
ENSMUSG00000004530	2869
ENSMUSG00000004535	5761
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	12
ENSMUSG00000004558	22390
ENSMUSG00000004561	768
ENSMUSG00000004562	798
ENSMUSG00000004565	1734
ENSMUSG00000004567	2558
ENSMUSG00000004568	1637
ENSMUSG00000004591	745
ENSMUSG00000004609	140
ENSMUSG00000004610	124
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	816
ENSMUSG00000004630	5
ENSMUSG00000004631	896
ENSMUSG00000004633	1445
ENSMUSG00000004637	651
ENSMUSG00000004642	474
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	17
ENSMUSG00000004661	219
ENSMUSG00000004665	314
ENSMUSG00000004667	2269
ENSMUSG00000004668	10
ENSMUSG00000004677	1320
ENSMUSG00000004698	1642
ENSMUSG00000004707	9
ENSMUSG00000004709	2
ENSMUSG00000004730	160
ENSMUSG00000004748	2294
ENSMUSG00000004768	869
ENSMUSG00000004771	2212
ENSMUSG00000004788	1019
ENSMUSG00000004789	4560
ENSMUSG00000004791	102
ENSMUSG00000004798	3918
ENSMUSG00000004814	22
ENSMUSG00000004815	835
ENSMUSG00000004821	0
ENSMUSG00000004837	259
ENSMUSG00000004842	0
ENSMUSG00000004843	1240
ENSMUSG00000004846	962
ENSMUSG00000004849	7770
ENSMUSG00000004864	17
ENSMUSG00000004865	2865
ENSMUSG00000004872	0
ENSMUSG00000004880	225
ENSMUSG00000004885	150
ENSMUSG00000004891	638
ENSMUSG00000004892	8054
ENSMUSG00000004894	214
ENSMUSG00000004895	1808
ENSMUSG00000004896	734
ENSMUSG00000004897	5794
ENSMUSG00000004902	2425
ENSMUSG00000004929	1625
ENSMUSG00000004931	513
ENSMUSG00000004933	6236
ENSMUSG00000004934	591
ENSMUSG00000004936	8314
ENSMUSG00000004937	5487
ENSMUSG00000004939	12
ENSMUSG00000004945	1617
ENSMUSG00000004947	262
ENSMUSG00000004948	0
ENSMUSG00000004951	73
ENSMUSG00000004952	174
ENSMUSG00000004961	7549
ENSMUSG00000004980	11924
ENSMUSG00000004988	13
ENSMUSG00000004994	423
ENSMUSG00000004996	252
ENSMUSG00000005034	17590
ENSMUSG00000005043	112
ENSMUSG00000005045	11322
ENSMUSG00000005054	603
ENSMUSG00000005057	200
ENSMUSG00000005069	1840
ENSMUSG00000005078	1173
ENSMUSG00000005087	89
ENSMUSG00000005089	72781
ENSMUSG00000005102	901
ENSMUSG00000005103	6025
ENSMUSG00000005107	37
ENSMUSG00000005124	332
ENSMUSG00000005125	2648
ENSMUSG00000005131	6
ENSMUSG00000005142	983
ENSMUSG00000005148	189
ENSMUSG00000005150	823
ENSMUSG00000005161	6617
ENSMUSG00000005198	3151
ENSMUSG00000005202	3
ENSMUSG00000005204	2089
ENSMUSG00000005220	11
ENSMUSG00000005225	451
ENSMUSG00000005232	0
ENSMUSG00000005233	17
ENSMUSG00000005237	106
ENSMUSG00000005251	22
ENSMUSG00000005262	2166
ENSMUSG00000005267	522
ENSMUSG00000005268	15
ENSMUSG00000005299	3546
ENSMUSG00000005312	5870
ENSMUSG00000005320	11
ENSMUSG00000005338	17524
ENSMUSG00000005339	0
ENSMUSG00000005354	4546
ENSMUSG00000005355	0
ENSMUSG00000005357	335
ENSMUSG00000005360	22205
ENSMUSG00000005362	1659
ENSMUSG00000005364	0
ENSMUSG00000005370	591
ENSMUSG00000005371	4644
ENSMUSG00000005373	98
ENSMUSG00000005374	930
ENSMUSG00000005378	933
ENSMUSG00000005397	334
ENSMUSG00000005410	267
ENSMUSG00000005413	217
ENSMUSG00000005417	11565
ENSMUSG00000005442	5816
ENSMUSG00000005447	365
ENSMUSG00000005465	18
ENSMUSG00000005469	7550
ENSMUSG00000005470	22
ENSMUSG00000005474	0
ENSMUSG00000005481	518
ENSMUSG00000005483	2376
ENSMUSG00000005493	4
ENSMUSG00000005501	499
ENSMUSG00000005503	0
ENSMUSG00000005505	1388
ENSMUSG00000005506	5540
ENSMUSG00000005510	1495
ENSMUSG00000005514	3259
ENSMUSG00000005533	1853
ENSMUSG00000005534	1224
ENSMUSG00000005540	20
ENSMUSG00000005547	14
ENSMUSG00000005553	21
ENSMUSG00000005566	4313
ENSMUSG00000005575	5064
ENSMUSG00000005580	1446
ENSMUSG00000005583	16462
ENSMUSG00000005609	2028
ENSMUSG00000005610	18574
ENSMUSG00000005611	101
ENSMUSG00000005615	1281
ENSMUSG00000005621	1196
ENSMUSG00000005625	3696
ENSMUSG00000005628	30
ENSMUSG00000005640	16
ENSMUSG00000005649	9
ENSMUSG00000005656	964
ENSMUSG00000005667	108
ENSMUSG00000005672	1391
ENSMUSG00000005674	766
ENSMUSG00000005677	6
ENSMUSG00000005681	0
ENSMUSG00000005682	763
ENSMUSG00000005683	10783
ENSMUSG00000005686	745
ENSMUSG00000005687	1500
ENSMUSG00000005696	2
ENSMUSG00000005698	2200
ENSMUSG00000005699	750
ENSMUSG00000005705	12
ENSMUSG00000005716	1721
ENSMUSG00000005718	71
ENSMUSG00000005732	1855
ENSMUSG00000005763	1
ENSMUSG00000005774	620
ENSMUSG00000005779	3299
ENSMUSG00000005800	2
ENSMUSG00000005802	2215
ENSMUSG00000005803	183
ENSMUSG00000005804	1431
ENSMUSG00000005813	1307
ENSMUSG00000005823	840
ENSMUSG00000005824	1
ENSMUSG00000005836	0
ENSMUSG00000005846	1736
ENSMUSG00000005864	0
ENSMUSG00000005871	13529
ENSMUSG00000005873	11404
ENSMUSG00000005881	3757
ENSMUSG00000005882	1568
ENSMUSG00000005883	17
ENSMUSG00000005886	2451
ENSMUSG00000005891	0
ENSMUSG00000005892	67
ENSMUSG00000005893	1239
ENSMUSG00000005897	241
ENSMUSG00000005899	2095
ENSMUSG00000005907	739
ENSMUSG00000005917	156
ENSMUSG00000005936	3006
ENSMUSG00000005947	8
ENSMUSG00000005949	599
ENSMUSG00000005950	27
ENSMUSG00000005951	87
ENSMUSG00000005952	1
ENSMUSG00000005958	1297
ENSMUSG00000005968	32
ENSMUSG00000005973	764
ENSMUSG00000005980	162
ENSMUSG00000005981	2597
ENSMUSG00000005982	2995
ENSMUSG00000005983	163
ENSMUSG00000005986	1945
ENSMUSG00000005994	2
ENSMUSG00000006005	4463
ENSMUSG00000006007	0
ENSMUSG00000006010	1854
ENSMUSG00000006014	137
ENSMUSG00000006019	320
ENSMUSG00000006021	867
ENSMUSG00000006024	9836
ENSMUSG00000006050	2020
ENSMUSG00000006056	1
ENSMUSG00000006057	1466
ENSMUSG00000006058	1546
ENSMUSG00000006095	2230
ENSMUSG00000006127	1561
ENSMUSG00000006134	1168
ENSMUSG00000006143	9
ENSMUSG00000006154	28
ENSMUSG00000006169	1796
ENSMUSG00000006179	60
ENSMUSG00000006191	311
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	5093
ENSMUSG00000006215	1322
ENSMUSG00000006216	5
ENSMUSG00000006218	54
ENSMUSG00000006219	18
ENSMUSG00000006221	13
ENSMUSG00000006235	188
ENSMUSG00000006241	287
ENSMUSG00000006262	593
ENSMUSG00000006269	0
ENSMUSG00000006270	12
ENSMUSG00000006273	24000
ENSMUSG00000006276	2320
ENSMUSG00000006281	332
ENSMUSG00000006288	888
ENSMUSG00000006289	309
