gene	gf2.bam
ENSMUSG00000000738	1110
ENSMUSG00000000739	6
ENSMUSG00000000740	237
ENSMUSG00000000743	1837
ENSMUSG00000000751	909
ENSMUSG00000000753	425
ENSMUSG00000000759	1162
ENSMUSG00000000766	35
ENSMUSG00000000776	589
ENSMUSG00000000782	125
ENSMUSG00000000787	7013
ENSMUSG00000000791	14
ENSMUSG00000000792	172
ENSMUSG00000000794	597
ENSMUSG00000000804	5449
ENSMUSG00000000805	1018
ENSMUSG00000000811	159
ENSMUSG00000000817	1
ENSMUSG00000000823	1214
ENSMUSG00000000826	9485
ENSMUSG00000000827	1406
ENSMUSG00000000838	2502
ENSMUSG00000000861	2376
ENSMUSG00000000869	235
ENSMUSG00000000876	461
ENSMUSG00000000881	6846
ENSMUSG00000000884	87
ENSMUSG00000000889	11
ENSMUSG00000000901	35
ENSMUSG00000000902	1433
ENSMUSG00000000903	2
ENSMUSG00000000915	2279
ENSMUSG00000000916	173
ENSMUSG00000000934	315
ENSMUSG00000000938	0
ENSMUSG00000000942	0
ENSMUSG00000000948	271
ENSMUSG00000000957	376
ENSMUSG00000000958	42
ENSMUSG00000000959	1091
ENSMUSG00000000976	322
ENSMUSG00000000982	4
ENSMUSG00000000983	13
ENSMUSG00000001014	40
ENSMUSG00000001016	1979
ENSMUSG00000001017	3198
ENSMUSG00000001018	1220
ENSMUSG00000001020	0
ENSMUSG00000001021	12
ENSMUSG00000001023	0
ENSMUSG00000001025	407
ENSMUSG00000001027	1
ENSMUSG00000001029	86
ENSMUSG00000001034	409
ENSMUSG00000001036	2936
ENSMUSG00000001039	350
ENSMUSG00000001052	1487
ENSMUSG00000001053	369
ENSMUSG00000001054	1100
ENSMUSG00000001056	917
ENSMUSG00000001062	1125
ENSMUSG00000001065	281
ENSMUSG00000001076	0
ENSMUSG00000001082	282
ENSMUSG00000001089	2137
ENSMUSG00000001095	0
ENSMUSG00000001098	700
ENSMUSG00000001100	2472
ENSMUSG00000001103	86
ENSMUSG00000001105	1334
ENSMUSG00000001119	1247
ENSMUSG00000001120	1265
ENSMUSG00000001123	123
ENSMUSG00000001127	3400
ENSMUSG00000001128	115
ENSMUSG00000001131	16
ENSMUSG00000001134	69
ENSMUSG00000001138	575
ENSMUSG00000001143	1021
ENSMUSG00000001150	1414
ENSMUSG00000001151	835
ENSMUSG00000001155	1
ENSMUSG00000001156	479
ENSMUSG00000001157	632
ENSMUSG00000001158	883
ENSMUSG00000001166	28
ENSMUSG00000001168	0
ENSMUSG00000001173	2047
ENSMUSG00000001175	102268
ENSMUSG00000001211	6619
ENSMUSG00000001225	5
ENSMUSG00000001227	2237
ENSMUSG00000001228	33
ENSMUSG00000001229	1740
ENSMUSG00000001240	322
ENSMUSG00000001247	198
ENSMUSG00000001248	2232
ENSMUSG00000001249	12
ENSMUSG00000001260	673
ENSMUSG00000001270	14158
ENSMUSG00000001280	677
ENSMUSG00000001281	4
ENSMUSG00000001285	418
ENSMUSG00000001288	207
ENSMUSG00000001289	3001
ENSMUSG00000001300	1785
ENSMUSG00000001305	226
ENSMUSG00000001313	2283
ENSMUSG00000001323	1963
ENSMUSG00000001333	33
ENSMUSG00000001334	1755
ENSMUSG00000001348	6
ENSMUSG00000001349	14
ENSMUSG00000001366	2185
ENSMUSG00000001376	1902
ENSMUSG00000001380	2768
ENSMUSG00000001383	7461
ENSMUSG00000001403	9
ENSMUSG00000001415	2669
ENSMUSG00000001416	2680
ENSMUSG00000001418	807
ENSMUSG00000001419	6896
ENSMUSG00000001420	10
ENSMUSG00000001424	1681
ENSMUSG00000001435	128
ENSMUSG00000001436	264
ENSMUSG00000001440	4811
ENSMUSG00000001441	4108
ENSMUSG00000001444	9
ENSMUSG00000001445	1280
ENSMUSG00000001467	2050
ENSMUSG00000001472	19577
ENSMUSG00000001473	53
ENSMUSG00000001482	1099
ENSMUSG00000001493	15
ENSMUSG00000001494	1
ENSMUSG00000001496	8
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	285
ENSMUSG00000001507	452
ENSMUSG00000001508	8
ENSMUSG00000001510	0
ENSMUSG00000001517	34
ENSMUSG00000001518	419
ENSMUSG00000001520	208
ENSMUSG00000001521	372
ENSMUSG00000001524	214
ENSMUSG00000001525	15933
ENSMUSG00000001542	907
ENSMUSG00000001552	1081
ENSMUSG00000001555	100
ENSMUSG00000001558	5
ENSMUSG00000001566	0
ENSMUSG00000001569	795
ENSMUSG00000001576	3152
ENSMUSG00000001583	1
ENSMUSG00000001588	5
ENSMUSG00000001604	8
ENSMUSG00000001622	0
ENSMUSG00000001627	1208
ENSMUSG00000001630	596
ENSMUSG00000001632	848
ENSMUSG00000001642	100
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	113
ENSMUSG00000001665	29
ENSMUSG00000001666	445
ENSMUSG00000001670	2
ENSMUSG00000001672	6
ENSMUSG00000001674	143
ENSMUSG00000001687	3445
ENSMUSG00000001700	401
ENSMUSG00000001707	543
ENSMUSG00000001729	4108
ENSMUSG00000001739	0
ENSMUSG00000001741	41
ENSMUSG00000001750	187
ENSMUSG00000001751	158
ENSMUSG00000001755	617
ENSMUSG00000001761	310
ENSMUSG00000001763	475
ENSMUSG00000001767	549
ENSMUSG00000001768	877
ENSMUSG00000001773	145
ENSMUSG00000001774	1941
ENSMUSG00000001783	2425
ENSMUSG00000001785	471
ENSMUSG00000001786	1092
ENSMUSG00000001794	4146
ENSMUSG00000001802	2108
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	5
ENSMUSG00000001829	1502
ENSMUSG00000001833	15706
ENSMUSG00000001844	417
ENSMUSG00000001847	7516
ENSMUSG00000001855	814
ENSMUSG00000001864	174
ENSMUSG00000001865	6
ENSMUSG00000001870	247
ENSMUSG00000001891	2329
ENSMUSG00000001901	61
ENSMUSG00000001909	1041
ENSMUSG00000001910	3391
ENSMUSG00000001911	4533
ENSMUSG00000001918	51
ENSMUSG00000001924	8908
ENSMUSG00000001930	397
ENSMUSG00000001942	600
ENSMUSG00000001943	476
ENSMUSG00000001946	354
ENSMUSG00000001948	82
ENSMUSG00000001962	562
ENSMUSG00000001964	963
ENSMUSG00000001983	296
ENSMUSG00000001985	2440
ENSMUSG00000001986	8634
ENSMUSG00000001988	307
ENSMUSG00000001995	1267
ENSMUSG00000001998	205
ENSMUSG00000001999	387
ENSMUSG00000002006	3404
ENSMUSG00000002007	98
ENSMUSG00000002010	3468
ENSMUSG00000002012	1224
ENSMUSG00000002014	864
ENSMUSG00000002015	1428
ENSMUSG00000002017	1411
ENSMUSG00000002020	11
ENSMUSG00000002028	3371
ENSMUSG00000002031	1209
ENSMUSG00000002032	1058
ENSMUSG00000002033	0
ENSMUSG00000002043	104
ENSMUSG00000002052	4814
ENSMUSG00000002055	267
ENSMUSG00000002057	0
ENSMUSG00000002058	736
ENSMUSG00000002059	235
ENSMUSG00000002064	835
ENSMUSG00000002068	421
ENSMUSG00000002076	15
ENSMUSG00000002083	79
ENSMUSG00000002100	22
ENSMUSG00000002102	3996
ENSMUSG00000002103	1948
ENSMUSG00000002104	10
ENSMUSG00000002105	456
ENSMUSG00000002107	8923
ENSMUSG00000002108	58
ENSMUSG00000002109	191
ENSMUSG00000002111	56
ENSMUSG00000002129	1968
ENSMUSG00000002147	239
ENSMUSG00000002190	321
ENSMUSG00000002204	31
ENSMUSG00000002205	559
ENSMUSG00000002210	827
ENSMUSG00000002221	1186
ENSMUSG00000002222	3293
ENSMUSG00000002227	138
ENSMUSG00000002228	0
ENSMUSG00000002233	373
ENSMUSG00000002240	0
ENSMUSG00000002249	36
ENSMUSG00000002250	625
ENSMUSG00000002257	57
ENSMUSG00000002265	7292
ENSMUSG00000002266	96
ENSMUSG00000002274	537
ENSMUSG00000002279	346
ENSMUSG00000002280	587
ENSMUSG00000002289	85
ENSMUSG00000002297	47
ENSMUSG00000002307	426
ENSMUSG00000002308	304
ENSMUSG00000002319	1932
ENSMUSG00000002320	504
ENSMUSG00000002324	0
ENSMUSG00000002325	226
ENSMUSG00000002326	547
ENSMUSG00000002329	1032
ENSMUSG00000002332	1667
ENSMUSG00000002341	5671
ENSMUSG00000002342	642
ENSMUSG00000002343	606
ENSMUSG00000002345	453
ENSMUSG00000002346	715
ENSMUSG00000002365	211
ENSMUSG00000002372	1857
ENSMUSG00000002379	1714
ENSMUSG00000002384	1
ENSMUSG00000002393	198
ENSMUSG00000002395	1131
ENSMUSG00000002396	394
ENSMUSG00000002409	502
ENSMUSG00000002413	3398
ENSMUSG00000002416	978
ENSMUSG00000002428	637
ENSMUSG00000002455	1484
ENSMUSG00000002458	533
ENSMUSG00000002459	1027
ENSMUSG00000002475	1361
ENSMUSG00000002477	640
ENSMUSG00000002486	235
ENSMUSG00000002489	1962
ENSMUSG00000002496	2439
ENSMUSG00000002500	6
ENSMUSG00000002504	976
ENSMUSG00000002524	3385
ENSMUSG00000002546	2902
ENSMUSG00000002550	522
ENSMUSG00000002565	0
ENSMUSG00000002578	432
ENSMUSG00000002580	1469
ENSMUSG00000002588	0
ENSMUSG00000002602	1211
ENSMUSG00000002603	113
ENSMUSG00000002608	1156
ENSMUSG00000002617	363
ENSMUSG00000002625	2144
ENSMUSG00000002633	57
ENSMUSG00000002635	229
ENSMUSG00000002658	1936
ENSMUSG00000002660	1049
ENSMUSG00000002661	253
ENSMUSG00000002664	12
ENSMUSG00000002668	38
ENSMUSG00000002679	394
ENSMUSG00000002688	196
ENSMUSG00000002699	79
ENSMUSG00000002718	1967
ENSMUSG00000002728	1047
ENSMUSG00000002731	321
ENSMUSG00000002732	74
ENSMUSG00000002733	1123
ENSMUSG00000002741	2536
ENSMUSG00000002748	2627
ENSMUSG00000002763	1252
ENSMUSG00000002767	654
ENSMUSG00000002768	2299
ENSMUSG00000002769	0
ENSMUSG00000002771	535
ENSMUSG00000002778	1443
ENSMUSG00000002781	423
ENSMUSG00000002797	335
ENSMUSG00000002799	746
ENSMUSG00000002803	1310
ENSMUSG00000002804	144
ENSMUSG00000002808	2756
ENSMUSG00000002812	1238
ENSMUSG00000002814	69
ENSMUSG00000002820	504
ENSMUSG00000002825	216
ENSMUSG00000002831	29
ENSMUSG00000002833	1927
ENSMUSG00000002835	115
ENSMUSG00000002844	1987
ENSMUSG00000002845	148
ENSMUSG00000002846	504
ENSMUSG00000002847	30
ENSMUSG00000002870	78
ENSMUSG00000002871	410
ENSMUSG00000002881	886
ENSMUSG00000002885	246
ENSMUSG00000002897	591
ENSMUSG00000002900	558
ENSMUSG00000002908	525
ENSMUSG00000002910	116
ENSMUSG00000002930	4
ENSMUSG00000002944	9
ENSMUSG00000002948	1344
ENSMUSG00000002949	1003
ENSMUSG00000002957	5527
ENSMUSG00000002963	481
ENSMUSG00000002968	1678
ENSMUSG00000002980	388
ENSMUSG00000002981	4346
ENSMUSG00000002983	104
ENSMUSG00000002984	1602
ENSMUSG00000002985	32985
ENSMUSG00000002992	0
ENSMUSG00000002996	318
ENSMUSG00000002997	2075
ENSMUSG00000003031	1093
ENSMUSG00000003032	171
ENSMUSG00000003033	1716
ENSMUSG00000003037	1259
ENSMUSG00000003038	120
ENSMUSG00000003039	3143
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	577
ENSMUSG00000003068	1519
ENSMUSG00000003070	152
ENSMUSG00000003072	5319
ENSMUSG00000003099	3459
ENSMUSG00000003119	716
ENSMUSG00000003123	209
ENSMUSG00000003131	5597
ENSMUSG00000003134	437
ENSMUSG00000003135	935
ENSMUSG00000003153	4086
ENSMUSG00000003154	1092
ENSMUSG00000003161	1631
ENSMUSG00000003166	1951
ENSMUSG00000003184	332
ENSMUSG00000003190	37
ENSMUSG00000003198	83
ENSMUSG00000003199	1505
ENSMUSG00000003200	739
ENSMUSG00000003206	42
ENSMUSG00000003208	157
ENSMUSG00000003226	4012
ENSMUSG00000003227	6
ENSMUSG00000003228	630
ENSMUSG00000003233	953
ENSMUSG00000003234	1540
ENSMUSG00000003235	1620
ENSMUSG00000003269	1912
ENSMUSG00000003271	242
ENSMUSG00000003273	4248
ENSMUSG00000003279	14156
ENSMUSG00000003282	73
ENSMUSG00000003283	42
ENSMUSG00000003299	921
ENSMUSG00000003308	1765
ENSMUSG00000003309	11
ENSMUSG00000003316	5626
ENSMUSG00000003341	4
ENSMUSG00000003344	1995
ENSMUSG00000003345	4555
ENSMUSG00000003346	1975
ENSMUSG00000003348	321
ENSMUSG00000003352	8658
ENSMUSG00000003354	240
ENSMUSG00000003355	18
ENSMUSG00000003360	1462
ENSMUSG00000003363	24574
ENSMUSG00000003378	4675
ENSMUSG00000003379	12
ENSMUSG00000003380	1677
ENSMUSG00000003382	830
ENSMUSG00000003402	1840
ENSMUSG00000003410	6115
ENSMUSG00000003411	1362
ENSMUSG00000003418	89
ENSMUSG00000003420	380
ENSMUSG00000003421	1196
ENSMUSG00000003423	525
ENSMUSG00000003429	3542
ENSMUSG00000003435	4080
ENSMUSG00000003436	62
ENSMUSG00000003437	1599
ENSMUSG00000003438	523
ENSMUSG00000003444	136
ENSMUSG00000003452	1174
ENSMUSG00000003458	1465
ENSMUSG00000003464	2045
ENSMUSG00000003469	14883
ENSMUSG00000003476	20
ENSMUSG00000003477	10
ENSMUSG00000003484	2
ENSMUSG00000003500	1562
ENSMUSG00000003505	0
ENSMUSG00000003518	5779
ENSMUSG00000003526	540
ENSMUSG00000003527	663
ENSMUSG00000003528	784
ENSMUSG00000003531	1052
ENSMUSG00000003534	1409
ENSMUSG00000003541	210
ENSMUSG00000003545	447
ENSMUSG00000003546	467
ENSMUSG00000003549	301
ENSMUSG00000003555	3
ENSMUSG00000003559	361
ENSMUSG00000003573	104
ENSMUSG00000003575	4854
ENSMUSG00000003581	473
ENSMUSG00000003585	1201
ENSMUSG00000003604	214
ENSMUSG00000003617	483
ENSMUSG00000003623	754
ENSMUSG00000003644	379
ENSMUSG00000003657	497
ENSMUSG00000003660	3375
ENSMUSG00000003662	1739
ENSMUSG00000003665	13
ENSMUSG00000003680	320
ENSMUSG00000003721	1119
ENSMUSG00000003731	3062
ENSMUSG00000003746	1487
ENSMUSG00000003752	112
ENSMUSG00000003762	535
ENSMUSG00000003778	1518
ENSMUSG00000003779	28
ENSMUSG00000003808	823
ENSMUSG00000003809	703
ENSMUSG00000003810	3914
ENSMUSG00000003812	81
ENSMUSG00000003813	1096
ENSMUSG00000003814	13837
ENSMUSG00000003824	45
ENSMUSG00000003847	2491
ENSMUSG00000003848	590
ENSMUSG00000003849	61
ENSMUSG00000003863	5054
ENSMUSG00000003865	394
ENSMUSG00000003868	527
ENSMUSG00000003872	1035
ENSMUSG00000003873	650
ENSMUSG00000003882	31
ENSMUSG00000003923	853
ENSMUSG00000003929	790
ENSMUSG00000003934	1459
ENSMUSG00000003948	8920
ENSMUSG00000003949	5002
ENSMUSG00000003955	589
ENSMUSG00000003970	5298
ENSMUSG00000003974	2335
ENSMUSG00000003992	2274
ENSMUSG00000004018	126
ENSMUSG00000004031	3373
ENSMUSG00000004032	3169
ENSMUSG00000004035	365
ENSMUSG00000004038	7
ENSMUSG00000004040	1115
ENSMUSG00000004043	52
ENSMUSG00000004044	511
ENSMUSG00000004054	386
ENSMUSG00000004056	1993
ENSMUSG00000004069	1854
ENSMUSG00000004070	1430
ENSMUSG00000004071	4797
ENSMUSG00000004085	159
ENSMUSG00000004096	2090
ENSMUSG00000004098	40
ENSMUSG00000004099	1447
ENSMUSG00000004100	362
ENSMUSG00000004105	64
ENSMUSG00000004110	5914
ENSMUSG00000004113	4628
ENSMUSG00000004127	264
ENSMUSG00000004151	1726
ENSMUSG00000004187	16944
ENSMUSG00000004207	36296
ENSMUSG00000004221	1013
ENSMUSG00000004231	1
ENSMUSG00000004233	191
ENSMUSG00000004263	365
ENSMUSG00000004264	1666
ENSMUSG00000004266	90
ENSMUSG00000004267	30338
ENSMUSG00000004268	584
ENSMUSG00000004270	474
ENSMUSG00000004285	2349
ENSMUSG00000004296	0
ENSMUSG00000004317	357
ENSMUSG00000004319	5253
ENSMUSG00000004328	147
ENSMUSG00000004341	2
ENSMUSG00000004344	0
ENSMUSG00000004347	142
ENSMUSG00000004356	504
ENSMUSG00000004359	0
ENSMUSG00000004360	1628
ENSMUSG00000004364	4456
ENSMUSG00000004366	7340
ENSMUSG00000004371	5
ENSMUSG00000004383	4260
ENSMUSG00000004393	837
ENSMUSG00000004394	1323
ENSMUSG00000004415	94
ENSMUSG00000004446	313
ENSMUSG00000004451	406
ENSMUSG00000004455	216
ENSMUSG00000004460	1526
ENSMUSG00000004462	384
ENSMUSG00000004473	129
ENSMUSG00000004500	254
ENSMUSG00000004508	692
ENSMUSG00000004530	2038
ENSMUSG00000004535	4688
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	4
ENSMUSG00000004558	17209
ENSMUSG00000004561	367
ENSMUSG00000004562	515
ENSMUSG00000004565	1029
ENSMUSG00000004567	1460
ENSMUSG00000004568	1193
ENSMUSG00000004591	860
ENSMUSG00000004609	193
ENSMUSG00000004610	73
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	465
ENSMUSG00000004630	0
ENSMUSG00000004631	757
ENSMUSG00000004633	990
ENSMUSG00000004637	494
ENSMUSG00000004642	455
ENSMUSG00000004651	3
ENSMUSG00000004654	0
ENSMUSG00000004655	6
ENSMUSG00000004661	168
ENSMUSG00000004665	242
ENSMUSG00000004667	1671
ENSMUSG00000004668	4
ENSMUSG00000004677	762
ENSMUSG00000004698	1846
ENSMUSG00000004707	4
ENSMUSG00000004709	1
ENSMUSG00000004730	87
ENSMUSG00000004748	1923
ENSMUSG00000004768	766
ENSMUSG00000004771	3170
ENSMUSG00000004788	748
ENSMUSG00000004789	3184
ENSMUSG00000004791	69
ENSMUSG00000004798	3728
ENSMUSG00000004814	9
ENSMUSG00000004815	510
ENSMUSG00000004821	0
ENSMUSG00000004837	137
ENSMUSG00000004842	0
ENSMUSG00000004843	1383
ENSMUSG00000004846	632
ENSMUSG00000004849	5355
ENSMUSG00000004864	1
ENSMUSG00000004865	1981
ENSMUSG00000004872	0
ENSMUSG00000004880	158
ENSMUSG00000004885	116
ENSMUSG00000004891	379
ENSMUSG00000004892	4988
ENSMUSG00000004894	120
ENSMUSG00000004895	1094
ENSMUSG00000004896	445
ENSMUSG00000004897	4199
ENSMUSG00000004902	1759
ENSMUSG00000004929	1107
ENSMUSG00000004931	329
ENSMUSG00000004933	3617
ENSMUSG00000004934	448
ENSMUSG00000004936	6813
ENSMUSG00000004937	3703
ENSMUSG00000004939	1
ENSMUSG00000004945	1198
ENSMUSG00000004947	144
ENSMUSG00000004948	0
ENSMUSG00000004951	48
ENSMUSG00000004952	79
ENSMUSG00000004961	5732
ENSMUSG00000004980	9901
ENSMUSG00000004988	3
ENSMUSG00000004994	338
ENSMUSG00000004996	130
ENSMUSG00000005034	17392
ENSMUSG00000005043	101
ENSMUSG00000005045	8611
ENSMUSG00000005054	440
ENSMUSG00000005057	149
ENSMUSG00000005069	1103
ENSMUSG00000005078	1038
ENSMUSG00000005087	134
ENSMUSG00000005089	69580
ENSMUSG00000005102	585
ENSMUSG00000005103	4389
ENSMUSG00000005107	30
ENSMUSG00000005124	201
ENSMUSG00000005125	1680
ENSMUSG00000005131	4
ENSMUSG00000005142	692
ENSMUSG00000005148	183
ENSMUSG00000005150	498
ENSMUSG00000005161	5349
ENSMUSG00000005198	2269
ENSMUSG00000005202	4
ENSMUSG00000005204	1498
ENSMUSG00000005220	6
ENSMUSG00000005225	384
ENSMUSG00000005232	0
ENSMUSG00000005233	15
ENSMUSG00000005237	63
ENSMUSG00000005251	8
ENSMUSG00000005262	1559
ENSMUSG00000005267	346
ENSMUSG00000005268	11
ENSMUSG00000005299	2290
ENSMUSG00000005312	5719
ENSMUSG00000005320	0
ENSMUSG00000005338	13486
ENSMUSG00000005339	0
ENSMUSG00000005354	3190
ENSMUSG00000005355	0
ENSMUSG00000005357	250
ENSMUSG00000005360	18116
ENSMUSG00000005362	1710
ENSMUSG00000005364	0
ENSMUSG00000005370	552
ENSMUSG00000005371	4811
ENSMUSG00000005373	76
ENSMUSG00000005374	779
ENSMUSG00000005378	632
ENSMUSG00000005397	370
ENSMUSG00000005410	134
ENSMUSG00000005413	143
ENSMUSG00000005417	7830
ENSMUSG00000005442	4586
ENSMUSG00000005447	212
ENSMUSG00000005465	6
ENSMUSG00000005469	5590
ENSMUSG00000005470	17
ENSMUSG00000005474	2
ENSMUSG00000005481	297
ENSMUSG00000005483	1463
ENSMUSG00000005493	0
ENSMUSG00000005501	281
ENSMUSG00000005503	0
ENSMUSG00000005505	920
ENSMUSG00000005506	5666
ENSMUSG00000005510	1080
ENSMUSG00000005514	2125
ENSMUSG00000005533	1266
ENSMUSG00000005534	1235
ENSMUSG00000005540	18
ENSMUSG00000005547	2
ENSMUSG00000005553	12
ENSMUSG00000005566	2560
ENSMUSG00000005575	3633
ENSMUSG00000005580	1203
ENSMUSG00000005583	21030
ENSMUSG00000005609	1525
ENSMUSG00000005610	17342
ENSMUSG00000005611	61
ENSMUSG00000005615	1007
ENSMUSG00000005621	901
ENSMUSG00000005625	2303
ENSMUSG00000005628	3
ENSMUSG00000005640	13
ENSMUSG00000005649	0
ENSMUSG00000005656	882
ENSMUSG00000005667	145
ENSMUSG00000005672	1024
ENSMUSG00000005674	480
ENSMUSG00000005677	7
ENSMUSG00000005681	4
ENSMUSG00000005682	385
ENSMUSG00000005683	7904
ENSMUSG00000005686	534
ENSMUSG00000005687	1456
ENSMUSG00000005696	0
ENSMUSG00000005698	1961
ENSMUSG00000005699	526
ENSMUSG00000005705	14
ENSMUSG00000005716	1343
ENSMUSG00000005718	55
ENSMUSG00000005732	1554
ENSMUSG00000005763	0
ENSMUSG00000005774	441
ENSMUSG00000005779	2036
ENSMUSG00000005800	0
ENSMUSG00000005802	2634
ENSMUSG00000005803	142
ENSMUSG00000005804	1249
ENSMUSG00000005813	1185
ENSMUSG00000005823	486
ENSMUSG00000005824	0
ENSMUSG00000005836	0
ENSMUSG00000005846	1356
ENSMUSG00000005864	3
ENSMUSG00000005871	15945
ENSMUSG00000005873	9438
ENSMUSG00000005881	2633
ENSMUSG00000005882	1042
ENSMUSG00000005883	7
ENSMUSG00000005886	2680
ENSMUSG00000005891	0
ENSMUSG00000005892	38
ENSMUSG00000005893	1617
ENSMUSG00000005897	228
ENSMUSG00000005899	1229
ENSMUSG00000005907	537
ENSMUSG00000005917	134
ENSMUSG00000005936	2059
ENSMUSG00000005947	20
ENSMUSG00000005949	325
ENSMUSG00000005950	20
ENSMUSG00000005951	87
ENSMUSG00000005952	0
ENSMUSG00000005958	875
ENSMUSG00000005968	32
ENSMUSG00000005973	698
ENSMUSG00000005980	122
ENSMUSG00000005981	1940
ENSMUSG00000005982	2152
ENSMUSG00000005983	128
ENSMUSG00000005986	1404
ENSMUSG00000005994	1
ENSMUSG00000006005	3266
ENSMUSG00000006007	0
ENSMUSG00000006010	1762
ENSMUSG00000006014	73
ENSMUSG00000006019	208
ENSMUSG00000006021	579
ENSMUSG00000006024	6405
ENSMUSG00000006050	1261
ENSMUSG00000006056	0
ENSMUSG00000006057	787
ENSMUSG00000006058	938
ENSMUSG00000006095	1570
ENSMUSG00000006127	946
ENSMUSG00000006134	855
ENSMUSG00000006143	10
ENSMUSG00000006154	34
ENSMUSG00000006169	1570
ENSMUSG00000006179	23
ENSMUSG00000006191	290
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	3820
ENSMUSG00000006215	877
ENSMUSG00000006216	0
ENSMUSG00000006218	45
ENSMUSG00000006219	24
ENSMUSG00000006221	25
ENSMUSG00000006235	106
ENSMUSG00000006241	165
ENSMUSG00000006262	805
ENSMUSG00000006269	0
ENSMUSG00000006270	2
ENSMUSG00000006273	17134
ENSMUSG00000006276	1577
ENSMUSG00000006281	206
ENSMUSG00000006288	596
ENSMUSG00000006289	247
ENSMUSG00000006299	3108
ENSMUSG00000006301	589
