gene	gf1.bam
ENSMUSG00000001016	1298
ENSMUSG00000001017	1613
ENSMUSG00000001018	671
ENSMUSG00000001020	2
ENSMUSG00000001021	12
ENSMUSG00000001023	0
ENSMUSG00000001025	335
ENSMUSG00000001027	2
ENSMUSG00000001029	35
ENSMUSG00000001034	330
ENSMUSG00000001036	1823
ENSMUSG00000001039	262
ENSMUSG00000001052	861
ENSMUSG00000001053	186
ENSMUSG00000001054	742
ENSMUSG00000001056	596
ENSMUSG00000001062	918
ENSMUSG00000001065	196
ENSMUSG00000001076	0
ENSMUSG00000001082	191
ENSMUSG00000001089	1403
ENSMUSG00000001095	0
ENSMUSG00000001098	414
ENSMUSG00000001100	1877
ENSMUSG00000001103	75
ENSMUSG00000001105	879
ENSMUSG00000001119	750
ENSMUSG00000001120	794
ENSMUSG00000001123	117
ENSMUSG00000001127	1889
ENSMUSG00000001128	121
ENSMUSG00000001131	4
ENSMUSG00000001134	37
ENSMUSG00000001138	373
ENSMUSG00000001143	521
ENSMUSG00000001150	872
ENSMUSG00000001151	676
ENSMUSG00000001155	2
ENSMUSG00000001156	370
ENSMUSG00000001157	312
ENSMUSG00000001158	625
ENSMUSG00000001166	13
ENSMUSG00000001168	0
ENSMUSG00000001173	1069
ENSMUSG00000001175	52641
ENSMUSG00000001211	4784
ENSMUSG00000001225	2
ENSMUSG00000001227	1595
ENSMUSG00000001228	12
ENSMUSG00000001229	1280
ENSMUSG00000001240	184
ENSMUSG00000001247	165
ENSMUSG00000001248	1757
ENSMUSG00000001249	14
ENSMUSG00000001260	260
ENSMUSG00000001270	10979
ENSMUSG00000001280	281
ENSMUSG00000001281	6
ENSMUSG00000001285	256
ENSMUSG00000001288	132
ENSMUSG00000001289	1523
ENSMUSG00000001300	733
ENSMUSG00000001305	175
ENSMUSG00000001313	1337
ENSMUSG00000001323	1138
ENSMUSG00000001333	23
ENSMUSG00000001334	1595
ENSMUSG00000001348	0
ENSMUSG00000001349	7
ENSMUSG00000001366	1404
ENSMUSG00000001376	998
ENSMUSG00000001380	1927
ENSMUSG00000001383	4598
ENSMUSG00000001403	4
ENSMUSG00000001415	1894
ENSMUSG00000001416	1627
ENSMUSG00000001418	603
ENSMUSG00000001419	4357
ENSMUSG00000001420	18
ENSMUSG00000001424	1141
ENSMUSG00000001435	86
ENSMUSG00000001436	180
ENSMUSG00000001440	3095
ENSMUSG00000001441	2345
ENSMUSG00000001444	3
ENSMUSG00000001445	744
ENSMUSG00000001467	1231
ENSMUSG00000001472	13864
ENSMUSG00000001473	24
ENSMUSG00000001482	743
ENSMUSG00000001493	7
ENSMUSG00000001494	0
ENSMUSG00000001496	2
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	154
ENSMUSG00000001507	307
ENSMUSG00000001508	11
ENSMUSG00000001510	1
ENSMUSG00000001517	23
ENSMUSG00000001518	315
ENSMUSG00000001520	135
ENSMUSG00000001521	246
ENSMUSG00000001524	172
ENSMUSG00000001525	9827
ENSMUSG00000001542	449
ENSMUSG00000001552	738
ENSMUSG00000001555	72
ENSMUSG00000001558	5
ENSMUSG00000001566	0
ENSMUSG00000001569	422
ENSMUSG00000001576	1822
ENSMUSG00000001583	5
ENSMUSG00000001588	7
ENSMUSG00000001604	9
ENSMUSG00000001622	0
ENSMUSG00000001627	554
ENSMUSG00000001630	354
ENSMUSG00000001632	556
ENSMUSG00000001642	75
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	86
ENSMUSG00000001665	10
ENSMUSG00000001666	229
ENSMUSG00000001670	0
ENSMUSG00000001672	4
ENSMUSG00000001674	119
ENSMUSG00000001687	2096
ENSMUSG00000001700	298
ENSMUSG00000001707	274
ENSMUSG00000001729	2790
ENSMUSG00000001739	0
ENSMUSG00000001741	32
ENSMUSG00000001750	200
ENSMUSG00000001751	128
ENSMUSG00000001755	377
ENSMUSG00000001761	144
ENSMUSG00000001763	335
ENSMUSG00000001767	306
ENSMUSG00000001768	391
ENSMUSG00000001773	98
ENSMUSG00000001774	890
ENSMUSG00000001783	1786
ENSMUSG00000001785	284
ENSMUSG00000001786	617
ENSMUSG00000001794	2460
ENSMUSG00000001802	1369
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	2
ENSMUSG00000001829	980
ENSMUSG00000001833	6287
ENSMUSG00000001844	259
ENSMUSG00000001847	4029
ENSMUSG00000001855	606
ENSMUSG00000001864	107
ENSMUSG00000001865	0
ENSMUSG00000001870	171
ENSMUSG00000001891	1072
ENSMUSG00000001901	72
ENSMUSG00000001909	845
ENSMUSG00000001910	2404
ENSMUSG00000001911	2688
ENSMUSG00000001918	12
ENSMUSG00000001924	5785
ENSMUSG00000001930	208
ENSMUSG00000001942	384
ENSMUSG00000001943	365
ENSMUSG00000001946	258
ENSMUSG00000001948	38
ENSMUSG00000001962	319
ENSMUSG00000001964	492
ENSMUSG00000001983	155
ENSMUSG00000001985	1617
ENSMUSG00000001986	4378
ENSMUSG00000001988	248
ENSMUSG00000001995	792
ENSMUSG00000001998	112
ENSMUSG00000001999	271
ENSMUSG00000002006	2079
ENSMUSG00000002007	68
ENSMUSG00000002010	2364
ENSMUSG00000002012	632
ENSMUSG00000002014	621
ENSMUSG00000002015	1073
ENSMUSG00000002017	994
ENSMUSG00000002020	15
ENSMUSG00000002028	1709
ENSMUSG00000002031	719
ENSMUSG00000002032	987
ENSMUSG00000002033	0
ENSMUSG00000002043	90
ENSMUSG00000002052	3003
ENSMUSG00000002055	190
ENSMUSG00000002057	4
ENSMUSG00000002058	429
ENSMUSG00000002059	158
ENSMUSG00000002064	620
ENSMUSG00000002068	244
ENSMUSG00000002076	11
ENSMUSG00000002083	75
ENSMUSG00000002100	38
ENSMUSG00000002102	2548
ENSMUSG00000002103	1070
ENSMUSG00000002104	14
ENSMUSG00000002105	291
ENSMUSG00000002107	4291
ENSMUSG00000002108	62
ENSMUSG00000002109	96
ENSMUSG00000002111	34
ENSMUSG00000002129	1179
ENSMUSG00000002147	186
ENSMUSG00000002190	294
ENSMUSG00000002204	12
ENSMUSG00000002205	393
ENSMUSG00000002210	606
ENSMUSG00000002221	721
ENSMUSG00000002222	1811
ENSMUSG00000002227	91
ENSMUSG00000002228	6
ENSMUSG00000002233	242
ENSMUSG00000002240	0
ENSMUSG00000002249	21
ENSMUSG00000002250	455
ENSMUSG00000002257	20
ENSMUSG00000002265	3813
ENSMUSG00000002266	36
ENSMUSG00000002274	380
ENSMUSG00000002279	280
ENSMUSG00000002280	355
ENSMUSG00000002289	39
ENSMUSG00000002297	15
ENSMUSG00000002307	325
ENSMUSG00000002308	214
ENSMUSG00000002319	1138
ENSMUSG00000002320	337
ENSMUSG00000002324	0
ENSMUSG00000002325	145
ENSMUSG00000002326	334
ENSMUSG00000002329	739
ENSMUSG00000002332	1127
ENSMUSG00000002341	3794
ENSMUSG00000002342	487
ENSMUSG00000002343	476
ENSMUSG00000002345	388
ENSMUSG00000002346	432
ENSMUSG00000002365	143
ENSMUSG00000002372	1248
ENSMUSG00000002379	1130
ENSMUSG00000002384	5
ENSMUSG00000002393	122
ENSMUSG00000002395	647
ENSMUSG00000002396	310
ENSMUSG00000002409	326
ENSMUSG00000002413	1764
ENSMUSG00000002416	697
ENSMUSG00000002428	324
ENSMUSG00000002455	958
ENSMUSG00000002458	335
ENSMUSG00000002459	528
ENSMUSG00000002475	800
ENSMUSG00000002477	408
ENSMUSG00000002486	152
ENSMUSG00000002489	872
ENSMUSG00000002496	1570
ENSMUSG00000002500	1
ENSMUSG00000002504	611
ENSMUSG00000002524	2331
ENSMUSG00000002546	1990
ENSMUSG00000002550	367
ENSMUSG00000002565	0
ENSMUSG00000002578	229
ENSMUSG00000002580	1115
ENSMUSG00000002588	0
ENSMUSG00000002602	792
ENSMUSG00000002603	56
ENSMUSG00000002608	830
ENSMUSG00000002617	108
ENSMUSG00000002625	1569
ENSMUSG00000002633	36
ENSMUSG00000002635	214
ENSMUSG00000002658	1275
ENSMUSG00000002660	705
ENSMUSG00000002661	136
ENSMUSG00000002664	4
ENSMUSG00000002668	34
ENSMUSG00000002679	213
ENSMUSG00000002688	119
ENSMUSG00000002699	55
ENSMUSG00000002718	951
ENSMUSG00000002728	483
ENSMUSG00000002731	222
ENSMUSG00000002732	35
ENSMUSG00000002733	503
ENSMUSG00000002741	1788
ENSMUSG00000002748	1773
ENSMUSG00000002763	889
ENSMUSG00000002767	475
ENSMUSG00000002768	1344
ENSMUSG00000002769	13
ENSMUSG00000002771	323
ENSMUSG00000002778	851
ENSMUSG00000002781	296
ENSMUSG00000002797	240
ENSMUSG00000002799	521
ENSMUSG00000002803	898
ENSMUSG00000002804	106
ENSMUSG00000002808	2021
ENSMUSG00000002812	776
ENSMUSG00000002814	57
ENSMUSG00000002820	424
ENSMUSG00000002825	121
ENSMUSG00000002831	13
ENSMUSG00000002833	1322
ENSMUSG00000002835	83
ENSMUSG00000002844	1278
ENSMUSG00000002845	105
ENSMUSG00000002846	338
ENSMUSG00000002847	23
ENSMUSG00000002870	67
ENSMUSG00000002871	312
ENSMUSG00000002881	377
ENSMUSG00000002885	116
ENSMUSG00000002897	385
ENSMUSG00000002900	250
ENSMUSG00000002908	413
ENSMUSG00000002910	135
ENSMUSG00000002930	5
ENSMUSG00000002944	2
ENSMUSG00000002948	963
ENSMUSG00000002949	876
ENSMUSG00000002957	3333
ENSMUSG00000002963	345
ENSMUSG00000002968	968
ENSMUSG00000002980	261
ENSMUSG00000002981	2939
ENSMUSG00000002983	79
ENSMUSG00000002984	1311
ENSMUSG00000002985	20274
ENSMUSG00000002992	0
ENSMUSG00000002996	156
ENSMUSG00000002997	928
ENSMUSG00000003031	461
ENSMUSG00000003032	113
ENSMUSG00000003033	1040
ENSMUSG00000003037	809
ENSMUSG00000003038	75
ENSMUSG00000003039	1884
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	382
ENSMUSG00000003068	1019
ENSMUSG00000003070	64
ENSMUSG00000003072	3477
ENSMUSG00000003099	2200
ENSMUSG00000003119	400
ENSMUSG00000003123	137
ENSMUSG00000003131	2653
ENSMUSG00000003134	366
ENSMUSG00000003135	481
ENSMUSG00000003153	2478
ENSMUSG00000003154	534
ENSMUSG00000003161	700
ENSMUSG00000003166	1338
ENSMUSG00000003184	300
ENSMUSG00000003190	13
ENSMUSG00000003198	36
ENSMUSG00000003199	1175
ENSMUSG00000003200	502
ENSMUSG00000003206	12
ENSMUSG00000003208	88
ENSMUSG00000003226	1690
ENSMUSG00000003227	11
ENSMUSG00000003228	295
ENSMUSG00000003233	529
ENSMUSG00000003234	1049
ENSMUSG00000003235	1242
ENSMUSG00000003269	1300
ENSMUSG00000003271	205
ENSMUSG00000003273	2932
ENSMUSG00000003279	9240
ENSMUSG00000003282	42
ENSMUSG00000003283	47
ENSMUSG00000003299	651
ENSMUSG00000003308	1189
ENSMUSG00000003309	4
ENSMUSG00000003316	3730
ENSMUSG00000003341	3
ENSMUSG00000003344	1199
ENSMUSG00000003345	3218
ENSMUSG00000003346	1649
ENSMUSG00000003348	171
ENSMUSG00000003352	6065
ENSMUSG00000003354	179
ENSMUSG00000003355	12
ENSMUSG00000003360	927
ENSMUSG00000003363	15935
ENSMUSG00000003378	3222
ENSMUSG00000003379	1
ENSMUSG00000003380	992
ENSMUSG00000003382	390
ENSMUSG00000003402	1049
ENSMUSG00000003410	4034
ENSMUSG00000003411	782
ENSMUSG00000003418	25
ENSMUSG00000003420	257
ENSMUSG00000003421	871
ENSMUSG00000003423	353
ENSMUSG00000003429	1829
ENSMUSG00000003435	2705
ENSMUSG00000003436	20
ENSMUSG00000003437	1135
ENSMUSG00000003438	354
ENSMUSG00000003444	112
ENSMUSG00000003452	446
ENSMUSG00000003458	1035
ENSMUSG00000003464	1501
ENSMUSG00000003469	9458
ENSMUSG00000003476	9
ENSMUSG00000003477	5
ENSMUSG00000003484	0
ENSMUSG00000003500	1103
ENSMUSG00000003505	0
ENSMUSG00000003518	4479
ENSMUSG00000003526	384
ENSMUSG00000003527	519
ENSMUSG00000003528	560
ENSMUSG00000003531	814
ENSMUSG00000003534	982
ENSMUSG00000003541	133
ENSMUSG00000003545	180
ENSMUSG00000003546	349
ENSMUSG00000003549	206
ENSMUSG00000003555	0
ENSMUSG00000003559	248
ENSMUSG00000003573	57
ENSMUSG00000003575	2879
ENSMUSG00000003581	362
ENSMUSG00000003585	855
ENSMUSG00000003604	168
ENSMUSG00000003617	282
ENSMUSG00000003623	334
ENSMUSG00000003644	238
ENSMUSG00000003657	190
ENSMUSG00000003660	2144
ENSMUSG00000003662	768
ENSMUSG00000003665	11
ENSMUSG00000003680	191
ENSMUSG00000003721	650
ENSMUSG00000003731	1886
ENSMUSG00000003746	466
ENSMUSG00000003752	69
ENSMUSG00000003762	367
ENSMUSG00000003778	868
ENSMUSG00000003779	35
ENSMUSG00000003808	518
ENSMUSG00000003809	406
ENSMUSG00000003810	2771
ENSMUSG00000003812	59
ENSMUSG00000003813	786
ENSMUSG00000003814	9213
ENSMUSG00000003824	30
ENSMUSG00000003847	1006
ENSMUSG00000003848	366
ENSMUSG00000003849	39
ENSMUSG00000003863	3714
ENSMUSG00000003865	312
ENSMUSG00000003868	396
ENSMUSG00000003872	915
ENSMUSG00000003873	370
ENSMUSG00000003882	5
ENSMUSG00000003923	437
ENSMUSG00000003929	279
ENSMUSG00000003934	798
ENSMUSG00000003948	3927
ENSMUSG00000003949	2665
ENSMUSG00000003955	473
ENSMUSG00000003970	3796
ENSMUSG00000003974	1121
ENSMUSG00000003992	1171
ENSMUSG00000004018	86
ENSMUSG00000004031	1925
ENSMUSG00000004032	2063
ENSMUSG00000004035	167
ENSMUSG00000004038	2
ENSMUSG00000004040	720
ENSMUSG00000004043	55
ENSMUSG00000004044	276
ENSMUSG00000004054	263
ENSMUSG00000004056	1586
ENSMUSG00000004069	1230
ENSMUSG00000004070	951
ENSMUSG00000004071	3509
ENSMUSG00000004085	76
ENSMUSG00000004096	1230
ENSMUSG00000004098	55
ENSMUSG00000004099	923
ENSMUSG00000004100	256
ENSMUSG00000004105	57
ENSMUSG00000004110	2965
ENSMUSG00000004113	2584
ENSMUSG00000004127	133
ENSMUSG00000004151	509
ENSMUSG00000004187	11579
ENSMUSG00000004207	24711
ENSMUSG00000004221	500
ENSMUSG00000004231	6
ENSMUSG00000004233	100
ENSMUSG00000004263	205
ENSMUSG00000004264	1141
ENSMUSG00000004266	40
ENSMUSG00000004267	21373
ENSMUSG00000004268	459
ENSMUSG00000004270	294
ENSMUSG00000004285	1580
ENSMUSG00000004296	0
ENSMUSG00000004317	192
ENSMUSG00000004319	2656
ENSMUSG00000004328	31
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	84
ENSMUSG00000004356	263
ENSMUSG00000004359	3
ENSMUSG00000004360	876
ENSMUSG00000004364	1896
ENSMUSG00000004366	4440
ENSMUSG00000004371	3
ENSMUSG00000004383	3311
ENSMUSG00000004393	584
ENSMUSG00000004394	818
ENSMUSG00000004415	77
ENSMUSG00000004446	192
ENSMUSG00000004451	317
ENSMUSG00000004455	196
ENSMUSG00000004460	1010
ENSMUSG00000004462	191
ENSMUSG00000004473	106
ENSMUSG00000004500	174
ENSMUSG00000004508	411
ENSMUSG00000004530	1077
ENSMUSG00000004535	2521
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	1
ENSMUSG00000004558	11151
ENSMUSG00000004561	308
ENSMUSG00000004562	329
ENSMUSG00000004565	797
ENSMUSG00000004567	1078
ENSMUSG00000004568	709
ENSMUSG00000004591	380
ENSMUSG00000004609	84
ENSMUSG00000004610	59
ENSMUSG00000004612	2
ENSMUSG00000004613	0
ENSMUSG00000004626	323
ENSMUSG00000004630	2
ENSMUSG00000004631	429
ENSMUSG00000004633	501
ENSMUSG00000004637	353
ENSMUSG00000004642	211
ENSMUSG00000004651	1
ENSMUSG00000004654	3
ENSMUSG00000004655	6
ENSMUSG00000004661	141
ENSMUSG00000004665	127
ENSMUSG00000004667	1019
ENSMUSG00000004668	4
ENSMUSG00000004677	591
ENSMUSG00000004698	732
ENSMUSG00000004707	5
ENSMUSG00000004709	0
ENSMUSG00000004730	64
ENSMUSG00000004748	1226
ENSMUSG00000004768	433
ENSMUSG00000004771	1119
ENSMUSG00000004788	515
ENSMUSG00000004789	2118
ENSMUSG00000004791	21
ENSMUSG00000004798	2093
ENSMUSG00000004814	14
ENSMUSG00000004815	342
ENSMUSG00000004821	0
ENSMUSG00000004837	82
ENSMUSG00000004842	2
ENSMUSG00000004843	594
ENSMUSG00000004846	328
ENSMUSG00000004849	3954
ENSMUSG00000004864	0
ENSMUSG00000004865	1248
ENSMUSG00000004872	0
ENSMUSG00000004880	102
ENSMUSG00000004885	37
ENSMUSG00000004891	304
ENSMUSG00000004892	3657
ENSMUSG00000004894	104
ENSMUSG00000004895	797
ENSMUSG00000004896	318
ENSMUSG00000004897	2839
ENSMUSG00000004902	1097
ENSMUSG00000004929	701
ENSMUSG00000004931	234
ENSMUSG00000004933	2820
ENSMUSG00000004934	268
ENSMUSG00000004936	3698
ENSMUSG00000004937	2461
ENSMUSG00000004939	2
ENSMUSG00000004945	794
ENSMUSG00000004947	97
ENSMUSG00000004948	0
ENSMUSG00000004951	34
ENSMUSG00000004952	49
ENSMUSG00000004961	3519
ENSMUSG00000004980	5408
ENSMUSG00000004988	4
ENSMUSG00000004994	255
ENSMUSG00000004996	101
ENSMUSG00000005034	9242
ENSMUSG00000005043	77
ENSMUSG00000005045	5775
ENSMUSG00000005054	329
ENSMUSG00000005057	76
ENSMUSG00000005069	789
ENSMUSG00000005078	664
ENSMUSG00000005087	51
ENSMUSG00000005089	38746
ENSMUSG00000005102	373
ENSMUSG00000005103	2777
ENSMUSG00000005107	15
ENSMUSG00000005124	74
ENSMUSG00000005125	1029
ENSMUSG00000005131	2
ENSMUSG00000005142	531
ENSMUSG00000005148	82
ENSMUSG00000005150	422
ENSMUSG00000005161	3258
ENSMUSG00000005198	1290
ENSMUSG00000005202	0
ENSMUSG00000005204	976
ENSMUSG00000005220	3
ENSMUSG00000005225	198
ENSMUSG00000005232	0
ENSMUSG00000005233	4
ENSMUSG00000005237	64
ENSMUSG00000005251	2
ENSMUSG00000005262	922
ENSMUSG00000005267	206
ENSMUSG00000005268	8
ENSMUSG00000005299	1746
ENSMUSG00000005312	2590
ENSMUSG00000005320	3
ENSMUSG00000005338	8128
ENSMUSG00000005339	0
ENSMUSG00000005354	2264
ENSMUSG00000005355	0
ENSMUSG00000005357	121
ENSMUSG00000005360	10153
ENSMUSG00000005362	759
ENSMUSG00000005364	0
ENSMUSG00000005370	291
ENSMUSG00000005371	1985
ENSMUSG00000005373	44
ENSMUSG00000005374	421
ENSMUSG00000005378	499
ENSMUSG00000005397	125
ENSMUSG00000005410	135
ENSMUSG00000005413	115
ENSMUSG00000005417	5486
ENSMUSG00000005442	2672
ENSMUSG00000005447	144
ENSMUSG00000005465	9
ENSMUSG00000005469	3439
ENSMUSG00000005470	9
ENSMUSG00000005474	0
ENSMUSG00000005481	208
ENSMUSG00000005483	861
ENSMUSG00000005493	0
ENSMUSG00000005501	205
ENSMUSG00000005503	0
ENSMUSG00000005505	549
ENSMUSG00000005506	2669
ENSMUSG00000005510	752
ENSMUSG00000005514	1321
ENSMUSG00000005533	741
ENSMUSG00000005534	677
ENSMUSG00000005540	14
ENSMUSG00000005547	0
ENSMUSG00000005553	15
ENSMUSG00000005566	1788
ENSMUSG00000005575	2360
ENSMUSG00000005580	644
ENSMUSG00000005583	9406
ENSMUSG00000005609	1022
ENSMUSG00000005610	8607
ENSMUSG00000005611	34
ENSMUSG00000005615	580
ENSMUSG00000005621	501
ENSMUSG00000005625	1546
ENSMUSG00000005628	3
ENSMUSG00000005640	11
ENSMUSG00000005649	2
ENSMUSG00000005656	499
ENSMUSG00000005667	106
ENSMUSG00000005672	532
ENSMUSG00000005674	382
ENSMUSG00000005677	1
ENSMUSG00000005681	0
ENSMUSG00000005682	316
ENSMUSG00000005683	5031
ENSMUSG00000005686	344
ENSMUSG00000005687	699
ENSMUSG00000005696	0
ENSMUSG00000005698	1038
ENSMUSG00000005699	305
ENSMUSG00000005705	2
ENSMUSG00000005716	1326
ENSMUSG00000005718	28
ENSMUSG00000005732	1005
ENSMUSG00000005763	0
ENSMUSG00000005774	353
ENSMUSG00000005779	1470
ENSMUSG00000005800	0
ENSMUSG00000005802	975
ENSMUSG00000005803	73
ENSMUSG00000005804	690
ENSMUSG00000005813	694
ENSMUSG00000005823	379
ENSMUSG00000005824	0
ENSMUSG00000005836	0
ENSMUSG00000005846	771
ENSMUSG00000005864	6
ENSMUSG00000005871	8737
ENSMUSG00000005873	5382
ENSMUSG00000005881	1556
ENSMUSG00000005882	890
ENSMUSG00000005883	7
ENSMUSG00000005886	1331
ENSMUSG00000005891	0
ENSMUSG00000005892	12
ENSMUSG00000005893	936
ENSMUSG00000005897	92
ENSMUSG00000005899	922
ENSMUSG00000005907	346
ENSMUSG00000005917	100
ENSMUSG00000005936	1269
ENSMUSG00000005947	7
ENSMUSG00000005949	259
ENSMUSG00000005950	5
ENSMUSG00000005951	39
ENSMUSG00000005952	2
ENSMUSG00000005958	673
ENSMUSG00000005968	13
ENSMUSG00000005973	286
ENSMUSG00000005980	84
ENSMUSG00000005981	1229
ENSMUSG00000005982	1295
ENSMUSG00000005983	80
ENSMUSG00000005986	996
ENSMUSG00000005994	6
ENSMUSG00000006005	2003
ENSMUSG00000006007	0
ENSMUSG00000006010	920
ENSMUSG00000006014	42
ENSMUSG00000006019	167
ENSMUSG00000006021	435
ENSMUSG00000006024	4673
ENSMUSG00000006050	931
ENSMUSG00000006056	0
ENSMUSG00000006057	802
ENSMUSG00000006058	635
ENSMUSG00000006095	1043
ENSMUSG00000006127	673
ENSMUSG00000006134	503
ENSMUSG00000006143	0
ENSMUSG00000006154	17
ENSMUSG00000006169	776
ENSMUSG00000006179	23
ENSMUSG00000006191	158
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	2494
ENSMUSG00000006215	542
ENSMUSG00000006216	0
ENSMUSG00000006218	49
ENSMUSG00000006219	16
ENSMUSG00000006221	10
ENSMUSG00000006235	114
ENSMUSG00000006241	129
ENSMUSG00000006262	267
ENSMUSG00000006269	0
ENSMUSG00000006270	1
ENSMUSG00000006273	10340
ENSMUSG00000006276	942
ENSMUSG00000006281	125
ENSMUSG00000006288	429
ENSMUSG00000006289	153
ENSMUSG00000006299	2185
ENSMUSG00000006301	517
ENSMUSG00000006304	3065
ENSMUSG00000006307	914
ENSMUSG00000006310	40
ENSMUSG00000006311	0
ENSMUSG00000006313	12
ENSMUSG00000006315	748
ENSMUSG00000006333	1566
ENSMUSG00000006335	323
ENSMUSG00000006342	345
