gene	con3.bam
ENSMUSG00000000561	1606
ENSMUSG00000000562	21
ENSMUSG00000000563	6170
ENSMUSG00000000567	668
ENSMUSG00000000568	4204
ENSMUSG00000000579	14
ENSMUSG00000000581	997
ENSMUSG00000000594	2481
ENSMUSG00000000600	1537
ENSMUSG00000000605	6478
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	1929
ENSMUSG00000000628	168
ENSMUSG00000000631	8070
ENSMUSG00000000632	7610
ENSMUSG00000000673	4
ENSMUSG00000000682	56
ENSMUSG00000000686	7
ENSMUSG00000000690	0
ENSMUSG00000000693	160
ENSMUSG00000000701	0
ENSMUSG00000000706	1
ENSMUSG00000000708	351
ENSMUSG00000000711	4291
ENSMUSG00000000724	1
ENSMUSG00000000730	8
ENSMUSG00000000731	2
ENSMUSG00000000732	55
ENSMUSG00000000738	1658
ENSMUSG00000000739	10
ENSMUSG00000000740	228
ENSMUSG00000000743	2868
ENSMUSG00000000751	1320
ENSMUSG00000000753	563
ENSMUSG00000000759	1509
ENSMUSG00000000766	32
ENSMUSG00000000776	823
ENSMUSG00000000782	122
ENSMUSG00000000787	6980
ENSMUSG00000000791	34
ENSMUSG00000000792	322
ENSMUSG00000000794	765
ENSMUSG00000000804	6901
ENSMUSG00000000805	1142
ENSMUSG00000000811	244
ENSMUSG00000000817	1
ENSMUSG00000000823	2059
ENSMUSG00000000826	13462
ENSMUSG00000000827	1830
ENSMUSG00000000838	1995
ENSMUSG00000000861	2942
ENSMUSG00000000869	362
ENSMUSG00000000876	529
ENSMUSG00000000881	9809
ENSMUSG00000000884	117
ENSMUSG00000000889	41
ENSMUSG00000000901	30
ENSMUSG00000000902	1828
ENSMUSG00000000903	5
ENSMUSG00000000915	3466
ENSMUSG00000000916	235
ENSMUSG00000000934	527
ENSMUSG00000000938	0
ENSMUSG00000000942	0
ENSMUSG00000000948	132
ENSMUSG00000000957	633
ENSMUSG00000000958	51
ENSMUSG00000000959	1499
ENSMUSG00000000976	542
ENSMUSG00000000982	1
ENSMUSG00000000983	20
ENSMUSG00000001014	62
ENSMUSG00000001016	2721
ENSMUSG00000001017	3340
ENSMUSG00000001018	1477
ENSMUSG00000001020	8
ENSMUSG00000001021	13
ENSMUSG00000001023	16
ENSMUSG00000001025	683
ENSMUSG00000001027	0
ENSMUSG00000001029	88
ENSMUSG00000001034	614
ENSMUSG00000001036	3968
ENSMUSG00000001039	441
ENSMUSG00000001052	1985
ENSMUSG00000001053	481
ENSMUSG00000001054	1544
ENSMUSG00000001056	1211
ENSMUSG00000001062	1754
ENSMUSG00000001065	374
ENSMUSG00000001076	0
ENSMUSG00000001082	403
ENSMUSG00000001089	3156
ENSMUSG00000001095	0
ENSMUSG00000001098	1052
ENSMUSG00000001100	3528
ENSMUSG00000001103	146
ENSMUSG00000001105	1847
ENSMUSG00000001119	2613
ENSMUSG00000001120	1757
ENSMUSG00000001123	227
ENSMUSG00000001127	4141
ENSMUSG00000001128	233
ENSMUSG00000001131	18
ENSMUSG00000001134	89
ENSMUSG00000001138	829
ENSMUSG00000001143	1447
ENSMUSG00000001150	2172
ENSMUSG00000001151	1183
ENSMUSG00000001155	2
ENSMUSG00000001156	739
ENSMUSG00000001157	758
ENSMUSG00000001158	1171
ENSMUSG00000001166	24
ENSMUSG00000001168	0
ENSMUSG00000001173	2894
ENSMUSG00000001175	114901
ENSMUSG00000001211	9603
ENSMUSG00000001225	0
ENSMUSG00000001227	3470
ENSMUSG00000001228	22
ENSMUSG00000001229	2731
ENSMUSG00000001240	436
ENSMUSG00000001247	294
ENSMUSG00000001248	3767
ENSMUSG00000001249	26
ENSMUSG00000001260	557
ENSMUSG00000001270	19547
ENSMUSG00000001280	757
ENSMUSG00000001281	14
ENSMUSG00000001285	694
ENSMUSG00000001288	296
ENSMUSG00000001289	3347
ENSMUSG00000001300	2339
ENSMUSG00000001305	312
ENSMUSG00000001313	2653
ENSMUSG00000001323	2743
ENSMUSG00000001333	37
ENSMUSG00000001334	2777
ENSMUSG00000001348	2
ENSMUSG00000001349	13
ENSMUSG00000001366	2688
ENSMUSG00000001376	2287
ENSMUSG00000001380	4378
ENSMUSG00000001383	10524
ENSMUSG00000001403	12
ENSMUSG00000001415	4129
ENSMUSG00000001416	3757
ENSMUSG00000001418	1143
ENSMUSG00000001419	9028
ENSMUSG00000001420	26
ENSMUSG00000001424	2677
ENSMUSG00000001435	242
ENSMUSG00000001436	434
ENSMUSG00000001440	7397
ENSMUSG00000001441	5750
ENSMUSG00000001444	19
ENSMUSG00000001445	1615
ENSMUSG00000001467	2432
ENSMUSG00000001472	27721
ENSMUSG00000001473	149
ENSMUSG00000001482	1779
ENSMUSG00000001493	21
ENSMUSG00000001494	2
ENSMUSG00000001496	8
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	421
ENSMUSG00000001507	667
ENSMUSG00000001508	3
ENSMUSG00000001510	0
ENSMUSG00000001517	53
ENSMUSG00000001518	610
ENSMUSG00000001520	377
ENSMUSG00000001521	508
ENSMUSG00000001524	361
ENSMUSG00000001525	21175
ENSMUSG00000001542	868
ENSMUSG00000001552	1668
ENSMUSG00000001555	176
ENSMUSG00000001558	17
ENSMUSG00000001566	0
ENSMUSG00000001569	1181
ENSMUSG00000001576	4218
ENSMUSG00000001583	5
ENSMUSG00000001588	9
ENSMUSG00000001604	16
ENSMUSG00000001622	0
ENSMUSG00000001627	1327
ENSMUSG00000001630	629
ENSMUSG00000001632	1347
ENSMUSG00000001642	139
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	156
ENSMUSG00000001665	12
ENSMUSG00000001666	489
ENSMUSG00000001670	1
ENSMUSG00000001672	5
ENSMUSG00000001674	248
ENSMUSG00000001687	4113
ENSMUSG00000001700	471
ENSMUSG00000001707	619
ENSMUSG00000001729	5620
ENSMUSG00000001739	0
ENSMUSG00000001741	60
ENSMUSG00000001750	386
ENSMUSG00000001751	253
ENSMUSG00000001755	888
ENSMUSG00000001761	447
ENSMUSG00000001763	777
ENSMUSG00000001767	688
ENSMUSG00000001768	1076
ENSMUSG00000001773	159
ENSMUSG00000001774	2069
ENSMUSG00000001783	3814
ENSMUSG00000001785	639
ENSMUSG00000001786	1387
ENSMUSG00000001794	5440
ENSMUSG00000001802	3122
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	9
ENSMUSG00000001829	2433
ENSMUSG00000001833	16574
ENSMUSG00000001844	532
ENSMUSG00000001847	8582
ENSMUSG00000001855	978
ENSMUSG00000001864	206
ENSMUSG00000001865	1
ENSMUSG00000001870	415
ENSMUSG00000001891	2437
ENSMUSG00000001901	101
ENSMUSG00000001909	1625
ENSMUSG00000001910	5180
ENSMUSG00000001911	5729
ENSMUSG00000001918	73
ENSMUSG00000001924	13562
ENSMUSG00000001930	572
ENSMUSG00000001942	977
ENSMUSG00000001943	583
ENSMUSG00000001946	536
ENSMUSG00000001948	86
ENSMUSG00000001962	734
ENSMUSG00000001964	1203
ENSMUSG00000001983	427
ENSMUSG00000001985	5002
ENSMUSG00000001986	10349
ENSMUSG00000001988	469
ENSMUSG00000001995	1843
ENSMUSG00000001998	257
ENSMUSG00000001999	540
ENSMUSG00000002006	4654
ENSMUSG00000002007	96
ENSMUSG00000002010	5099
ENSMUSG00000002012	1825
ENSMUSG00000002014	1250
ENSMUSG00000002015	2119
ENSMUSG00000002017	1640
ENSMUSG00000002020	24
ENSMUSG00000002028	4604
ENSMUSG00000002031	1739
ENSMUSG00000002032	1675
ENSMUSG00000002033	0
ENSMUSG00000002043	175
ENSMUSG00000002052	7498
ENSMUSG00000002055	347
ENSMUSG00000002057	0
ENSMUSG00000002058	999
ENSMUSG00000002059	297
ENSMUSG00000002064	1406
ENSMUSG00000002068	588
ENSMUSG00000002076	2
ENSMUSG00000002083	155
ENSMUSG00000002100	38
ENSMUSG00000002102	6028
ENSMUSG00000002103	2660
ENSMUSG00000002104	10
ENSMUSG00000002105	584
ENSMUSG00000002107	10422
ENSMUSG00000002108	95
ENSMUSG00000002109	207
ENSMUSG00000002111	110
ENSMUSG00000002129	2794
ENSMUSG00000002147	434
ENSMUSG00000002190	527
ENSMUSG00000002204	29
ENSMUSG00000002205	718
ENSMUSG00000002210	1056
ENSMUSG00000002221	1944
ENSMUSG00000002222	3956
ENSMUSG00000002227	198
ENSMUSG00000002228	29
ENSMUSG00000002233	556
ENSMUSG00000002240	0
ENSMUSG00000002249	62
ENSMUSG00000002250	704
ENSMUSG00000002257	70
ENSMUSG00000002265	9339
ENSMUSG00000002266	137
ENSMUSG00000002274	730
ENSMUSG00000002279	534
ENSMUSG00000002280	829
ENSMUSG00000002289	108
ENSMUSG00000002297	49
ENSMUSG00000002307	659
ENSMUSG00000002308	422
ENSMUSG00000002319	2542
ENSMUSG00000002320	663
ENSMUSG00000002324	4
ENSMUSG00000002325	284
ENSMUSG00000002326	705
ENSMUSG00000002329	1593
ENSMUSG00000002332	2215
ENSMUSG00000002341	7844
ENSMUSG00000002342	898
ENSMUSG00000002343	916
ENSMUSG00000002345	767
ENSMUSG00000002346	1121
ENSMUSG00000002365	359
ENSMUSG00000002372	2659
ENSMUSG00000002379	2188
ENSMUSG00000002384	9
ENSMUSG00000002393	263
ENSMUSG00000002395	1546
ENSMUSG00000002396	519
ENSMUSG00000002409	680
ENSMUSG00000002413	4297
ENSMUSG00000002416	1265
ENSMUSG00000002428	706
ENSMUSG00000002455	2131
ENSMUSG00000002458	727
ENSMUSG00000002459	1090
ENSMUSG00000002475	1503
ENSMUSG00000002477	892
ENSMUSG00000002486	372
ENSMUSG00000002489	2457
ENSMUSG00000002496	3510
ENSMUSG00000002500	8
ENSMUSG00000002504	1134
ENSMUSG00000002524	4826
ENSMUSG00000002546	4376
ENSMUSG00000002550	821
ENSMUSG00000002565	0
ENSMUSG00000002578	536
ENSMUSG00000002580	2206
ENSMUSG00000002588	1
ENSMUSG00000002602	1654
ENSMUSG00000002603	139
ENSMUSG00000002608	1728
ENSMUSG00000002617	453
ENSMUSG00000002625	3197
ENSMUSG00000002633	55
ENSMUSG00000002635	425
ENSMUSG00000002658	3044
ENSMUSG00000002660	1423
ENSMUSG00000002661	257
ENSMUSG00000002664	3
ENSMUSG00000002668	24
ENSMUSG00000002679	514
ENSMUSG00000002688	292
ENSMUSG00000002699	160
ENSMUSG00000002718	2311
ENSMUSG00000002728	1062
ENSMUSG00000002731	462
ENSMUSG00000002732	100
ENSMUSG00000002733	1190
ENSMUSG00000002741	3843
ENSMUSG00000002748	4435
ENSMUSG00000002763	2065
ENSMUSG00000002767	900
ENSMUSG00000002768	3056
ENSMUSG00000002769	21
ENSMUSG00000002771	694
ENSMUSG00000002778	1813
ENSMUSG00000002781	557
ENSMUSG00000002797	485
ENSMUSG00000002799	1072
ENSMUSG00000002803	1837
ENSMUSG00000002804	140
ENSMUSG00000002808	4535
ENSMUSG00000002812	1867
ENSMUSG00000002814	142
ENSMUSG00000002820	802
ENSMUSG00000002825	301
ENSMUSG00000002831	27
ENSMUSG00000002833	2858
ENSMUSG00000002835	112
ENSMUSG00000002844	2787
ENSMUSG00000002845	253
ENSMUSG00000002846	718
ENSMUSG00000002847	32
ENSMUSG00000002870	169
ENSMUSG00000002871	712
ENSMUSG00000002881	789
ENSMUSG00000002885	336
ENSMUSG00000002897	910
ENSMUSG00000002900	761
ENSMUSG00000002908	891
ENSMUSG00000002910	281
ENSMUSG00000002930	5
ENSMUSG00000002944	9
ENSMUSG00000002948	1879
ENSMUSG00000002949	1651
ENSMUSG00000002957	8453
ENSMUSG00000002963	718
ENSMUSG00000002968	2063
ENSMUSG00000002980	463
ENSMUSG00000002981	6392
ENSMUSG00000002983	186
ENSMUSG00000002984	2351
ENSMUSG00000002985	47739
ENSMUSG00000002992	0
ENSMUSG00000002996	477
ENSMUSG00000002997	2001
ENSMUSG00000003031	1024
ENSMUSG00000003032	181
ENSMUSG00000003033	2273
ENSMUSG00000003037	1673
ENSMUSG00000003038	138
ENSMUSG00000003039	4550
ENSMUSG00000003051	6
ENSMUSG00000003053	0
ENSMUSG00000003062	906
ENSMUSG00000003068	2141
ENSMUSG00000003070	246
ENSMUSG00000003072	6640
ENSMUSG00000003099	4930
ENSMUSG00000003119	1007
ENSMUSG00000003123	268
ENSMUSG00000003131	6035
ENSMUSG00000003134	771
ENSMUSG00000003135	1263
ENSMUSG00000003153	6018
ENSMUSG00000003154	1391
ENSMUSG00000003161	1704
ENSMUSG00000003166	2970
ENSMUSG00000003184	550
ENSMUSG00000003190	57
ENSMUSG00000003198	72
ENSMUSG00000003199	2301
ENSMUSG00000003200	1036
ENSMUSG00000003206	63
ENSMUSG00000003208	224
ENSMUSG00000003226	5439
ENSMUSG00000003227	30
ENSMUSG00000003228	797
ENSMUSG00000003233	1235
ENSMUSG00000003234	2568
ENSMUSG00000003235	2358
ENSMUSG00000003269	3299
ENSMUSG00000003271	374
ENSMUSG00000003273	5787
ENSMUSG00000003279	21290
ENSMUSG00000003282	83
ENSMUSG00000003283	70
ENSMUSG00000003299	1199
ENSMUSG00000003308	2583
ENSMUSG00000003309	22
ENSMUSG00000003316	8566
ENSMUSG00000003341	11
ENSMUSG00000003344	2510
ENSMUSG00000003345	6544
ENSMUSG00000003346	2920
ENSMUSG00000003348	335
ENSMUSG00000003352	11948
ENSMUSG00000003354	342
ENSMUSG00000003355	29
ENSMUSG00000003360	2330
ENSMUSG00000003363	32369
ENSMUSG00000003378	7026
ENSMUSG00000003379	12
ENSMUSG00000003380	1983
ENSMUSG00000003382	984
ENSMUSG00000003402	2598
ENSMUSG00000003410	8536
ENSMUSG00000003411	1854
ENSMUSG00000003418	82
ENSMUSG00000003420	605
ENSMUSG00000003421	1627
ENSMUSG00000003423	732
ENSMUSG00000003429	4159
ENSMUSG00000003435	6054
ENSMUSG00000003436	71
ENSMUSG00000003437	2510
ENSMUSG00000003438	883
ENSMUSG00000003444	202
ENSMUSG00000003452	1039
ENSMUSG00000003458	2240
ENSMUSG00000003464	3189
ENSMUSG00000003469	19242
ENSMUSG00000003476	21
ENSMUSG00000003477	14
ENSMUSG00000003484	0
ENSMUSG00000003500	2211
ENSMUSG00000003505	0
ENSMUSG00000003518	8232
ENSMUSG00000003526	662
ENSMUSG00000003527	920
ENSMUSG00000003528	1032
ENSMUSG00000003531	1616
ENSMUSG00000003534	1763
ENSMUSG00000003541	280
ENSMUSG00000003545	495
ENSMUSG00000003546	665
ENSMUSG00000003549	424
ENSMUSG00000003555	1
ENSMUSG00000003559	432
ENSMUSG00000003573	114
ENSMUSG00000003575	6567
ENSMUSG00000003581	807
ENSMUSG00000003585	1842
ENSMUSG00000003604	348
ENSMUSG00000003617	767
ENSMUSG00000003623	799
ENSMUSG00000003644	446
ENSMUSG00000003657	754
ENSMUSG00000003660	5462
ENSMUSG00000003662	1969
ENSMUSG00000003665	21
ENSMUSG00000003680	448
ENSMUSG00000003721	1480
ENSMUSG00000003731	4364
ENSMUSG00000003746	1288
ENSMUSG00000003752	190
ENSMUSG00000003762	909
ENSMUSG00000003778	1979
ENSMUSG00000003779	77
ENSMUSG00000003808	1146
ENSMUSG00000003809	892
ENSMUSG00000003810	6501
ENSMUSG00000003812	171
ENSMUSG00000003813	1517
ENSMUSG00000003814	19645
ENSMUSG00000003824	57
ENSMUSG00000003847	2985
ENSMUSG00000003848	804
ENSMUSG00000003849	123
ENSMUSG00000003863	7587
ENSMUSG00000003865	595
ENSMUSG00000003868	848
ENSMUSG00000003872	1503
ENSMUSG00000003873	818
ENSMUSG00000003882	21
ENSMUSG00000003923	1052
ENSMUSG00000003929	750
ENSMUSG00000003934	1860
ENSMUSG00000003948	8101
ENSMUSG00000003949	4952
ENSMUSG00000003955	766
ENSMUSG00000003970	7373
ENSMUSG00000003974	2764
ENSMUSG00000003992	3051
ENSMUSG00000004018	248
ENSMUSG00000004031	5369
ENSMUSG00000004032	4438
ENSMUSG00000004035	458
ENSMUSG00000004038	3
ENSMUSG00000004040	1618
ENSMUSG00000004043	69
ENSMUSG00000004044	694
ENSMUSG00000004054	576
ENSMUSG00000004056	2862
ENSMUSG00000004069	2696
ENSMUSG00000004070	2084
ENSMUSG00000004071	7206
ENSMUSG00000004085	176
ENSMUSG00000004096	2699
ENSMUSG00000004098	70
ENSMUSG00000004099	2250
ENSMUSG00000004100	564
ENSMUSG00000004105	125
ENSMUSG00000004110	8818
ENSMUSG00000004113	6000
ENSMUSG00000004127	279
ENSMUSG00000004151	1225
ENSMUSG00000004187	24892
ENSMUSG00000004207	51299
ENSMUSG00000004221	1278
ENSMUSG00000004231	1
ENSMUSG00000004233	184
ENSMUSG00000004263	324
ENSMUSG00000004264	2450
ENSMUSG00000004266	139
ENSMUSG00000004267	43048
ENSMUSG00000004268	898
ENSMUSG00000004270	617
ENSMUSG00000004285	3201
ENSMUSG00000004296	1
ENSMUSG00000004317	417
ENSMUSG00000004319	6586
ENSMUSG00000004328	73
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	196
ENSMUSG00000004356	763
ENSMUSG00000004359	1
ENSMUSG00000004360	2084
ENSMUSG00000004364	4813
ENSMUSG00000004366	8479
ENSMUSG00000004371	11
ENSMUSG00000004383	7597
ENSMUSG00000004393	1265
ENSMUSG00000004394	1773
ENSMUSG00000004415	136
ENSMUSG00000004446	445
ENSMUSG00000004451	541
ENSMUSG00000004455	288
ENSMUSG00000004460	2210
ENSMUSG00000004462	470
ENSMUSG00000004473	174
ENSMUSG00000004500	435
ENSMUSG00000004508	1065
ENSMUSG00000004530	2738
ENSMUSG00000004535	6475
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	13
ENSMUSG00000004558	21234
ENSMUSG00000004561	599
ENSMUSG00000004562	668
ENSMUSG00000004565	1663
ENSMUSG00000004567	2081
ENSMUSG00000004568	1851
ENSMUSG00000004591	933
ENSMUSG00000004609	221
ENSMUSG00000004610	107
ENSMUSG00000004612	5
ENSMUSG00000004613	0
ENSMUSG00000004626	663
ENSMUSG00000004630	2
ENSMUSG00000004631	852
ENSMUSG00000004633	1139
ENSMUSG00000004637	770
ENSMUSG00000004642	509
ENSMUSG00000004651	2
ENSMUSG00000004654	0
ENSMUSG00000004655	22
ENSMUSG00000004661	173
ENSMUSG00000004665	353
ENSMUSG00000004667	2053
ENSMUSG00000004668	3
ENSMUSG00000004677	1268
ENSMUSG00000004698	1845
ENSMUSG00000004707	10
ENSMUSG00000004709	6
ENSMUSG00000004730	180
ENSMUSG00000004748	2605
ENSMUSG00000004768	959
ENSMUSG00000004771	2543
ENSMUSG00000004788	1102
ENSMUSG00000004789	4501
ENSMUSG00000004791	131
ENSMUSG00000004798	4314
ENSMUSG00000004814	31
ENSMUSG00000004815	806
ENSMUSG00000004821	0
ENSMUSG00000004837	172
ENSMUSG00000004842	1
ENSMUSG00000004843	1363
ENSMUSG00000004846	783
ENSMUSG00000004849	7474
ENSMUSG00000004864	10
ENSMUSG00000004865	2870
ENSMUSG00000004872	0
ENSMUSG00000004880	250
ENSMUSG00000004885	197
ENSMUSG00000004891	557
ENSMUSG00000004892	6485
ENSMUSG00000004894	153
ENSMUSG00000004895	1678
ENSMUSG00000004896	597
ENSMUSG00000004897	5940
ENSMUSG00000004902	2295
ENSMUSG00000004929	1621
ENSMUSG00000004931	479
ENSMUSG00000004933	5609
ENSMUSG00000004934	555
ENSMUSG00000004936	8491
ENSMUSG00000004937	5184
ENSMUSG00000004939	1
ENSMUSG00000004945	1370
ENSMUSG00000004947	272
ENSMUSG00000004948	0
ENSMUSG00000004951	65
ENSMUSG00000004952	165
ENSMUSG00000004961	7704
ENSMUSG00000004980	13726
ENSMUSG00000004988	2
ENSMUSG00000004994	526
ENSMUSG00000004996	211
ENSMUSG00000005034	20814
ENSMUSG00000005043	164
ENSMUSG00000005045	14024
ENSMUSG00000005054	608
ENSMUSG00000005057	198
ENSMUSG00000005069	1729
ENSMUSG00000005078	1444
ENSMUSG00000005087	157
ENSMUSG00000005089	87425
ENSMUSG00000005102	825
ENSMUSG00000005103	6304
ENSMUSG00000005107	36
ENSMUSG00000005124	196
ENSMUSG00000005125	1928
ENSMUSG00000005131	16
ENSMUSG00000005142	949
ENSMUSG00000005148	233
ENSMUSG00000005150	746
ENSMUSG00000005161	6992
ENSMUSG00000005198	3237
ENSMUSG00000005202	1
ENSMUSG00000005204	2153
ENSMUSG00000005220	6
ENSMUSG00000005225	434
ENSMUSG00000005232	0
ENSMUSG00000005233	9
ENSMUSG00000005237	103
ENSMUSG00000005251	7
ENSMUSG00000005262	1981
ENSMUSG00000005267	500
ENSMUSG00000005268	24
ENSMUSG00000005299	3594
ENSMUSG00000005312	6177
ENSMUSG00000005320	6
ENSMUSG00000005338	18887
ENSMUSG00000005339	0
ENSMUSG00000005354	4449
ENSMUSG00000005355	0
ENSMUSG00000005357	399
ENSMUSG00000005360	23789
ENSMUSG00000005362	1908
ENSMUSG00000005364	0
ENSMUSG00000005370	751
ENSMUSG00000005371	5415
ENSMUSG00000005373	106
ENSMUSG00000005374	1121
ENSMUSG00000005378	977
ENSMUSG00000005397	451
ENSMUSG00000005410	225
ENSMUSG00000005413	194
ENSMUSG00000005417	12770
ENSMUSG00000005442	6388
ENSMUSG00000005447	380
ENSMUSG00000005465	16
ENSMUSG00000005469	7299
ENSMUSG00000005470	19
ENSMUSG00000005474	0
ENSMUSG00000005481	478
ENSMUSG00000005483	2155
ENSMUSG00000005493	0
ENSMUSG00000005501	456
ENSMUSG00000005503	0
ENSMUSG00000005505	1292
ENSMUSG00000005506	6808
ENSMUSG00000005510	1565
ENSMUSG00000005514	3041
ENSMUSG00000005533	1938
ENSMUSG00000005534	1625
ENSMUSG00000005540	39
ENSMUSG00000005547	1
ENSMUSG00000005553	32
ENSMUSG00000005566	3825
ENSMUSG00000005575	4750
ENSMUSG00000005580	1827
ENSMUSG00000005583	21630
ENSMUSG00000005609	2355
ENSMUSG00000005610	21354
ENSMUSG00000005611	114
ENSMUSG00000005615	1236
ENSMUSG00000005621	1211
ENSMUSG00000005625	3528
ENSMUSG00000005628	23
ENSMUSG00000005640	17
ENSMUSG00000005649	7
ENSMUSG00000005656	1000
ENSMUSG00000005667	162
ENSMUSG00000005672	1428
ENSMUSG00000005674	827
ENSMUSG00000005677	5
ENSMUSG00000005681	0
ENSMUSG00000005682	614
ENSMUSG00000005683	10864
ENSMUSG00000005686	742
ENSMUSG00000005687	1733
ENSMUSG00000005696	0
ENSMUSG00000005698	2250
ENSMUSG00000005699	683
ENSMUSG00000005705	13
ENSMUSG00000005716	1838
ENSMUSG00000005718	79
ENSMUSG00000005732	2019
ENSMUSG00000005763	7
ENSMUSG00000005774	681
ENSMUSG00000005779	3142
ENSMUSG00000005800	3
ENSMUSG00000005802	2472
ENSMUSG00000005803	218
ENSMUSG00000005804	1605
ENSMUSG00000005813	1474
ENSMUSG00000005823	856
ENSMUSG00000005824	1
ENSMUSG00000005836	0
ENSMUSG00000005846	1865
ENSMUSG00000005864	1
ENSMUSG00000005871	20476
ENSMUSG00000005873	11707
ENSMUSG00000005881	3494
ENSMUSG00000005882	1698
ENSMUSG00000005883	20
ENSMUSG00000005886	3241
ENSMUSG00000005891	0
ENSMUSG00000005892	68
ENSMUSG00000005893	2215
ENSMUSG00000005897	305
ENSMUSG00000005899	1891
ENSMUSG00000005907	786
ENSMUSG00000005917	148
ENSMUSG00000005936	3044
ENSMUSG00000005947	13
ENSMUSG00000005949	492
ENSMUSG00000005950	29
ENSMUSG00000005951	98
ENSMUSG00000005952	0
ENSMUSG00000005958	1118
ENSMUSG00000005968	34
ENSMUSG00000005973	841
ENSMUSG00000005980	171
ENSMUSG00000005981	2728
ENSMUSG00000005982	3223
ENSMUSG00000005983	156
ENSMUSG00000005986	2005
ENSMUSG00000005994	1
ENSMUSG00000006005	5120
ENSMUSG00000006007	0
ENSMUSG00000006010	2035
ENSMUSG00000006014	209
ENSMUSG00000006019	288
ENSMUSG00000006021	740
ENSMUSG00000006024	8804
ENSMUSG00000006050	2025
ENSMUSG00000006056	0
ENSMUSG00000006057	399
ENSMUSG00000006058	1224
ENSMUSG00000006095	2062
ENSMUSG00000006127	1381
ENSMUSG00000006134	1106
ENSMUSG00000006143	10
ENSMUSG00000006154	35
ENSMUSG00000006169	2023
ENSMUSG00000006179	50
ENSMUSG00000006191	446
ENSMUSG00000006200	0
ENSMUSG00000006204	2
ENSMUSG00000006205	4765
ENSMUSG00000006215	1312
ENSMUSG00000006216	2
ENSMUSG00000006218	37
ENSMUSG00000006219	23
ENSMUSG00000006221	26
ENSMUSG00000006235	195
ENSMUSG00000006241	313
ENSMUSG00000006262	735
ENSMUSG00000006269	0
ENSMUSG00000006270	10
ENSMUSG00000006273	24336
ENSMUSG00000006276	2053
ENSMUSG00000006281	269
ENSMUSG00000006288	869
ENSMUSG00000006289	363
