gene	gf4.bam
ENSMUSG00000022000	1851
ENSMUSG00000022002	0
ENSMUSG00000022003	66
ENSMUSG00000022008	928
ENSMUSG00000022009	215
ENSMUSG00000022010	7670
ENSMUSG00000022012	613
ENSMUSG00000022013	676
ENSMUSG00000022014	3
ENSMUSG00000022015	2
ENSMUSG00000022016	5351
ENSMUSG00000022018	378
ENSMUSG00000022019	600
ENSMUSG00000022020	94
ENSMUSG00000022021	84
ENSMUSG00000022022	89
ENSMUSG00000022023	1146
ENSMUSG00000022024	1131
ENSMUSG00000022025	19
ENSMUSG00000022026	12
ENSMUSG00000022031	1835
ENSMUSG00000022032	6
ENSMUSG00000022033	11
ENSMUSG00000022034	9
ENSMUSG00000022035	1037
ENSMUSG00000022037	15529
ENSMUSG00000022039	0
ENSMUSG00000022040	440
ENSMUSG00000022041	22
ENSMUSG00000022043	2679
ENSMUSG00000022044	5826
ENSMUSG00000022048	4056
ENSMUSG00000022051	2010
ENSMUSG00000022052	2198
ENSMUSG00000022053	27
ENSMUSG00000022054	5531
ENSMUSG00000022055	6692
ENSMUSG00000022056	0
ENSMUSG00000022057	0
ENSMUSG00000022061	21
ENSMUSG00000022064	231
ENSMUSG00000022066	4
ENSMUSG00000022070	63
ENSMUSG00000022074	17
ENSMUSG00000022075	2867
ENSMUSG00000022076	102
ENSMUSG00000022085	7
ENSMUSG00000022089	293
ENSMUSG00000022090	149
ENSMUSG00000022091	385
ENSMUSG00000022092	556
ENSMUSG00000022094	609
ENSMUSG00000022095	925
ENSMUSG00000022096	805
ENSMUSG00000022097	9
ENSMUSG00000022098	671
ENSMUSG00000022099	9225
ENSMUSG00000022100	2340
ENSMUSG00000022101	20
ENSMUSG00000022102	5
ENSMUSG00000022103	1786
ENSMUSG00000022105	994
ENSMUSG00000022106	369
ENSMUSG00000022108	13902
ENSMUSG00000022109	504
ENSMUSG00000022110	3603
ENSMUSG00000022111	310
ENSMUSG00000022112	844
ENSMUSG00000022113	0
ENSMUSG00000022114	1193
ENSMUSG00000022119	988
ENSMUSG00000022120	277
ENSMUSG00000022122	1102
ENSMUSG00000022123	62
ENSMUSG00000022124	1436
ENSMUSG00000022125	237
ENSMUSG00000022126	0
ENSMUSG00000022129	30
ENSMUSG00000022130	75
ENSMUSG00000022131	404
ENSMUSG00000022132	729
ENSMUSG00000022136	1139
ENSMUSG00000022139	3711
ENSMUSG00000022141	1033
ENSMUSG00000022142	404
ENSMUSG00000022144	5
ENSMUSG00000022146	117
ENSMUSG00000022148	214
ENSMUSG00000022149	0
ENSMUSG00000022150	221
ENSMUSG00000022151	857
ENSMUSG00000022155	0
ENSMUSG00000022156	0
ENSMUSG00000022157	0
ENSMUSG00000022159	972
ENSMUSG00000022160	346
ENSMUSG00000022174	1220
ENSMUSG00000022175	425
ENSMUSG00000022176	93
ENSMUSG00000022177	45
ENSMUSG00000022178	48
ENSMUSG00000022179	96
ENSMUSG00000022180	1857
ENSMUSG00000022181	0
ENSMUSG00000022184	89
ENSMUSG00000022185	2239
ENSMUSG00000022186	8035
ENSMUSG00000022191	3022
ENSMUSG00000022193	381
ENSMUSG00000022194	356
ENSMUSG00000022195	872
ENSMUSG00000022197	1252
ENSMUSG00000022199	9491
ENSMUSG00000022200	1801
ENSMUSG00000022201	9247
ENSMUSG00000022203	114
ENSMUSG00000022204	342
ENSMUSG00000022205	4704
ENSMUSG00000022206	429
ENSMUSG00000022208	7591
ENSMUSG00000022209	0
ENSMUSG00000022210	169
ENSMUSG00000022211	564
ENSMUSG00000022212	3370
ENSMUSG00000022214	1524
ENSMUSG00000022215	2
ENSMUSG00000022216	494
ENSMUSG00000022217	381
ENSMUSG00000022218	0
ENSMUSG00000022219	40
ENSMUSG00000022220	72
ENSMUSG00000022221	3
ENSMUSG00000022223	1131
ENSMUSG00000022225	0
ENSMUSG00000022226	0
ENSMUSG00000022227	1
ENSMUSG00000022228	1190
ENSMUSG00000022229	13
ENSMUSG00000022231	1072
ENSMUSG00000022234	3472
ENSMUSG00000022235	169
ENSMUSG00000022236	2
ENSMUSG00000022237	2730
ENSMUSG00000022240	5945
ENSMUSG00000022241	864
ENSMUSG00000022243	2
ENSMUSG00000022244	239
ENSMUSG00000022245	1
ENSMUSG00000022246	349
ENSMUSG00000022247	547
ENSMUSG00000022248	132
ENSMUSG00000022249	0
ENSMUSG00000022253	745
ENSMUSG00000022255	1309
ENSMUSG00000022257	1766
ENSMUSG00000022261	1186
ENSMUSG00000022262	101
ENSMUSG00000022263	3744
ENSMUSG00000022265	4087
ENSMUSG00000022269	87
ENSMUSG00000022270	892
ENSMUSG00000022272	910
ENSMUSG00000022280	914
ENSMUSG00000022283	2680
ENSMUSG00000022285	11285
ENSMUSG00000022286	1
ENSMUSG00000022288	0
ENSMUSG00000022292	676
ENSMUSG00000022295	6173
ENSMUSG00000022296	999
ENSMUSG00000022297	212
ENSMUSG00000022299	164
ENSMUSG00000022300	440
ENSMUSG00000022303	3
ENSMUSG00000022304	1
ENSMUSG00000022305	1224
ENSMUSG00000022306	323
ENSMUSG00000022307	8069
ENSMUSG00000022309	119
ENSMUSG00000022311	476
ENSMUSG00000022312	2076
ENSMUSG00000022313	181
ENSMUSG00000022314	2255
ENSMUSG00000022315	0
ENSMUSG00000022321	1747
ENSMUSG00000022322	18
ENSMUSG00000022323	749
ENSMUSG00000022324	665
ENSMUSG00000022325	94
ENSMUSG00000022329	369
ENSMUSG00000022330	0
ENSMUSG00000022332	4647
ENSMUSG00000022335	102
ENSMUSG00000022336	1033
ENSMUSG00000022337	1612
ENSMUSG00000022338	993
ENSMUSG00000022339	469
ENSMUSG00000022340	1572
ENSMUSG00000022342	2104
ENSMUSG00000022346	81
ENSMUSG00000022347	0
ENSMUSG00000022350	1047
ENSMUSG00000022351	1489
ENSMUSG00000022353	620
ENSMUSG00000022354	3436
ENSMUSG00000022357	21
ENSMUSG00000022358	401
ENSMUSG00000022359	227
ENSMUSG00000022360	259
ENSMUSG00000022361	1505
ENSMUSG00000022362	1
ENSMUSG00000022364	168
ENSMUSG00000022365	879
ENSMUSG00000022366	1
ENSMUSG00000022367	13
ENSMUSG00000022369	36
ENSMUSG00000022370	619
ENSMUSG00000022371	25
ENSMUSG00000022372	244
ENSMUSG00000022375	169
ENSMUSG00000022376	594
ENSMUSG00000022377	4514
ENSMUSG00000022378	3558
ENSMUSG00000022382	1057
ENSMUSG00000022383	58
ENSMUSG00000022385	21
ENSMUSG00000022386	220
ENSMUSG00000022387	1149
ENSMUSG00000022388	17
ENSMUSG00000022389	6490
ENSMUSG00000022390	4688
ENSMUSG00000022391	5717
ENSMUSG00000022394	762
ENSMUSG00000022400	1386
ENSMUSG00000022401	292
ENSMUSG00000022403	3113
ENSMUSG00000022404	330
ENSMUSG00000022407	403
ENSMUSG00000022408	11
ENSMUSG00000022412	558
ENSMUSG00000022414	532
ENSMUSG00000022415	15841
ENSMUSG00000022416	2020
ENSMUSG00000022419	688
ENSMUSG00000022420	730
ENSMUSG00000022421	25553
ENSMUSG00000022422	2
ENSMUSG00000022425	6272
ENSMUSG00000022426	1831
ENSMUSG00000022427	1147
ENSMUSG00000022428	1146
ENSMUSG00000022429	7
ENSMUSG00000022431	4
ENSMUSG00000022432	6
ENSMUSG00000022433	2169
ENSMUSG00000022434	522
ENSMUSG00000022435	5
ENSMUSG00000022436	3873
ENSMUSG00000022437	1256
ENSMUSG00000022438	603
ENSMUSG00000022439	223
ENSMUSG00000022440	58
ENSMUSG00000022441	270
ENSMUSG00000022442	909
ENSMUSG00000022443	2316
ENSMUSG00000022445	0
ENSMUSG00000022449	141
ENSMUSG00000022450	1526
ENSMUSG00000022451	894
ENSMUSG00000022452	1508
ENSMUSG00000022453	221
ENSMUSG00000022454	15354
ENSMUSG00000022455	1
ENSMUSG00000022456	14357
ENSMUSG00000022462	2778
ENSMUSG00000022463	4114
ENSMUSG00000022464	26
ENSMUSG00000022466	566
ENSMUSG00000022468	18
ENSMUSG00000022469	654
ENSMUSG00000022471	373
ENSMUSG00000022472	2689
ENSMUSG00000022474	2850
ENSMUSG00000022475	334
ENSMUSG00000022476	982
ENSMUSG00000022477	10547
ENSMUSG00000022479	9
ENSMUSG00000022483	5
ENSMUSG00000022484	0
ENSMUSG00000022485	0
ENSMUSG00000022487	0
ENSMUSG00000022488	328
ENSMUSG00000022489	2845
ENSMUSG00000022490	1887
ENSMUSG00000022491	0
ENSMUSG00000022494	1596
ENSMUSG00000022496	1
ENSMUSG00000022498	563
ENSMUSG00000022500	132
ENSMUSG00000022501	1
ENSMUSG00000022503	205
ENSMUSG00000022504	6
ENSMUSG00000022505	586
ENSMUSG00000022507	960
ENSMUSG00000022508	862
ENSMUSG00000022510	9
ENSMUSG00000022512	29
ENSMUSG00000022514	812
ENSMUSG00000022515	498
ENSMUSG00000022516	712
ENSMUSG00000022517	3346
ENSMUSG00000022518	2
ENSMUSG00000022519	232
ENSMUSG00000022521	1255
ENSMUSG00000022523	4340
ENSMUSG00000022525	602
ENSMUSG00000022526	1252
ENSMUSG00000022528	234
ENSMUSG00000022529	295
ENSMUSG00000022533	1110
ENSMUSG00000022534	0
ENSMUSG00000022536	5441
ENSMUSG00000022537	1004
ENSMUSG00000022538	278
ENSMUSG00000022540	2324
ENSMUSG00000022542	0
ENSMUSG00000022543	63
ENSMUSG00000022544	77
ENSMUSG00000022545	352
ENSMUSG00000022546	254
ENSMUSG00000022548	2590
ENSMUSG00000022550	233
ENSMUSG00000022551	2711
ENSMUSG00000022552	620
ENSMUSG00000022553	1058
ENSMUSG00000022554	153
ENSMUSG00000022555	245
ENSMUSG00000022556	576
ENSMUSG00000022557	1172
ENSMUSG00000022558	1442
ENSMUSG00000022559	390
ENSMUSG00000022560	270
ENSMUSG00000022561	496
ENSMUSG00000022562	390
ENSMUSG00000022564	7300
ENSMUSG00000022565	2991
ENSMUSG00000022568	602
ENSMUSG00000022570	418
ENSMUSG00000022571	331
ENSMUSG00000022574	42
ENSMUSG00000022575	60
ENSMUSG00000022577	2069
ENSMUSG00000022579	0
ENSMUSG00000022580	134
ENSMUSG00000022582	0
ENSMUSG00000022583	0
ENSMUSG00000022584	3
ENSMUSG00000022586	2
ENSMUSG00000022587	3578
ENSMUSG00000022589	0
ENSMUSG00000022591	0
ENSMUSG00000022594	12063
ENSMUSG00000022595	9
ENSMUSG00000022596	0
ENSMUSG00000022598	0
ENSMUSG00000022601	1142
ENSMUSG00000022602	10097
ENSMUSG00000022603	1
ENSMUSG00000022604	224
ENSMUSG00000022607	2760
ENSMUSG00000022610	103
ENSMUSG00000022613	0
ENSMUSG00000022614	270
ENSMUSG00000022615	61
ENSMUSG00000022617	378
ENSMUSG00000022619	6211
ENSMUSG00000022620	726
ENSMUSG00000022621	347
ENSMUSG00000022622	7
ENSMUSG00000022623	4112
ENSMUSG00000022629	4994
ENSMUSG00000022634	1854
ENSMUSG00000022635	1209
ENSMUSG00000022636	3893
ENSMUSG00000022637	483
ENSMUSG00000022641	453
ENSMUSG00000022650	0
ENSMUSG00000022651	0
ENSMUSG00000022652	1
ENSMUSG00000022656	709
ENSMUSG00000022657	0
ENSMUSG00000022658	7748
ENSMUSG00000022659	0
ENSMUSG00000022661	2027
ENSMUSG00000022663	1192
ENSMUSG00000022664	647
ENSMUSG00000022665	289
ENSMUSG00000022667	7
ENSMUSG00000022668	420
ENSMUSG00000022671	299
ENSMUSG00000022672	430
ENSMUSG00000022673	198
ENSMUSG00000022674	496
ENSMUSG00000022676	12
ENSMUSG00000022677	886
ENSMUSG00000022678	380
ENSMUSG00000022679	1208
ENSMUSG00000022680	1884
ENSMUSG00000022681	674
ENSMUSG00000022682	1298
ENSMUSG00000022683	5
ENSMUSG00000022684	917
ENSMUSG00000022685	644
ENSMUSG00000022686	16
ENSMUSG00000022687	469
ENSMUSG00000022696	1513
ENSMUSG00000022698	1286
ENSMUSG00000022701	83
ENSMUSG00000022702	333
ENSMUSG00000022704	227
ENSMUSG00000022705	1
ENSMUSG00000022706	518
ENSMUSG00000022707	305
ENSMUSG00000022708	844
ENSMUSG00000022710	3680
ENSMUSG00000022711	365
ENSMUSG00000022715	33
ENSMUSG00000022718	601
ENSMUSG00000022721	647
ENSMUSG00000022722	637
ENSMUSG00000022723	140
ENSMUSG00000022724	225
ENSMUSG00000022738	0
ENSMUSG00000022742	485
ENSMUSG00000022744	1266
ENSMUSG00000022747	292
ENSMUSG00000022748	223
ENSMUSG00000022749	925
ENSMUSG00000022750	1758
ENSMUSG00000022751	246
ENSMUSG00000022752	4185
ENSMUSG00000022753	3
ENSMUSG00000022754	22
ENSMUSG00000022755	0
ENSMUSG00000022756	1384
ENSMUSG00000022757	1227
ENSMUSG00000022758	115
ENSMUSG00000022759	29
ENSMUSG00000022760	344
ENSMUSG00000022761	3871
ENSMUSG00000022762	1496
ENSMUSG00000022763	1237
ENSMUSG00000022765	820
ENSMUSG00000022766	88
ENSMUSG00000022768	42
ENSMUSG00000022769	145
ENSMUSG00000022770	4288
ENSMUSG00000022771	1440
ENSMUSG00000022772	615
ENSMUSG00000022773	738
ENSMUSG00000022774	1253
ENSMUSG00000022779	672
ENSMUSG00000022780	37
ENSMUSG00000022781	1002
ENSMUSG00000022783	102
ENSMUSG00000022787	224
ENSMUSG00000022788	560
ENSMUSG00000022789	6218
ENSMUSG00000022790	826
ENSMUSG00000022791	4116
ENSMUSG00000022792	284
ENSMUSG00000022793	456
ENSMUSG00000022797	2295
ENSMUSG00000022798	0
ENSMUSG00000022799	893
ENSMUSG00000022800	1419
ENSMUSG00000022801	500
ENSMUSG00000022802	265
ENSMUSG00000022803	4
ENSMUSG00000022805	24
ENSMUSG00000022807	456
ENSMUSG00000022808	948
ENSMUSG00000022809	0
ENSMUSG00000022811	2258
ENSMUSG00000022812	4023
ENSMUSG00000022814	339
ENSMUSG00000022816	604
ENSMUSG00000022817	783
ENSMUSG00000022818	0
ENSMUSG00000022820	103
ENSMUSG00000022821	1
ENSMUSG00000022822	2603
ENSMUSG00000022824	0
ENSMUSG00000022827	141
ENSMUSG00000022828	330
ENSMUSG00000022829	834
ENSMUSG00000022831	113
ENSMUSG00000022832	4
ENSMUSG00000022833	54
ENSMUSG00000022836	309
ENSMUSG00000022837	549
ENSMUSG00000022838	26
ENSMUSG00000022840	2859
ENSMUSG00000022841	2565
ENSMUSG00000022842	331
ENSMUSG00000022843	1042
ENSMUSG00000022844	62
ENSMUSG00000022847	42
ENSMUSG00000022848	1452
ENSMUSG00000022849	112
ENSMUSG00000022853	41
ENSMUSG00000022855	2351
ENSMUSG00000022856	236
ENSMUSG00000022857	0
ENSMUSG00000022858	771
ENSMUSG00000022860	22
ENSMUSG00000022861	747
ENSMUSG00000022863	7
ENSMUSG00000022864	82
ENSMUSG00000022865	533
ENSMUSG00000022867	845
ENSMUSG00000022868	0
ENSMUSG00000022871	0
ENSMUSG00000022875	0
ENSMUSG00000022876	26
ENSMUSG00000022877	0
ENSMUSG00000022878	2
ENSMUSG00000022881	47
ENSMUSG00000022883	965
ENSMUSG00000022884	11849
ENSMUSG00000022885	545
ENSMUSG00000022886	0
ENSMUSG00000022887	163
ENSMUSG00000022889	575
ENSMUSG00000022890	2142
ENSMUSG00000022892	38360
ENSMUSG00000022893	256
ENSMUSG00000022894	41
ENSMUSG00000022895	1662
ENSMUSG00000022897	1703
ENSMUSG00000022898	712
ENSMUSG00000022899	1066
ENSMUSG00000022900	2
ENSMUSG00000022901	45
ENSMUSG00000022902	0
ENSMUSG00000022905	3543
ENSMUSG00000022906	87
ENSMUSG00000022911	171
ENSMUSG00000022912	204
ENSMUSG00000022913	269
ENSMUSG00000022914	1646
ENSMUSG00000022931	0
ENSMUSG00000022935	361
ENSMUSG00000022938	0
ENSMUSG00000022940	188
ENSMUSG00000022941	0
ENSMUSG00000022945	34
ENSMUSG00000022946	2043
ENSMUSG00000022947	156
ENSMUSG00000022948	61
ENSMUSG00000022949	13
ENSMUSG00000022951	1328
ENSMUSG00000022952	22
ENSMUSG00000022956	3003
ENSMUSG00000022957	3231
ENSMUSG00000022960	222
ENSMUSG00000022961	5024
ENSMUSG00000022962	724
ENSMUSG00000022964	2251
ENSMUSG00000022965	1145
ENSMUSG00000022967	1407
ENSMUSG00000022969	148
ENSMUSG00000022971	258
ENSMUSG00000022972	645
ENSMUSG00000022973	8487
ENSMUSG00000022974	661
ENSMUSG00000022978	110
ENSMUSG00000022982	2870
ENSMUSG00000022983	615
ENSMUSG00000022986	0
ENSMUSG00000022987	226
ENSMUSG00000022991	0
ENSMUSG00000022992	214
ENSMUSG00000022993	2
ENSMUSG00000022994	942
ENSMUSG00000022995	2644
ENSMUSG00000022996	7
ENSMUSG00000022997	17
ENSMUSG00000022999	135
ENSMUSG00000023000	11
ENSMUSG00000023004	3169
ENSMUSG00000023007	1085
ENSMUSG00000023008	284
ENSMUSG00000023009	282
ENSMUSG00000023010	5061
ENSMUSG00000023011	12618
ENSMUSG00000023013	0
ENSMUSG00000023015	440
ENSMUSG00000023017	1395
ENSMUSG00000023018	3572
ENSMUSG00000023019	3209
ENSMUSG00000023020	622
ENSMUSG00000023021	759
ENSMUSG00000023022	466
ENSMUSG00000023025	759
ENSMUSG00000023026	1626
ENSMUSG00000023027	140
ENSMUSG00000023030	660
ENSMUSG00000023031	53
ENSMUSG00000023032	2801
ENSMUSG00000023033	7990
ENSMUSG00000023034	2977
ENSMUSG00000023036	214
ENSMUSG00000023039	3
ENSMUSG00000023041	0
ENSMUSG00000023043	2
ENSMUSG00000023044	325
ENSMUSG00000023045	1
ENSMUSG00000023046	1054
ENSMUSG00000023047	6
ENSMUSG00000023048	862
ENSMUSG00000023050	2143
ENSMUSG00000023051	112
ENSMUSG00000023052	1
ENSMUSG00000023055	1456
ENSMUSG00000023057	0
ENSMUSG00000023064	66
ENSMUSG00000023066	55
ENSMUSG00000023067	730
ENSMUSG00000023068	1942
ENSMUSG00000023070	2
ENSMUSG00000023072	204
ENSMUSG00000023073	0
ENSMUSG00000023074	178
ENSMUSG00000023075	1566
ENSMUSG00000023078	0
ENSMUSG00000023079	343
ENSMUSG00000023083	0
ENSMUSG00000023084	8
ENSMUSG00000023087	1308
ENSMUSG00000023088	387
ENSMUSG00000023089	1829
ENSMUSG00000023092	1501
ENSMUSG00000023093	0
ENSMUSG00000023094	453
ENSMUSG00000023104	591
ENSMUSG00000023106	1841
ENSMUSG00000023110	1192
ENSMUSG00000023118	2910
ENSMUSG00000023120	0
ENSMUSG00000023122	0
ENSMUSG00000023132	0
ENSMUSG00000023140	0
ENSMUSG00000023143	157
ENSMUSG00000023147	1035
ENSMUSG00000023150	2740
ENSMUSG00000023151	0
ENSMUSG00000023153	10
ENSMUSG00000023156	732
ENSMUSG00000023159	0
ENSMUSG00000023165	0
ENSMUSG00000023169	3693
ENSMUSG00000023170	351
ENSMUSG00000023175	9403
ENSMUSG00000023176	0
ENSMUSG00000023185	0
ENSMUSG00000023186	296
ENSMUSG00000023191	161
ENSMUSG00000023192	1397
ENSMUSG00000023206	68
ENSMUSG00000023210	0
ENSMUSG00000023216	0
ENSMUSG00000023224	203
ENSMUSG00000023232	163
ENSMUSG00000023235	97
ENSMUSG00000023236	5168
ENSMUSG00000023243	12
ENSMUSG00000023247	0
ENSMUSG00000023249	89
ENSMUSG00000023257	0
ENSMUSG00000023259	126
ENSMUSG00000023262	156
ENSMUSG00000023263	0
ENSMUSG00000023266	289
ENSMUSG00000023267	4
ENSMUSG00000023272	242
ENSMUSG00000023274	17
ENSMUSG00000023277	1084
ENSMUSG00000023279	7
ENSMUSG00000023284	1029
ENSMUSG00000023286	287
ENSMUSG00000023289	0
ENSMUSG00000023307	1370
ENSMUSG00000023328	1169
ENSMUSG00000023330	169
ENSMUSG00000023333	0
ENSMUSG00000023336	121
ENSMUSG00000023345	252
ENSMUSG00000023348	89
ENSMUSG00000023349	4
ENSMUSG00000023350	0
ENSMUSG00000023353	5048
ENSMUSG00000023367	287
ENSMUSG00000023387	0
ENSMUSG00000023391	136
ENSMUSG00000023393	6
ENSMUSG00000023403	1
ENSMUSG00000023411	34
ENSMUSG00000023433	0
ENSMUSG00000023439	2
ENSMUSG00000023443	0
ENSMUSG00000023452	884
ENSMUSG00000023456	15849
ENSMUSG00000023460	2151
ENSMUSG00000023467	3
ENSMUSG00000023473	1177
ENSMUSG00000023484	12
ENSMUSG00000023495	2404
ENSMUSG00000023505	21
ENSMUSG00000023571	155
ENSMUSG00000023572	921
ENSMUSG00000023577	1
ENSMUSG00000023707	456
ENSMUSG00000023723	780
ENSMUSG00000023755	102
ENSMUSG00000023764	1050
ENSMUSG00000023781	6
ENSMUSG00000023791	214
ENSMUSG00000023800	1888
ENSMUSG00000023802	1
ENSMUSG00000023805	2316
ENSMUSG00000023806	102
ENSMUSG00000023809	1127
ENSMUSG00000023826	135
ENSMUSG00000023827	1002
ENSMUSG00000023828	53
ENSMUSG00000023829	9
ENSMUSG00000023830	872
ENSMUSG00000023832	727
ENSMUSG00000023845	585
ENSMUSG00000023852	1080
ENSMUSG00000023861	175
ENSMUSG00000023868	919
ENSMUSG00000023873	4
ENSMUSG00000023882	39
ENSMUSG00000023883	1174
ENSMUSG00000023885	168
ENSMUSG00000023886	557
ENSMUSG00000023892	105
ENSMUSG00000023902	0
ENSMUSG00000023903	5
ENSMUSG00000023904	2281
ENSMUSG00000023905	130
ENSMUSG00000023906	1
ENSMUSG00000023908	44
ENSMUSG00000023909	1071
ENSMUSG00000023911	155
ENSMUSG00000023912	657
ENSMUSG00000023913	2171
ENSMUSG00000023914	0
ENSMUSG00000023915	1487
ENSMUSG00000023918	13
ENSMUSG00000023919	85
ENSMUSG00000023921	867
ENSMUSG00000023923	966
ENSMUSG00000023926	0
ENSMUSG00000023927	2319
ENSMUSG00000023930	0
ENSMUSG00000023931	3
ENSMUSG00000023932	828
ENSMUSG00000023935	63
ENSMUSG00000023938	484
ENSMUSG00000023939	245
ENSMUSG00000023940	2
ENSMUSG00000023942	274
ENSMUSG00000023943	0
ENSMUSG00000023944	42789
ENSMUSG00000023945	30
ENSMUSG00000023947	74
ENSMUSG00000023949	53
ENSMUSG00000023951	1227
ENSMUSG00000023952	1060
ENSMUSG00000023953	79
ENSMUSG00000023959	213
ENSMUSG00000023960	6483
ENSMUSG00000023961	390
ENSMUSG00000023963	18
ENSMUSG00000023964	0
ENSMUSG00000023965	840
ENSMUSG00000023966	208
ENSMUSG00000023967	923
ENSMUSG00000023968	10
ENSMUSG00000023971	304
ENSMUSG00000023972	174
ENSMUSG00000023973	1305
ENSMUSG00000023977	1394
ENSMUSG00000023978	1
ENSMUSG00000023979	5
ENSMUSG00000023980	292
ENSMUSG00000023982	2
ENSMUSG00000023984	3
ENSMUSG00000023987	0
ENSMUSG00000023988	671
ENSMUSG00000023990	93
ENSMUSG00000023991	808
ENSMUSG00000023992	225
ENSMUSG00000023993	8
ENSMUSG00000023994	493
ENSMUSG00000023995	2
ENSMUSG00000023999	25
ENSMUSG00000024002	1672
ENSMUSG00000024006	460
ENSMUSG00000024007	339
ENSMUSG00000024008	2375
ENSMUSG00000024011	8
ENSMUSG00000024012	7279
ENSMUSG00000024013	71
ENSMUSG00000024014	102
ENSMUSG00000024018	72
ENSMUSG00000024019	357
ENSMUSG00000024026	926
ENSMUSG00000024027	0
ENSMUSG00000024028	0
ENSMUSG00000024029	0
ENSMUSG00000024030	1242
ENSMUSG00000024032	0
ENSMUSG00000024033	111
ENSMUSG00000024034	9
ENSMUSG00000024036	73
ENSMUSG00000024037	407
ENSMUSG00000024038	1678
ENSMUSG00000024039	547
ENSMUSG00000024041	0
ENSMUSG00000024042	501
ENSMUSG00000024043	21
ENSMUSG00000024044	4725
ENSMUSG00000024045	1158
ENSMUSG00000024048	1110
ENSMUSG00000024049	25
ENSMUSG00000024050	1085
ENSMUSG00000024052	1793
ENSMUSG00000024053	48
ENSMUSG00000024054	753
ENSMUSG00000024055	128
ENSMUSG00000024056	6
ENSMUSG00000024059	922
ENSMUSG00000024063	987
ENSMUSG00000024064	487
ENSMUSG00000024065	2156
ENSMUSG00000024066	191
ENSMUSG00000024067	593
ENSMUSG00000024068	1152
ENSMUSG00000024069	208
ENSMUSG00000024070	404
ENSMUSG00000024072	746
ENSMUSG00000024073	2246
ENSMUSG00000024074	1448
ENSMUSG00000024076	39
ENSMUSG00000024077	1575
ENSMUSG00000024078	340
ENSMUSG00000024079	162
ENSMUSG00000024081	933
ENSMUSG00000024082	607
ENSMUSG00000024083	13224
ENSMUSG00000024084	197
ENSMUSG00000024085	441
ENSMUSG00000024087	61
ENSMUSG00000024088	0
ENSMUSG00000024091	2684
ENSMUSG00000024095	1089
ENSMUSG00000024096	1619
ENSMUSG00000024097	1325
ENSMUSG00000024098	685
ENSMUSG00000024099	2710
ENSMUSG00000024101	541
ENSMUSG00000024104	2597
ENSMUSG00000024105	0
ENSMUSG00000024107	3
ENSMUSG00000024109	8153
ENSMUSG00000024112	951
ENSMUSG00000024114	13
ENSMUSG00000024116	0
ENSMUSG00000024118	124
ENSMUSG00000024120	1426
ENSMUSG00000024121	267
ENSMUSG00000024122	2823
ENSMUSG00000024124	5
ENSMUSG00000024125	0
ENSMUSG00000024127	6889
ENSMUSG00000024128	0
ENSMUSG00000024130	2379
ENSMUSG00000024131	2
ENSMUSG00000024132	212
ENSMUSG00000024134	7
ENSMUSG00000024135	263
ENSMUSG00000024136	36
ENSMUSG00000024137	399
ENSMUSG00000024140	2940
ENSMUSG00000024142	481
ENSMUSG00000024143	702
ENSMUSG00000024145	186
ENSMUSG00000024146	811
ENSMUSG00000024150	1043
ENSMUSG00000024151	752
ENSMUSG00000024154	3
ENSMUSG00000024155	4
ENSMUSG00000024158	1683
ENSMUSG00000024160	127
ENSMUSG00000024163	10592
ENSMUSG00000024164	13
ENSMUSG00000024165	73
ENSMUSG00000024168	159
ENSMUSG00000024169	471
ENSMUSG00000024170	323
ENSMUSG00000024171	0
ENSMUSG00000024172	1340
ENSMUSG00000024173	0
ENSMUSG00000024174	45
ENSMUSG00000024175	6
ENSMUSG00000024176	880
ENSMUSG00000024177	48
ENSMUSG00000024180	274
ENSMUSG00000024181	824
ENSMUSG00000024182	615
ENSMUSG00000024184	0
ENSMUSG00000024186	262
ENSMUSG00000024187	212
ENSMUSG00000024188	1860
ENSMUSG00000024190	1060
ENSMUSG00000024191	376
ENSMUSG00000024193	670
ENSMUSG00000024194	688
ENSMUSG00000024197	241
ENSMUSG00000024201	1151
ENSMUSG00000024206	38
ENSMUSG00000024207	0
ENSMUSG00000024208	1004
ENSMUSG00000024209	10
ENSMUSG00000024210	30
ENSMUSG00000024211	676
ENSMUSG00000024212	1575
ENSMUSG00000024213	6396
ENSMUSG00000024215	1
ENSMUSG00000024217	121
ENSMUSG00000024218	947
ENSMUSG00000024219	617
ENSMUSG00000024220	1941
ENSMUSG00000024222	540
ENSMUSG00000024223	0
ENSMUSG00000024224	0
ENSMUSG00000024225	0
ENSMUSG00000024227	106
ENSMUSG00000024228	153
ENSMUSG00000024231	1471
ENSMUSG00000024232	46
ENSMUSG00000024233	0
ENSMUSG00000024234	554
ENSMUSG00000024235	42
ENSMUSG00000024236	126
ENSMUSG00000024238	1262
ENSMUSG00000024240	925
ENSMUSG00000024241	1236
ENSMUSG00000024242	1677
ENSMUSG00000024245	1195
ENSMUSG00000024246	76
ENSMUSG00000024247	123
ENSMUSG00000024248	1556
ENSMUSG00000024251	216
ENSMUSG00000024253	434
ENSMUSG00000024254	0
ENSMUSG00000024256	1167
ENSMUSG00000024258	266
ENSMUSG00000024259	2146
ENSMUSG00000024260	1718
ENSMUSG00000024261	5509
ENSMUSG00000024266	0
ENSMUSG00000024268	9621
ENSMUSG00000024269	1648
